"検出 右"
"DATA No","DATE","TIME","検出情報 右 撮像回数","検出情報 右 株番号","検出情報 右 撮像数","検出情報 右 処理時間[s]","検出情報 右 判定値","検出情報 右 スコア","検出情報 右 サイズＸ[mm]","検出情報 右 サイズＹ[mm]","検出情報 右 縦横比","検出情報 右 中心Ｘ[mm]","検出情報 右 中心Ｙ[mm]","検出情報 右 分解能","検出情報 右 積算位置[mm]","検出情報 右 車体昇降[mm]","検出情報 右 外葉押え[mm]","検出情報 右 スコア閾値","検出情報 右 サイズ閾値(小)[mm]","検出情報 右 サイズ閾値(大)[mm]","検出情報 右 縦横比閾値"
10,2025/12/17,13:26:56,13,7,2,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.824300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
11,2025/12/17,13:26:56,14,7,3,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.210700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
12,2025/12/17,13:26:57,15,7,4,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.597200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
13,2025/12/17,13:26:57,16,7,5,9.800000E+01,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.975100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
14,2025/12/17,13:26:57,17,7,6,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.358200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
15,2025/12/17,13:26:58,18,7,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.740800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
16,2025/12/17,13:26:58,19,7,8,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.122400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
17,2025/12/17,13:26:58,20,8,1,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.504400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
18,2025/12/17,13:26:59,21,8,2,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.358000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
19,2025/12/17,13:26:59,22,8,3,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.232000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
20,2025/12/17,13:26:59,23,8,4,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.105100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
21,2025/12/17,13:26:59,24,8,5,9.900000E+01,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.486300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
22,2025/12/17,13:27:00,25,8,6,1.070000E+02,5,881,1.602600E+04,8.213000E+03,1.900000E+01,5.675000E+03,2.771200E+04,3.338800E+04,4.646200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
23,2025/12/17,13:27:00,26,8,7,1.090000E+02,5,899,1.512400E+04,1.048300E+04,1.400000E+01,5.509000E+03,2.557500E+04,3.338800E+04,4.818100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
24,2025/12/17,13:27:00,27,8,8,1.130000E+02,4,329,1.642600E+04,1.489100E+04,1.100000E+01,5.141000E+03,2.433900E+04,3.338800E+04,5.078200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
25,2025/12/17,13:27:01,28,9,1,1.180000E+02,4,796,1.295400E+04,1.692700E+04,1.300000E+01,5.642000E+03,2.090000E+04,3.338800E+04,5.122100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,13:27:01,29,9,2,1.060000E+02,4,527,1.766200E+04,1.786200E+04,1.000000E+01,5.709000E+03,1.746100E+04,3.338800E+04,5.158500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,13:27:01,30,9,3,1.040000E+02,1,826,1.866300E+04,1.559200E+04,1.100000E+01,5.442000E+03,1.352200E+04,3.338800E+04,5.154600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,13:27:03,31,10,1,1.320000E+02,3,976,2.106700E+04,1.181900E+04,1.700000E+01,5.475000E+03,5.862500E+04,3.338800E+04,5.198000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,13:27:04,32,10,2,1.220000E+02,5,997,2.173500E+04,1.585900E+04,1.300000E+01,5.375000E+03,5.655500E+04,3.338800E+04,5.414800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,13:27:04,33,10,3,1.190000E+02,1,987,1.615900E+04,1.375500E+04,1.100000E+01,6.076000E+03,5.288200E+04,3.338800E+04,5.474500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,13:27:06,34,11,1,1.160000E+02,5,881,1.696100E+04,2.590900E+04,1.500000E+01,6.066200E+04,2.180200E+04,3.338800E+04,4.571100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,13:27:06,35,11,2,1.330000E+02,5,978,1.632600E+04,2.253600E+04,1.300000E+01,6.082900E+04,1.969800E+04,3.338800E+04,4.797400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,13:27:06,36,11,3,1.060000E+02,9,981,1.752800E+04,1.849600E+04,1.000000E+01,6.079500E+04,1.636000E+04,3.338800E+04,4.872800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,13:27:07,37,11,4,1.230000E+02,1,967,1.956500E+04,2.140100E+04,1.000000E+01,6.079500E+04,1.181900E+04,3.338800E+04,4.844700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,13:27:08,38,12,1,1.380000E+02,3,859,2.320400E+04,2.420600E+04,1.000000E+01,6.049500E+04,5.859200E+04,3.338800E+04,4.713200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,13:27:09,39,12,2,1.290000E+02,3,973,2.257000E+04,2.073300E+04,1.000000E+01,6.079500E+04,5.702300E+04,3.338800E+04,4.973900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,13:27:09,40,12,3,1.320000E+02,3,958,2.247000E+04,2.143500E+04,1.000000E+01,6.069500E+04,5.278200E+04,3.338800E+04,4.971200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,13:27:09,41,12,4,1.310000E+02,3,560,2.413900E+04,2.056700E+04,1.100000E+01,6.079500E+04,4.817500E+04,3.338800E+04,4.916200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,13:27:10,42,12,5,1.230000E+02,9,876,2.070000E+04,1.853000E+04,1.100000E+01,6.042800E+04,4.513600E+04,3.338800E+04,4.996000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,13:27:10,43,12,6,1.030000E+02,9,956,2.060000E+04,1.625900E+04,1.200000E+01,6.026100E+04,4.263200E+04,3.338800E+04,5.130700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,13:27:10,44,12,7,1.080000E+02,8,975,1.325500E+04,1.198600E+04,1.100000E+01,5.318300E+04,1.889700E+04,3.338800E+04,3.143900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,13:27:11,45,13,1,1.040000E+02,4,795,1.572500E+04,2.093400E+04,1.300000E+01,5.304900E+04,1.288700E+04,3.338800E+04,3.223100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,13:27:11,46,13,2,1.060000E+02,5,986,1.121800E+04,1.629300E+04,1.400000E+01,5.355000E+04,8.380000E+03,3.338800E+04,3.156500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,13:27:11,47,13,3,1.090000E+02,8,980,1.208600E+04,1.509100E+04,1.200000E+01,5.378400E+04,4.941000E+03,3.338800E+04,3.198800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,13:27:12,48,13,4,1.010000E+02,8,995,1.328800E+04,1.308800E+04,1.000000E+01,5.341700E+04,1.602000E+03,3.338800E+04,3.246800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,13:27:12,49,13,5,1.100000E+02,8,982,1.385600E+04,1.215300E+04,1.100000E+01,5.395100E+04,6.296600E+04,3.338800E+04,3.213500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,13:27:12,50,13,6,1.140000E+02,8,993,1.292100E+04,1.529100E+04,1.100000E+01,5.355000E+04,5.885900E+04,3.338800E+04,3.185600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,13:27:13,51,13,7,1.140000E+02,8,991,1.408900E+04,1.542500E+04,1.000000E+01,5.351700E+04,5.595400E+04,3.338800E+04,3.281300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,13:27:13,52,14,1,1.070000E+02,4,520,1.559200E+04,1.542500E+04,1.000000E+01,5.398400E+04,4.780700E+04,3.338800E+04,3.238400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,13:27:14,53,14,2,1.080000E+02,4,619,1.272000E+04,1.736100E+04,1.300000E+01,5.418500E+04,4.433500E+04,3.338800E+04,3.276400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,13:27:14,54,14,3,1.130000E+02,5,874,9.014000E+03,1.358800E+04,1.500000E+01,5.545300E+04,4.036200E+04,3.338800E+04,3.263000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,13:27:14,55,14,4,1.150000E+02,5,981,1.018300E+04,1.555800E+04,1.500000E+01,6.433500E+04,1.525800E+04,3.338800E+04,1.138000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,13:27:15,56,14,5,1.010000E+02,1,930,1.282000E+04,1.519100E+04,1.100000E+01,6.373400E+04,1.118400E+04,3.338800E+04,1.114300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,13:27:16,57,15,1,1.290000E+02,3,977,9.415000E+03,1.549200E+04,1.600000E+01,6.456800E+04,6.390000E+04,3.338800E+04,1.091200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,13:27:16,58,15,2,1.170000E+02,3,988,9.682000E+03,1.582500E+04,1.600000E+01,6.456800E+04,6.112900E+04,3.338800E+04,1.205400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,13:27:16,59,15,3,1.080000E+02,3,561,8.480000E+03,1.081700E+04,1.200000E+01,6.670000E+02,5.759000E+04,3.338800E+04,1.237700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,13:27:17,60,15,4,1.100000E+02,4,602,9.448000E+03,1.038300E+04,1.000000E+01,6.340000E+02,5.418500E+04,3.338800E+04,1.280200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,13:27:17,61,15,5,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.802800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,13:27:17,62,15,6,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.183300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,13:27:18,63,15,7,1.010000E+02,9,909,1.732800E+04,1.589200E+04,1.000000E+01,6.136300E+04,2.023300E+04,3.338800E+04,5.590500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,13:27:18,64,15,8,1.050000E+02,9,989,1.849600E+04,1.612600E+04,1.100000E+01,6.109600E+04,1.622600E+04,3.338800E+04,5.573900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,13:27:18,65,16,1,1.100000E+02,1,978,1.716100E+04,1.595900E+04,1.000000E+01,6.119600E+04,1.208600E+04,3.338800E+04,5.545000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,13:27:21,66,17,1,1.270000E+02,3,953,1.712800E+04,1.652700E+04,1.000000E+01,6.062800E+04,4.800800E+04,3.338800E+04,5.518800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,13:27:21,67,17,2,1.190000E+02,3,996,2.767800E+04,1.208600E+04,2.200000E+01,6.036100E+04,4.513600E+04,3.338800E+04,5.657800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,13:27:21,68,17,3,1.240000E+02,5,859,1.959800E+04,1.459000E+04,1.300000E+01,5.986100E+04,4.126300E+04,3.338800E+04,5.695400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,13:27:22,69,17,4,1.210000E+02,9,932,1.292100E+04,1.018300E+04,1.200000E+01,6.052800E+04,3.892600E+04,3.338800E+04,5.882600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,13:27:22,70,17,5,1.190000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.397900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,13:27:22,71,17,6,1.300000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.779500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,13:27:23,72,17,7,1.060000E+02,4,649,8.180000E+03,7.679000E+03,1.000000E+01,5.670000E+02,8.614000E+03,3.338800E+04,4.027400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,13:27:23,73,18,1,1.020000E+02,1,867,1.445700E+04,1.262000E+04,1.100000E+01,6.390000E+04,6.513600E+04,3.338800E+04,3.802800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,13:27:26,74,19,1,1.370000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.080000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,13:27:26,75,19,2,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.389000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,13:27:26,76,19,3,1.270000E+02,1,1000,1.372200E+04,1.208600E+04,1.100000E+01,6.189700E+04,5.175000E+03,3.338800E+04,1.483600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,13:27:28,77,20,1,1.290000E+02,3,991,1.075000E+04,1.272000E+04,1.100000E+01,6.203100E+04,4.840800E+04,3.338800E+04,1.496000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,13:27:29,78,20,2,1.270000E+02,9,996,1.191900E+04,1.171900E+04,1.000000E+01,6.199700E+04,4.553700E+04,3.338800E+04,1.635000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,13:27:29,79,20,3,1.180000E+02,3,586,1.402200E+04,1.362200E+04,1.000000E+01,6.193100E+04,4.116300E+04,3.338800E+04,1.617500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,13:27:29,80,20,4,1.210000E+02,4,665,1.048300E+04,8.513000E+03,1.200000E+01,6.046200E+04,3.802500E+04,3.338800E+04,1.735600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,13:27:30,81,20,5,1.220000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.897200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,13:27:30,82,20,6,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.281300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,13:27:30,83,20,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.661600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,13:27:31,84,21,1,1.010000E+02,6,988,8.914000E+03,8.947000E+03,1.000000E+01,1.335000E+03,3.071000E+03,3.338800E+04,9.670000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,13:27:31,85,21,2,1.030000E+02,6,877,9.281000E+03,8.547000E+03,1.000000E+01,7.010000E+02,6.346600E+04,3.338800E+04,6.519200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,13:27:31,86,21,3,1.060000E+02,1,996,1.028300E+04,1.195200E+04,1.100000E+01,1.869000E+03,5.962700E+04,3.338800E+04,6.519200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,13:27:33,87,22,1,1.350000E+02,4,596,5.074000E+03,6.577000E+03,1.200000E+01,6.143000E+04,1.592600E+04,3.338800E+04,4.236900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,13:27:34,88,22,2,1.230000E+02,4,309,4.507000E+03,6.343000E+03,1.400000E+01,6.176400E+04,1.342100E+04,3.338800E+04,4.409100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,13:27:34,89,22,3,1.190000E+02,4,700,4.307000E+03,6.310000E+03,1.400000E+01,6.169700E+04,9.215000E+03,3.338800E+04,4.409400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,13:27:34,90,22,4,1.240000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.896200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,13:27:35,91,22,5,1.290000E+02,4,326,5.609000E+03,5.742000E+03,1.000000E+01,6.052800E+04,1.068000E+03,3.338800E+04,4.388200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,13:27:35,92,22,6,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.668800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,13:27:35,93,22,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.052800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,13:27:36,94,23,1,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.741600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,13:27:36,95,23,2,1.150000E+02,4,747,1.111800E+04,9.048000E+03,1.200000E+01,6.193100E+04,2.564100E+04,3.338800E+04,2.138500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,13:27:36,96,23,3,1.050000E+02,4,799,9.949000E+03,1.155200E+04,1.100000E+01,6.193100E+04,2.053300E+04,3.338800E+04,2.011700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
94,2025/12/17,13:27:37,97,23,4,1.110000E+02,5,944,8.747000E+03,1.402200E+04,1.600000E+01,6.203100E+04,1.575900E+04,3.338800E+04,1.923300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
95,2025/12/17,13:27:37,98,23,5,1.150000E+02,1,818,1.171900E+04,1.305400E+04,1.100000E+01,6.283200E+04,1.285400E+04,3.338800E+04,2.019100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
96,2025/12/17,13:27:38,99,24,1,1.230000E+02,4,788,6.944000E+03,1.008300E+04,1.400000E+01,6.156300E+04,6.246500E+04,3.338800E+04,1.786000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
97,2025/12/17,13:27:39,100,24,2,1.210000E+02,3,596,5.709000E+03,6.710000E+03,1.100000E+01,6.066200E+04,5.919300E+04,3.338800E+04,1.869300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
98,2025/12/17,13:27:39,101,24,3,1.230000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.888900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
99,2025/12/17,13:27:39,102,24,4,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.270500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
100,2025/12/17,13:27:40,103,24,5,9.900000E+01,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.652200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
101,2025/12/17,13:27:40,104,24,6,1.070000E+02,4,675,1.045000E+04,1.048300E+04,1.000000E+01,5.829100E+04,2.323800E+04,3.338800E+04,6.359900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
