一括変更
                  モジュール名,    デバイス,             現在値,          表示形式,コメント
ｸﾞﾛｰﾊﾞﾙ,DM11763,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11764,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11765,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11766,63583,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11767,16028,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11768,49998,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11769,18416,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11770,55265,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11771,16036,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11772,29721,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11773,18420,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11774,14855,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11775,16034,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11776,25771,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11777,18418,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11778,30140,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11779,16039,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11780,33672,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11781,18422,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11782,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11783,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11784,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11785,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11786,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11787,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11788,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11789,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11790,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11791,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11792,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11793,16512,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11794,55050,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11795,15395,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11796,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11797,16576,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11798,52429,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11799,15820,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11800,0,10進数16BIT,TP 補正最大値[±%] L
ｸﾞﾛｰﾊﾞﾙ,DM11801,16512,10進数16BIT,TP 補正最大値[±%] H
ｸﾞﾛｰﾊﾞﾙ,DM11802,55050,10進数16BIT,TP 補正ｹﾞｲﾝ L
ｸﾞﾛｰﾊﾞﾙ,DM11803,15395,10進数16BIT,TP 補正ｹﾞｲﾝ H
ｸﾞﾛｰﾊﾞﾙ,DM11804,0,10進数16BIT,TP 補正量 傾きｹﾞｲﾝ L
ｸﾞﾛｰﾊﾞﾙ,DM11805,16512,10進数16BIT,TP 補正量 傾きｹﾞｲﾝ H
ｸﾞﾛｰﾊﾞﾙ,DM11806,39322,10進数16BIT,TP 補正量 距離ｹﾞｲﾝ L
ｸﾞﾛｰﾊﾞﾙ,DM11807,16025,10進数16BIT,TP 補正量 距離ｹﾞｲﾝ H
ｸﾞﾛｰﾊﾞﾙ,DM11808,3,10進数16BIT,TP 車体近似 最低ﾃﾞｰﾀ数
ｸﾞﾛｰﾊﾞﾙ,DM11809,20,10進数16BIT,TP 車体近似 使用ﾃﾞｰﾀ数(直近)
ｸﾞﾛｰﾊﾞﾙ,DM11810,20,10進数16BIT,TP ﾌﾞﾛｯｺﾘｰ近似 最低ﾃﾞｰﾀ数
ｸﾞﾛｰﾊﾞﾙ,DM11811,40,10進数16BIT,TP ﾌﾞﾛｯｺﾘｰ近似 使用ﾃﾞｰﾀ数(直近)
ｸﾞﾛｰﾊﾞﾙ,DM11812,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11813,17228,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11814,49152,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11815,17546,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11816,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11817,50085,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11818,49152,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11819,17546,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11820,1000,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11821,17317,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11822,0,10進数16BIT,TP 傾き重み 最大値 L
ｸﾞﾛｰﾊﾞﾙ,DM11823,16968,10進数16BIT,TP 傾き重み 最大値 H
ｸﾞﾛｰﾊﾞﾙ,DM11824,0,10進数16BIT,TP 傾き重み 増幅値 L
ｸﾞﾛｰﾊﾞﾙ,DM11825,16256,10進数16BIT,TP 傾き重み 増幅値 H
ｸﾞﾛｰﾊﾞﾙ,DM11826,0,10進数16BIT,TP 傾き重み 有効範囲 上限値 L
ｸﾞﾛｰﾊﾞﾙ,DM11827,16968,10進数16BIT,TP 傾き重み 有効範囲 上限値 H
ｸﾞﾛｰﾊﾞﾙ,DM11828,0,10進数16BIT,TP 距離重み 最大値 L
ｸﾞﾛｰﾊﾞﾙ,DM11829,17096,10進数16BIT,TP 距離重み 最大値 H
ｸﾞﾛｰﾊﾞﾙ,DM11830,0,10進数16BIT,TP 距離重み 増幅値 L
ｸﾞﾛｰﾊﾞﾙ,DM11831,16384,10進数16BIT,TP 距離重み 増幅値 H
ｸﾞﾛｰﾊﾞﾙ,DM11832,0,10進数16BIT,TP 距離重み 有効範囲 下限値 L
ｸﾞﾛｰﾊﾞﾙ,DM11833,17302,10進数16BIT,TP 距離重み 有効範囲 下限値 H
ｸﾞﾛｰﾊﾞﾙ,DM11834,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11835,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11836,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11837,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11838,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11839,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11840,11800,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11841,33024,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11842,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11843,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11844,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11845,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11846,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11847,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11848,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11849,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11850,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11851,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11852,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11853,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11854,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11855,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11856,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11857,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11858,11860,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11859,33024,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11860,1500,10進数16BIT,TP RealSense 取付高さ[mm]
ｸﾞﾛｰﾊﾞﾙ,DM11861,122,10進数16BIT,TP RealSense 計測速度 基準値 [0.01mm/s]
ｸﾞﾛｰﾊﾞﾙ,DM11862,400,10進数16BIT,TP RealSense 計測速度 下限値 [0.01mm/s]
ｸﾞﾛｰﾊﾞﾙ,DM11863,400,10進数16BIT,TP RealSense 計測速度 上限値 [0.01mm/s]
ｸﾞﾛｰﾊﾞﾙ,DM11864,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11865,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11866,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11867,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11868,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11869,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11870,38679,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11871,14883,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11872,197,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11873,49661,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11874,34032,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11875,48626,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11876,17554,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11877,17004,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11878,4940,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11879,15861,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11880,0,10進数16BIT,画像速度[0.01mm/s] L 前ｽｷｬﾝ
ｸﾞﾛｰﾊﾞﾙ,DM11881,0,10進数16BIT,画像速度[0.01mm/s] H 前ｽｷｬﾝ
ｸﾞﾛｰﾊﾞﾙ,DM11882,0,10進数16BIT,画像速度 [rpm] L
ｸﾞﾛｰﾊﾞﾙ,DM11883,0,10進数16BIT,画像速度 [rpm] H
ｸﾞﾛｰﾊﾞﾙ,DM11884,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11885,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11886,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11887,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11888,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11889,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11890,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11891,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11892,65063,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11893,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11894,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11895,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11896,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11897,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11898,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11899,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11900,52296,10進数16BIT,車体位置x [mm] LL
ｸﾞﾛｰﾊﾞﾙ,DM11901,63168,10進数16BIT,車体位置x [mm] LH
ｸﾞﾛｰﾊﾞﾙ,DM11902,7460,10進数16BIT,車体位置x [mm] HL
ｸﾞﾛｰﾊﾞﾙ,DM11903,49406,10進数16BIT,車体位置x [mm] HH
ｸﾞﾛｰﾊﾞﾙ,DM11904,42978,10進数16BIT,車体位置y [mm] LL
ｸﾞﾛｰﾊﾞﾙ,DM11905,61442,10進数16BIT,車体位置y [mm] LH
ｸﾞﾛｰﾊﾞﾙ,DM11906,60125,10進数16BIT,車体位置y [mm] HL
ｸﾞﾛｰﾊﾞﾙ,DM11907,16626,10進数16BIT,車体位置y [mm] HH
ｸﾞﾛｰﾊﾞﾙ,DM11908,1252,10進数16BIT,車体角度 [deg] L
ｸﾞﾛｰﾊﾞﾙ,DM11909,16798,10進数16BIT,車体角度 [deg] H
ｸﾞﾛｰﾊﾞﾙ,DM11910,23628,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11911,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11912,50934,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11913,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11914,64587,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11915,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11916,64966,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11917,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11918,31402,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11919,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11920,38228,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11921,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11922,0,10進数16BIT,ｴﾗｰｺｰﾄﾞ L
ｸﾞﾛｰﾊﾞﾙ,DM11923,0,10進数16BIT,ｴﾗｰｺｰﾄﾞ H
ｸﾞﾛｰﾊﾞﾙ,DM11924,0,10進数16BIT,補正値R L
ｸﾞﾛｰﾊﾞﾙ,DM11925,16544,10進数16BIT,補正値R H
ｸﾞﾛｰﾊﾞﾙ,DM11926,58708,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11927,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11928,0,10進数16BIT,補正値L L
ｸﾞﾛｰﾊﾞﾙ,DM11929,49216,10進数16BIT,補正値L H
ｸﾞﾛｰﾊﾞﾙ,DM11930,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11931,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11932,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11933,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11934,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11935,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11936,51673,10進数16BIT,車体位置x (ﾓﾆﾀ用) [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM11937,65347,10進数16BIT,車体位置x (ﾓﾆﾀ用) [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM11938,15339,10進数16BIT,車体位置y (ﾓﾆﾀ用) [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM11939,118,10進数16BIT,車体位置y (ﾓﾆﾀ用) [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM11940,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11941,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11942,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11943,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11944,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11945,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11946,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11947,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11948,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11949,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11950,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11951,16384,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11952,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11953,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11954,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11955,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11956,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11957,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11958,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11959,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11960,62890,10進数16BIT,ﾊﾞｯﾌｧ出力 車体速度 [mm/s] L
ｸﾞﾛｰﾊﾞﾙ,DM11961,17140,10進数16BIT,ﾊﾞｯﾌｧ出力 車体速度 [mm/s] H
ｸﾞﾛｰﾊﾞﾙ,DM11962,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11963,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11964,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11965,0,10進数16BIT,ﾊﾞｯﾌｧ出力 (予約)
ｸﾞﾛｰﾊﾞﾙ,DM11966,63185,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11967,16041,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11968,20487,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11969,18407,10進数16BIT,ﾊﾞｯﾌｧ出力 車体進行関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11970,55265,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11971,16036,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11972,29721,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11973,18420,10進数16BIT,ﾊﾞｯﾌｧ出力 合成関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11974,14855,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11975,16034,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11976,25771,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11977,18418,10進数16BIT,ﾊﾞｯﾌｧ出力 R列関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11978,30140,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx a L
ｸﾞﾛｰﾊﾞﾙ,DM11979,16039,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx a H
ｸﾞﾛｰﾊﾞﾙ,DM11980,33672,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx b L
ｸﾞﾛｰﾊﾞﾙ,DM11981,18422,10進数16BIT,ﾊﾞｯﾌｧ出力 L列関数fx b H
ｸﾞﾛｰﾊﾞﾙ,DM11982,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11983,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11984,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11985,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11986,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11987,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11988,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11989,17224,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11990,15,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11991,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11992,18248,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11993,12317,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11994,18248,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11995,12317,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11996,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11997,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11998,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM11999,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12000,50176,10進数16BIT,TP ﾓﾆﾀ表示
ｸﾞﾛｰﾊﾞﾙ,DM12001,16931,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12002,19974,10進数16BIT,TP ﾓﾆﾀ表示中
ｸﾞﾛｰﾊﾞﾙ,DM12003,48641,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12004,44368,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12005,14631,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12006,40959,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12007,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12008,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12009,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12010,17476,10進数16BIT,TP ﾓﾆﾀﾀﾌﾞ ﾎﾞﾀﾝ1
ｸﾞﾛｰﾊﾞﾙ,DM12011,1100,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12012,20272,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12013,47988,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12014,10189,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12015,46945,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12016,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12017,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12018,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12019,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12020,61568,10進数16BIT,TP ﾓﾆﾀ制御 ﾀﾎﾞﾝ1
ｸﾞﾛｰﾊﾞﾙ,DM12021,136,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12022,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12023,0,10進数16BIT,TP ﾓﾆﾀ制御 ﾀﾎﾞﾝ4
ｸﾞﾛｰﾊﾞﾙ,DM12024,32896,10進数16BIT,TP ﾓﾆﾀ制御 ﾀﾎﾞﾝ5
ｸﾞﾛｰﾊﾞﾙ,DM12025,17536,10進数16BIT,TP ﾓﾆﾀ制御 ﾀﾎﾞﾝ6
ｸﾞﾛｰﾊﾞﾙ,DM12026,128,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12027,16384,10進数16BIT,TP ﾓﾆﾀ制御 ﾀﾎﾞﾝ8
ｸﾞﾛｰﾊﾞﾙ,DM12028,4321,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12029,49540,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12030,49152,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12031,17546,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12032,65500,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12033,50084,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12034,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12035,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12036,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12037,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12038,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12039,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12040,52431,10進数16BIT,TP ﾓﾆﾀ制御 内容
ｸﾞﾛｰﾊﾞﾙ,DM12041,16204,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12042,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12043,16128,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12044,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12045,16320,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12046,40959,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12047,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12048,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12049,40959,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12050,20272,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12051,47988,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12052,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12053,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12054,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12055,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12056,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12057,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12058,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12059,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12060,0,10進数16BIT,TP 追加ﾌﾞﾛ 座標x L
ｸﾞﾛｰﾊﾞﾙ,DM12061,0,10進数16BIT,TP 追加ﾌﾞﾛ 座標x H
ｸﾞﾛｰﾊﾞﾙ,DM12062,0,10進数16BIT,TP 追加ﾌﾞﾛ 座標y L
ｸﾞﾛｰﾊﾞﾙ,DM12063,0,10進数16BIT,TP 追加ﾌﾞﾛ 座標y H
ｸﾞﾛｰﾊﾞﾙ,DM12064,12000,10進数16BIT,画像速度 基準速度 指定値保持 [0.01mm/s]
