一括変更
                  モジュール名,    デバイス,             現在値,          表示形式,コメント
ｸﾞﾛｰﾊﾞﾙ,DM12372,6303,10進数16BIT,ｶﾒﾗL現在位置y [mm] L
ｸﾞﾛｰﾊﾞﾙ,DM12373,18225,10進数16BIT,ｶﾒﾗL現在位置y [mm] H
ｸﾞﾛｰﾊﾞﾙ,DM12374,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12375,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12376,15260,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12377,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12378,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12379,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12380,40,10進数16BIT,車体軌跡1 要素数
ｸﾞﾛｰﾊﾞﾙ,DM12381,4,10進数16BIT,車体軌跡1 要素ｻｲｽﾞ
ｸﾞﾛｰﾊﾞﾙ,DM12382,40,10進数16BIT,車体軌跡1 表示ｶｳﾝﾄ 最大値
ｸﾞﾛｰﾊﾞﾙ,DM12383,40,10進数16BIT,車体軌跡1 表示ｶｳﾝﾄ
ｸﾞﾛｰﾊﾞﾙ,DM12384,18233,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12385,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12386,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12387,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12388,19722,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12389,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12390,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12391,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12392,21212,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12393,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12394,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12395,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12396,22695,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12397,32767,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12398,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12399,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12400,819,10進数16BIT,TP 車体軌跡1 位置x
ｸﾞﾛｰﾊﾞﾙ,DM12401,57057,10進数16BIT,TP 車体軌跡1 位置y
ｸﾞﾛｰﾊﾞﾙ,DM12402,1,10進数16BIT,TP 車体軌跡1 表示
ｸﾞﾛｰﾊﾞﾙ,DM12403,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12404,2457,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12405,55382,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12406,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12407,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12408,4095,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12409,53707,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12410,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12411,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12412,5734,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12413,52031,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12414,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12415,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12416,7372,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12417,50356,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12418,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12419,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12420,9011,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12421,48681,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12422,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12423,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12424,10649,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12425,47006,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12426,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12427,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12428,12287,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12429,45331,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12430,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12431,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12432,13926,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12433,43656,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12434,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12435,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12436,15564,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12437,41980,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12438,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12439,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12440,17202,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12441,40305,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12442,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12443,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12444,18841,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12445,38630,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12446,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12447,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12448,20479,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12449,36955,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12450,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12451,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12452,22118,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12453,35280,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12454,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12455,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12456,23756,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12457,33605,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12458,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12459,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12460,25394,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12461,31929,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12462,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12463,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12464,27033,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12465,30254,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12466,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12467,17352,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12468,28671,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12469,28579,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12470,61567,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12471,58581,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12472,30309,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12473,26904,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12474,20203,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12475,42667,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12476,31948,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12477,25229,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12478,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12479,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12480,33586,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12481,23554,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12482,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12483,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12484,35225,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12485,21878,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12486,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12487,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12488,36863,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12489,20203,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12490,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12491,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12492,38501,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12493,18528,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12494,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12495,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12496,40140,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12497,16853,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12498,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12499,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12500,41778,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12501,15178,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12502,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12503,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12504,43416,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12505,13503,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12506,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12507,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12508,45055,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12509,11827,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12510,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12511,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12512,46693,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12513,10152,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12514,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12515,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12516,48332,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12517,8477,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12518,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12519,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12520,49970,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12521,6802,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12522,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12523,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12524,51608,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12525,5127,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12526,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12527,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12528,53247,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12529,3452,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12530,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12531,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12532,54885,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12533,1776,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12534,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12535,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12536,56523,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12537,101,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12538,1,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12539,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12540,58162,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12541,5118,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12542,40,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12543,20,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12544,59800,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12545,3770,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12546,2,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12547,17480,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12548,61439,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12549,2421,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12550,35306,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12551,47472,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12552,63077,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12553,1072,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12554,53854,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12555,59665,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12556,64715,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12557,7750,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12558,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12559,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12560,12160,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12561,29721,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12562,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12563,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12564,12196,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12565,29728,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12566,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12567,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12568,12092,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12569,29831,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12570,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12571,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12572,6834,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12573,29233,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12574,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12575,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12576,6835,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12577,29258,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12578,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12579,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12580,40,10進数16BIT,ﾌﾞﾛｯｺ位置 要素数
ｸﾞﾛｰﾊﾞﾙ,DM12581,4,10進数16BIT,ﾌﾞﾛｯｺ位置 要素ｻｲｽﾞ
ｸﾞﾛｰﾊﾞﾙ,DM12582,40,10進数16BIT,ﾌﾞﾛｯｺ位置 表示ｶｳﾝﾄ 最大値
ｸﾞﾛｰﾊﾞﾙ,DM12583,20,10進数16BIT,ﾌﾞﾛｯｺ位置 表示ｶｳﾝﾄ
ｸﾞﾛｰﾊﾞﾙ,DM12584,6710,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12585,29230,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12586,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12587,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12588,6718,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12589,29228,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12590,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12591,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12592,6720,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12593,29225,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12594,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12595,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12596,6617,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12597,29204,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12598,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12599,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12600,41660,10進数16BIT,TP ﾌﾞﾛｯｺ位置1 位置x
ｸﾞﾛｰﾊﾞﾙ,DM12601,3287,10進数16BIT,TP ﾌﾞﾛｯｺ位置1 位置y
ｸﾞﾛｰﾊﾞﾙ,DM12602,0,10進数16BIT,TP ﾌﾞﾛｯｺ位置1 表示
ｸﾞﾛｰﾊﾞﾙ,DM12603,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12604,41644,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12605,3403,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12606,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12607,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12608,41731,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12609,3469,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12610,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12611,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12612,41758,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12613,3598,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12614,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12615,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12616,41804,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12617,3583,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12618,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12619,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12620,41741,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12621,3520,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12622,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12623,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12624,53148,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12625,9644,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12626,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12627,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12628,53049,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12629,9644,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12630,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12631,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12632,50079,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12633,9044,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12634,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12635,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12636,50652,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12637,10003,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12638,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12639,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12640,50552,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12641,10003,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12642,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12643,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12644,47583,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12645,9403,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12646,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12647,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12648,42798,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12649,10091,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12650,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12651,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12652,45476,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12653,10482,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12654,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12655,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12656,43162,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12657,11080,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12658,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12659,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12660,43063,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12661,11080,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12662,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12663,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12664,40093,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12665,10480,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12666,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12667,17352,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12668,39885,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12669,10509,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12670,61566,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12671,58581,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12672,35307,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12673,11168,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12674,11578,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12675,7091,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12676,32602,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12677,11556,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12678,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12679,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12680,36484,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12681,24192,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12682,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12683,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12684,36464,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12685,24193,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12686,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12687,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12688,36726,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12689,27404,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12690,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12691,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12692,36721,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12693,27393,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12694,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12695,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12696,65321,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12697,14597,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12698,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12699,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12700,65346,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12701,14619,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12702,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12703,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12704,62284,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12705,15038,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12706,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12707,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12708,62199,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12709,15046,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12710,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12711,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12712,62224,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12713,15068,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12714,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12715,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12716,60118,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12717,15345,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12718,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12719,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12720,60143,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12721,15367,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12722,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12723,0,10進数16BIT,
ｸﾞﾛｰﾊﾞﾙ,DM12724,59994,10進数16BIT,
