"採用 左"
"DATA No","DATE","TIME","採用情報 左 撮像回数","採用情報 左 株番号","採用情報 左 撮像数","採用情報 左 処理時間[s]","採用情報 左 判定値","採用情報 左 スコア","採用情報 左 サイズＸ[mm]","採用情報 左 サイズＹ[mm]","採用情報 左 縦横比","採用情報 左 中心Ｘ[mm]","採用情報 左 中心Ｙ[mm]","採用情報 左 分解能","採用情報 左 積算位置[mm]","採用情報 左 車体昇降[mm]","採用情報 左 外葉押え[mm]","採用情報 左 スコア閾値","採用情報 左 サイズ閾値(小)[mm]","採用情報 左 サイズ閾値(大)[mm]","採用情報 左 縦横比閾値"
14,2025/12/17,13:32:26,186,16,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
15,2025/12/17,13:32:28,186,17,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
16,2025/12/17,13:32:31,186,18,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
17,2025/12/17,13:32:33,186,19,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
18,2025/12/17,13:32:36,186,20,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
19,2025/12/17,13:32:38,186,21,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
20,2025/12/17,13:32:41,186,22,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
21,2025/12/17,13:32:43,186,23,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
22,2025/12/17,13:32:46,186,24,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
23,2025/12/17,13:32:48,186,25,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
24,2025/12/17,13:32:51,186,26,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
25,2025/12/17,13:32:53,186,27,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,13:32:56,186,28,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,13:32:58,186,29,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,13:33:01,186,30,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,13:33:03,186,31,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,13:33:06,186,32,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,13:33:08,186,33,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,13:33:11,186,34,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,13:33:13,186,35,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,13:33:16,186,36,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,13:33:18,186,37,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,13:33:21,186,38,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,13:33:23,186,39,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,13:33:26,186,40,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,13:33:28,186,41,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,13:33:31,186,42,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,13:33:33,186,43,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,13:33:36,186,44,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,13:33:38,186,45,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,13:33:41,186,46,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,13:33:43,186,47,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,13:33:46,186,48,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,13:33:48,186,49,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,13:33:51,186,50,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,13:33:53,186,51,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,13:33:56,186,52,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,13:33:58,186,53,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,13:34:01,186,54,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,13:34:03,186,55,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,13:34:06,186,56,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,13:34:08,186,57,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,13:34:11,186,58,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,13:34:13,186,59,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,13:34:16,186,60,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,13:34:18,186,61,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,13:34:21,186,62,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,13:34:23,186,63,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,13:34:26,186,64,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,13:34:28,186,65,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,13:34:31,186,66,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,13:34:33,186,67,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,13:34:36,186,68,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,13:34:38,186,69,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,13:34:41,186,70,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,13:34:43,186,71,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,13:34:46,186,72,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,13:34:48,186,73,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,13:34:51,186,74,4,1.070000E+02,0,977,1.889700E+04,1.168500E+04,1.600000E+01,6.239800E+04,6.256500E+04,3.338800E+04,6.243300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
