"採用 左"
"DATA No","DATE","TIME","採用情報 左 撮像回数","採用情報 左 株番号","採用情報 左 撮像数","採用情報 左 処理時間[s]","採用情報 左 判定値","採用情報 左 スコア","採用情報 左 サイズＸ[mm]","採用情報 左 サイズＹ[mm]","採用情報 左 縦横比","採用情報 左 中心Ｘ[mm]","採用情報 左 中心Ｙ[mm]","採用情報 左 分解能","採用情報 左 積算位置[mm]","採用情報 左 車体昇降[mm]","採用情報 左 外葉押え[mm]","採用情報 左 スコア閾値","採用情報 左 サイズ閾値(小)[mm]","採用情報 左 サイズ閾値(大)[mm]","採用情報 左 縦横比閾値"
10,2025/12/17,11:41:23,1284,12,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.796900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
11,2025/12/17,11:41:26,1292,13,8,1.080000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.581600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
12,2025/12/17,11:41:28,1299,14,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.279300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
13,2025/12/17,11:41:31,1306,15,7,1.180000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.090000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
14,2025/12/17,11:41:33,1313,16,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.691800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
15,2025/12/17,11:41:36,1320,17,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.370000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
16,2025/12/17,11:41:38,1327,18,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.218700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
17,2025/12/17,11:41:41,1334,19,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.202000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
18,2025/12/17,11:41:43,1341,20,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.642300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
19,2025/12/17,11:41:46,1348,21,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.636400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
20,2025/12/17,11:41:48,1355,22,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.097300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
21,2025/12/17,11:41:51,1362,23,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.088800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
22,2025/12/17,11:41:53,1369,24,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.532900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
23,2025/12/17,11:41:56,1376,25,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,2.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.535300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
24,2025/12/17,11:41:58,1383,26,7,1.010000E+02,1,985,1.245300E+04,1.175200E+04,1.000000E+01,3.605000E+03,1.575900E+04,3.338800E+04,2.543000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
25,2025/12/17,11:42:01,1391,27,8,1.020000E+02,3,997,1.418900E+04,1.245300E+04,1.100000E+01,4.106000E+03,5.181400E+04,3.338800E+04,2.795400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,11:42:03,1393,28,2,1.060000E+02,3,784,1.445700E+04,1.061700E+04,1.300000E+01,4.307000E+03,4.466900E+04,3.338800E+04,2.851500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,11:42:06,1406,29,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.392000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,11:42:08,1413,30,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.395500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,11:42:11,1420,31,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.836000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,11:42:13,1427,32,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.837400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:42:16,1434,33,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.271600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:42:18,1441,34,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.264800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:42:21,1448,35,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.816500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,11:42:23,1455,36,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.822500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,11:42:26,1462,37,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.276000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,11:42:28,1469,38,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.273600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,11:42:31,1476,39,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.067000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,11:42:33,1483,40,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.708000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,11:42:36,1490,41,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.402000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,11:42:38,1497,42,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.124400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,11:42:41,1504,43,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.119700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,11:42:43,1511,44,7,1.040000E+02,1,1000,1.151800E+04,1.065000E+04,1.000000E+01,8.010000E+02,1.382200E+04,3.338800E+04,3.930300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,11:42:46,1519,45,8,1.130000E+02,3,998,9.715000E+03,1.298700E+04,1.300000E+01,1.068000E+03,4.847500E+04,3.338800E+04,4.043400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,11:42:48,1523,46,4,1.010000E+02,3,875,1.191900E+04,7.378000E+03,1.600000E+01,2.103000E+03,3.689000E+04,3.338800E+04,4.424500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,11:42:51,1533,47,6,1.140000E+02,1,994,1.148500E+04,1.215300E+04,1.000000E+01,4.874000E+03,9.248000E+03,3.338800E+04,5.510100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,11:42:53,1541,48,8,1.070000E+02,3,538,1.569200E+04,8.079000E+03,1.900000E+01,5.308000E+03,3.909300E+04,3.338800E+04,5.633400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:42:56,1548,49,7,1.020000E+02,9,985,1.178500E+04,1.449000E+04,1.200000E+01,6.000000E+02,2.093400E+04,3.338800E+04,6.512600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:42:58,1549,50,1,1.030000E+02,1,999,1.512400E+04,1.392200E+04,1.000000E+01,5.670000E+02,1.545800E+04,3.338800E+04,8.690000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:43:01,1556,51,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.930400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:43:03,1563,52,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.673000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,11:43:06,1570,53,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.361500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,11:43:08,1575,54,5,1.060000E+02,4,577,1.161900E+04,8.280000E+03,1.400000E+01,5.682200E+04,1.575900E+04,3.338800E+04,6.143000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,11:43:11,1584,55,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.806600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,11:43:13,1586,56,2,9.600000E+01,1,999,1.412300E+04,1.479000E+04,1.000000E+01,6.326600E+04,1.165200E+04,3.338800E+04,5.034600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,11:43:16,1590,57,4,1.280000E+02,3,525,1.135100E+04,1.178500E+04,1.000000E+01,6.500200E+04,4.176400E+04,3.338800E+04,5.208600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,11:43:18,1600,58,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.267200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,11:43:21,1607,59,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.691900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,11:43:23,1614,60,7,1.150000E+02,5,901,1.592600E+04,1.065000E+04,1.400000E+01,4.206000E+03,2.550800E+04,3.338800E+04,6.725000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,11:43:26,1616,61,2,1.020000E+02,1,998,1.338800E+04,1.392200E+04,1.000000E+01,4.741000E+03,1.545800E+04,3.338800E+04,7.199000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,11:43:28,1624,62,8,1.060000E+02,3,763,1.318800E+04,3.539000E+03,3.700000E+01,3.973000E+03,3.532000E+04,3.338800E+04,1.431000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,11:43:31,1631,63,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,3.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.006000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,11:43:33,1638,64,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,3.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.593400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,11:43:36,1645,65,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,3.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.960000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,11:43:38,1652,66,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,3.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.027500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,11:43:41,1659,67,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,3.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.028800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,11:43:43,1666,68,7,9.900000E+01,4,788,5.575000E+03,4.974000E+03,1.100000E+01,6.016100E+04,1.295400E+04,3.338800E+04,3.770500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,11:43:46,1671,69,5,1.150000E+02,6,821,5.175000E+03,4.173000E+03,1.200000E+01,6.029500E+04,5.698900E+04,3.338800E+04,3.834700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,11:43:48,1677,70,4,1.080000E+02,1,1000,1.385600E+04,1.208600E+04,1.100000E+01,6.129600E+04,1.572500E+04,3.338800E+04,2.315800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,11:43:51,1685,71,8,9.700000E+01,3,995,1.328800E+04,1.148500E+04,1.100000E+01,6.236500E+04,3.922700E+04,3.338800E+04,2.602600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,11:43:53,1687,72,2,1.070000E+02,3,720,9.382000E+03,5.208000E+03,1.800000E+01,6.203100E+04,3.632200E+04,3.338800E+04,3.081400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,11:43:56,1699,73,7,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.356100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,11:43:58,1706,74,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.157000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,11:44:01,1713,75,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.808400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,11:44:03,1720,76,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.596000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,11:44:06,1727,77,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.254800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,11:44:08,1735,78,8,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.800000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.680000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,11:44:11,1742,79,7,1.120000E+02,5,875,1.272000E+04,9.649000E+03,1.300000E+01,5.865900E+04,1.155200E+04,3.338800E+04,3.844500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,11:44:13,1743,80,1,1.050000E+02,6,964,1.075000E+04,8.413000E+03,1.200000E+01,5.865900E+04,6.009000E+03,3.338800E+04,3.977800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,11:44:16,1752,81,3,1.060000E+02,4,482,7.044000E+03,4.640000E+03,1.500000E+01,6.006100E+04,3.628900E+04,3.338800E+04,4.206800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,11:44:18,1763,82,7,1.150000E+02,4,463,1.178500E+04,8.013000E+03,1.400000E+01,6.877000E+03,4.229800E+04,3.338800E+04,2.888600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,11:44:21,1770,83,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.644500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,11:44:23,1777,84,7,9.900000E+01,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.600000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,11:44:26,1784,85,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.029500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,11:44:28,1791,86,7,1.170000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.028400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,11:44:31,1798,87,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.845000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,11:44:33,1805,88,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.459300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,11:44:36,1812,89,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.549300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,11:44:38,1819,90,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.994400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,11:44:41,1826,91,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.977700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,11:44:43,1833,92,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.420500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,11:44:46,1840,93,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.408600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,11:44:48,1847,94,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.833200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,11:44:51,1854,95,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.828400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
