"採用 右"
"DATA No","DATE","TIME","採用情報 右 撮像回数","採用情報 右 株番号","採用情報 右 撮像数","採用情報 右 処理時間[s]","採用情報 右 判定値","採用情報 右 スコア","採用情報 右 サイズＸ[mm]","採用情報 右 サイズＹ[mm]","採用情報 右 縦横比","採用情報 右 中心Ｘ[mm]","採用情報 右 中心Ｙ[mm]","採用情報 右 分解能","採用情報 右 積算位置[mm]","採用情報 右 車体昇降[mm]","採用情報 右 外葉押え[mm]","採用情報 右 スコア閾値","採用情報 右 サイズ閾値(小)[mm]","採用情報 右 サイズ閾値(大)[mm]","採用情報 右 縦横比閾値"
13,2025/12/17,11:48:50,1908,15,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.615000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
14,2025/12/17,11:48:53,1915,16,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.768900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
15,2025/12/17,11:48:55,1922,17,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.949000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
16,2025/12/17,11:48:58,1929,18,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.191400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
17,2025/12/17,11:49:00,1936,19,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.154200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
18,2025/12/17,11:49:03,1943,20,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.569400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
19,2025/12/17,11:49:05,1950,21,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.651900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
20,2025/12/17,11:49:08,1957,22,7,1.160000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.114000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
21,2025/12/17,11:49:10,1964,23,7,1.170000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.077900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
22,2025/12/17,11:49:13,1971,24,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.510000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
23,2025/12/17,11:49:15,1978,25,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.494500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
24,2025/12/17,11:49:18,1985,26,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,9.386000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
25,2025/12/17,11:49:20,1992,27,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.921600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,11:49:23,1999,28,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.220000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,11:49:25,2006,29,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.411200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
28,2025/12/17,11:49:28,2013,30,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.407800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,11:49:30,2020,31,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.838800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,11:49:33,2027,32,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.820500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:49:35,2034,33,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.340000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:49:38,2041,34,7,9.600000E+01,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.338800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:49:40,2048,35,7,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.744200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
