"採用 右"
"DATA No","DATE","TIME","採用情報 右 撮像回数","採用情報 右 株番号","採用情報 右 撮像数","採用情報 右 処理時間[s]","採用情報 右 判定値","採用情報 右 スコア","採用情報 右 サイズＸ[mm]","採用情報 右 サイズＹ[mm]","採用情報 右 縦横比","採用情報 右 中心Ｘ[mm]","採用情報 右 中心Ｙ[mm]","採用情報 右 分解能","採用情報 右 積算位置[mm]","採用情報 右 車体昇降[mm]","採用情報 右 外葉押え[mm]","採用情報 右 スコア閾値","採用情報 右 サイズ閾値(小)[mm]","採用情報 右 サイズ閾値(大)[mm]","採用情報 右 縦横比閾値"
0,2025/12/17,11:53:34,2058,2,5,1.330000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.220300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
1,2025/12/17,11:53:36,2066,3,8,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.289600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
2,2025/12/17,11:53:39,2074,4,8,1.030000E+02,6,996,7.712000E+03,7.044000E+03,1.000000E+01,6.537000E+04,6.366700E+04,3.338800E+04,6.175000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
3,2025/12/17,11:53:41,2078,5,4,1.010000E+02,6,858,7.712000E+03,9.882000E+03,1.200000E+01,2.330000E+02,5.107900E+04,3.338800E+04,8.803000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
4,2025/12/17,11:53:44,2088,6,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.469500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
5,2025/12/17,11:53:46,2095,7,7,1.160000E+02,6,999,7.011000E+03,8.513000E+03,1.200000E+01,6.303200E+04,1.545800E+04,3.338800E+04,4.436800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
6,2025/12/17,11:53:49,2102,8,7,1.130000E+02,6,998,7.612000E+03,8.981000E+03,1.100000E+01,6.423400E+04,5.418500E+04,3.338800E+04,4.839900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
7,2025/12/17,11:53:51,2106,9,4,1.010000E+02,6,988,9.148000E+03,8.313000E+03,1.100000E+01,6.446800E+04,3.859200E+04,3.338800E+04,5.125200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
8,2025/12/17,11:53:54,2115,10,6,1.020000E+02,6,994,8.547000E+03,8.413000E+03,1.000000E+01,6.153000E+04,4.540000E+03,3.338800E+04,5.462600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
9,2025/12/17,11:53:56,2123,11,7,1.090000E+02,6,942,9.281000E+03,9.148000E+03,1.000000E+01,6.303200E+04,3.949400E+04,3.338800E+04,5.780800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
10,2025/12/17,11:53:59,2124,12,1,1.070000E+02,6,809,5.475000E+03,4.340000E+03,1.200000E+01,6.299900E+04,3.642200E+04,3.338800E+04,6.162300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
11,2025/12/17,11:54:01,2137,13,7,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.244300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
12,2025/12/17,11:54:04,2145,14,8,1.110000E+02,4,422,5.408000E+03,9.649000E+03,1.700000E+01,5.739000E+04,1.362200E+04,3.338800E+04,5.940300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
13,2025/12/17,11:54:06,2151,15,6,1.110000E+02,6,917,8.380000E+03,7.512000E+03,1.100000E+01,5.759000E+04,5.942600E+04,3.338800E+04,6.281500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
14,2025/12/17,11:54:09,2157,16,5,1.110000E+02,6,900,8.347000E+03,7.478000E+03,1.100000E+01,5.869200E+04,3.885900E+04,3.338800E+04,2.528000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
15,2025/12/17,11:54:11,2166,17,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.877000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
16,2025/12/17,11:54:14,2173,18,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.182800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
17,2025/12/17,11:54:16,2180,19,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.176900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
18,2025/12/17,11:54:19,2187,20,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.700000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.608900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
19,2025/12/17,11:54:21,2192,21,5,1.050000E+02,6,922,5.041000E+03,6.443000E+03,1.200000E+01,6.006100E+04,1.111800E+04,3.338800E+04,5.804900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
20,2025/12/17,11:54:24,2196,22,1,1.100000E+02,4,305,5.408000E+03,4.874000E+03,1.100000E+01,6.012800E+04,6.426800E+04,3.338800E+04,6.095200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
21,2025/12/17,11:54:26,2210,23,7,1.020000E+02,6,820,8.614000E+03,9.081000E+03,1.000000E+01,6.153000E+04,1.041700E+04,3.338800E+04,6.083600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
22,2025/12/17,11:54:29,2216,24,6,1.090000E+02,6,915,8.046000E+03,8.113000E+03,1.000000E+01,6.159700E+04,5.375100E+04,3.338800E+04,6.467600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
23,2025/12/17,11:54:31,2224,25,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.543500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
24,2025/12/17,11:54:34,2231,26,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,9.313000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
25,2025/12/17,11:54:36,2238,27,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.919400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
26,2025/12/17,11:54:39,2243,28,5,1.140000E+02,6,949,7.612000E+03,7.946000E+03,1.000000E+01,6.336600E+04,4.540000E+03,3.338800E+04,1.284000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
27,2025/12/17,11:54:41,2252,29,7,1.090000E+02,6,946,6.911000E+03,7.211000E+03,1.000000E+01,8.340000E+02,4.670000E+02,3.338800E+04,3.455400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
