"採用 右"
"DATA No","DATE","TIME","採用情報 右 撮像回数","採用情報 右 株番号","採用情報 右 撮像数","採用情報 右 処理時間[s]","採用情報 右 判定値","採用情報 右 スコア","採用情報 右 サイズＸ[mm]","採用情報 右 サイズＹ[mm]","採用情報 右 縦横比","採用情報 右 中心Ｘ[mm]","採用情報 右 中心Ｙ[mm]","採用情報 右 分解能","採用情報 右 積算位置[mm]","採用情報 右 車体昇降[mm]","採用情報 右 外葉押え[mm]","採用情報 右 スコア閾値","採用情報 右 サイズ閾値(小)[mm]","採用情報 右 サイズ閾値(大)[mm]","採用情報 右 縦横比閾値"
28,2025/12/17,11:54:44,2254,30,2,1.060000E+02,6,959,7.946000E+03,6.677000E+03,1.100000E+01,5.670000E+02,5.605400E+04,3.338800E+04,3.516400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
29,2025/12/17,11:54:46,2266,31,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.847900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
30,2025/12/17,11:54:49,2273,32,7,1.080000E+02,4,304,5.609000E+03,5.275000E+03,1.000000E+01,2.036000E+03,5.658900E+04,3.338800E+04,4.942500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
31,2025/12/17,11:54:51,2281,33,8,1.120000E+02,1,1000,1.118400E+04,9.482000E+03,1.100000E+01,6.490200E+04,1.292100E+04,3.338800E+04,3.914300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
32,2025/12/17,11:54:54,2285,34,4,1.120000E+02,1,999,1.115100E+04,9.949000E+03,1.100000E+01,6.460200E+04,3.300000E+01,3.338800E+04,4.164800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
33,2025/12/17,11:54:56,2289,35,4,1.190000E+02,9,999,1.168500E+04,1.131800E+04,1.000000E+01,6.476900E+04,4.046200E+04,3.338800E+04,4.565500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
34,2025/12/17,11:54:59,2300,36,7,1.210000E+02,6,953,9.181000E+03,7.478000E+03,1.200000E+01,1.135000E+03,3.735700E+04,3.338800E+04,1.906200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
35,2025/12/17,11:55:01,2307,37,7,1.020000E+02,6,995,7.111000E+03,8.714000E+03,1.200000E+01,5.922600E+04,6.183000E+04,3.338800E+04,7.902000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
36,2025/12/17,11:55:04,2314,38,7,1.120000E+02,6,999,9.816000E+03,9.749000E+03,1.000000E+01,6.440100E+04,1.335000E+03,3.338800E+04,4.369900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,11:55:06,2321,39,7,1.030000E+02,6,971,1.028300E+04,8.280000E+03,1.200000E+01,6.420100E+04,4.062900E+04,3.338800E+04,4.729000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,11:55:09,2322,40,1,1.040000E+02,4,539,1.101800E+04,7.278000E+03,1.500000E+01,6.466800E+04,3.682300E+04,3.338800E+04,5.057500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,11:55:11,2335,41,7,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.255000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,11:55:14,2342,42,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.107600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,11:55:16,2349,43,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.081100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,11:55:19,2356,44,7,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.500000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.523900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,11:55:21,2363,45,7,1.010000E+02,6,878,7.812000E+03,7.612000E+03,1.000000E+01,6.490200E+04,5.670000E+02,3.338800E+04,5.549700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,11:55:24,2370,46,7,1.030000E+02,6,994,7.746000E+03,9.048000E+03,1.100000E+01,2.670000E+02,6.744000E+03,3.338800E+04,2.692800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,11:55:26,2371,47,1,9.600000E+01,6,997,8.079000E+03,1.008300E+04,1.200000E+01,3.330000E+02,1.435000E+03,3.338800E+04,2.842300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,11:55:29,2383,48,6,1.070000E+02,6,844,5.742000E+03,5.709000E+03,1.000000E+01,5.889200E+04,5.238200E+04,3.338800E+04,6.323700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:55:31,2387,49,3,1.020000E+02,1,1000,1.198600E+04,9.649000E+03,1.200000E+01,6.309900E+04,6.500200E+04,3.338800E+04,2.857300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:55:34,2394,50,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.368000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:55:36,2398,51,4,1.110000E+02,4,304,9.615000E+03,1.405600E+04,1.400000E+01,1.615900E+04,5.618800E+04,3.338800E+04,1.820800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:55:39,2408,52,7,1.010000E+02,6,992,7.879000E+03,8.480000E+03,1.000000E+01,6.062800E+04,1.579200E+04,3.338800E+04,1.940300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,11:55:41,2412,53,4,1.150000E+02,6,888,8.413000E+03,1.058300E+04,1.200000E+01,6.049500E+04,3.000000E+02,3.338800E+04,2.218700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,11:55:44,2418,54,3,1.130000E+02,4,350,5.776000E+03,7.912000E+03,1.300000E+01,6.286500E+04,4.163100E+04,3.338800E+04,2.385600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,11:55:46,2429,55,7,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.300000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.753800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,11:55:49,2435,56,6,1.130000E+02,4,357,7.145000E+03,6.243000E+03,1.100000E+01,5.832500E+04,1.095100E+04,3.338800E+04,6.544900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,11:55:51,2443,57,7,1.050000E+02,5,897,7.612000E+03,1.001600E+04,1.300000E+01,6.183000E+04,1.642600E+04,3.338800E+04,3.896800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,11:55:54,2448,58,5,1.080000E+02,1,999,1.165200E+04,1.031600E+04,1.100000E+01,6.279900E+04,6.116300E+04,3.338800E+04,4.035400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,11:55:56,2453,59,5,1.080000E+02,6,909,5.442000E+03,4.908000E+03,1.100000E+01,6.326600E+04,3.330000E+02,3.338800E+04,8.636000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,11:55:59,2462,60,6,1.000000E+02,9,998,1.141800E+04,8.814000E+03,1.200000E+01,5.979400E+04,1.779500E+04,3.338800E+04,6.063700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,11:56:01,2469,61,6,1.130000E+02,6,951,8.981000E+03,7.645000E+03,1.100000E+01,5.922600E+04,5.762400E+04,3.338800E+04,6.467700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,11:56:04,2477,62,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.158600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,11:56:06,2484,63,7,1.170000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.787000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,11:56:09,2491,64,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.566900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,11:56:11,2494,65,3,1.150000E+02,4,404,4.674000E+03,4.741000E+03,1.000000E+01,5.562000E+04,5.435200E+04,3.338800E+04,3.889600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,11:56:14,2505,66,7,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.090200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,11:56:16,2512,67,7,1.090000E+02,6,994,7.478000E+03,8.881000E+03,1.100000E+01,5.805800E+04,1.258700E+04,3.338800E+04,7.615000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,11:56:19,2518,68,6,1.020000E+02,6,988,9.348000E+03,8.313000E+03,1.100000E+01,5.825800E+04,5.445200E+04,3.338800E+04,9.590000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,11:56:21,2524,69,5,1.140000E+02,1,996,8.914000E+03,1.138500E+04,1.200000E+01,1.268000E+03,7.245000E+03,3.338800E+04,5.482000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,11:56:24,2528,70,4,1.030000E+02,1,945,1.155200E+04,1.218600E+04,1.000000E+01,6.289900E+04,1.198600E+04,3.338800E+04,1.802700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,11:56:26,2535,71,7,1.080000E+02,6,998,8.580000E+03,8.914000E+03,1.000000E+01,5.915900E+04,3.405000E+03,3.338800E+04,5.218900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,11:56:29,2537,72,2,1.040000E+02,6,969,1.041700E+04,8.981000E+03,1.100000E+01,5.962700E+04,5.919300E+04,3.338800E+04,5.392500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,11:56:31,2548,73,6,1.060000E+02,6,973,8.447000E+03,8.881000E+03,1.000000E+01,6.039500E+04,1.168500E+04,3.338800E+04,5.191000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,11:56:34,2556,74,7,1.040000E+02,6,950,7.412000E+03,7.311000E+03,1.000000E+01,6.069500E+04,4.790800E+04,3.338800E+04,5.629300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,11:56:36,2563,75,7,1.010000E+02,6,915,6.577000E+03,5.909000E+03,1.100000E+01,6.026100E+04,1.676000E+04,3.338800E+04,5.482100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,11:56:39,2570,76,7,1.090000E+02,6,906,6.577000E+03,7.044000E+03,1.000000E+01,6.052800E+04,5.608800E+04,3.338800E+04,5.826400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,11:56:41,2576,77,6,9.700000E+01,4,416,9.782000E+03,8.547000E+03,1.100000E+01,5.525300E+04,5.902600E+04,3.338800E+04,2.257000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,11:56:44,2584,78,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.274100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,11:56:46,2588,79,4,1.150000E+02,6,984,8.146000E+03,8.580000E+03,1.000000E+01,5.759000E+04,1.078400E+04,3.338800E+04,2.628700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,11:56:49,2594,80,3,1.120000E+02,4,452,4.574000E+03,1.001600E+04,2.100000E+01,1.769500E+04,6.196400E+04,3.338800E+04,3.798500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,11:56:51,2604,81,6,1.140000E+02,6,925,5.909000E+03,7.078000E+03,1.100000E+01,5.705600E+04,5.024500E+04,3.338800E+04,2.981000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,11:56:54,2612,82,7,1.070000E+02,6,846,7.278000E+03,6.410000E+03,1.100000E+01,5.588700E+04,6.844000E+03,3.338800E+04,5.870400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,11:56:56,2619,83,7,1.050000E+02,6,861,7.579000E+03,8.313000E+03,1.000000E+01,5.605400E+04,5.101300E+04,3.338800E+04,1.574000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,11:56:59,2625,84,6,1.090000E+02,6,858,5.575000E+03,4.674000E+03,1.100000E+01,5.885900E+04,5.605400E+04,3.338800E+04,3.277100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,11:57:01,2630,85,4,1.000000E+02,4,689,8.547000E+03,9.649000E+03,1.100000E+01,5.221500E+04,6.219800E+04,3.338800E+04,6.094000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,11:57:04,2640,86,7,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.083600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,11:57:06,2647,87,7,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.120000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,11:57:09,2654,88,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.481900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,11:57:11,2661,89,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.300000E+01,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,11:57:14,2668,90,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.963300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,11:57:16,2675,91,7,1.040000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.947700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,11:57:19,2683,92,8,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.730100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,11:57:21,2690,93,7,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.428700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,11:57:24,2697,94,7,1.030000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.860900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,11:57:26,2704,95,7,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.836600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
