"運転終了"
"DATA No","DATE","TIME","天候","温度","湿度","品種名","圃場名","自動回数","自動運転時間","DM07352","DM07354","自動走行距離[m]","総株数","検出花蕾数","収穫判断花蕾数","収穫実行花蕾数","収穫未実行花蕾数","未成熟花蕾数","動作範囲外花蕾数","回収花蕾数","検出花蕾率","収穫判断花蕾率","収穫実行花蕾率","収穫未実行花蕾率","未成熟花蕾率","動作範囲外花蕾率","回収花蕾率","総株数(右)","検出花蕾数(右)","収穫判断花蕾数(右)","収穫実行花蕾数(右)","収穫未実行花蕾数(右)","未成熟花蕾数(右)","動作範囲外花蕾数(右)","回収花蕾数(右)","外葉ｶｯﾄ回数(右)","茎ｶｯﾄ回数(右)","総株数(左)","検出花蕾数(左)","収穫判断花蕾数(左)","収穫実行花蕾数(左)","収穫未実行花蕾数(左)","未成熟花蕾数(左)","動作範囲外花蕾数(左)","回収花蕾数(左)","外葉ｶｯﾄ回数(左)","茎ｶｯﾄ回数(左)"
0,2025/12/15,16:21:41,0,0,0,"000","2025/12/03",26,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
