"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,10:55:08,2107,1,5,"0.087",5,999,"38.76","60.79","1.5","+39.06","+258.08",33388,"378.44","0.00","125.00",800,"1.2","120.00","300.00"
1,2025/11/11,10:55:11,2114,2,7,"0.086",5,999,"42.10","74.48","1.7","+38.39","-14.69",33388,"385.19","0.00","125.00",800,"1.2","120.00","300.00"
2,2025/11/11,10:55:13,2118,3,4,"0.086",6,989,"54.45","69.47","1.2","+39.06","-200.66",33388,"387.85","0.00","125.00",800,"1.2","120.00","300.00"
3,2025/11/11,10:55:16,2130,4,9,"0.087",4,789,"26.74","17.06","1.5","-36.39","+116.85",33388,"1159.22","0.00","125.00",800,"1.2","120.00","300.00"
4,2025/11/11,10:55:19,2138,5,8,"0.086",6,995,"85.50","99.52","1.1","-18.02","+135.88",33388,"1464.01","0.00","125.00",800,"1.2","120.00","300.00"
5,2025/11/11,10:55:22,2141,6,3,"0.081",1,997,"140.26","117.55","1.1","-13.02","+13.35",33388,"1457.70","0.00","125.00",800,"1.2","120.00","300.00"
6,2025/11/11,10:55:24,2144,7,3,"0.087",6,916,"81.49","68.47","1.1","+7.34","+78.46",33388,"1827.61","0.00","125.00",800,"1.2","120.00","300.00"
7,2025/11/11,10:55:27,2149,8,1,"0.084",9,999,"121.56","95.52","1.2","-44.73","+213.01",33388,"2188.28","0.00","125.00",800,"1.2","120.00","300.00"
8,2025/11/11,10:55:29,2158,9,3,"0.086",1,926,"129.57","109.87","1.1","+29.71","+145.57",33388,"2506.81","0.00","125.00",800,"1.2","120.00","300.00"
9,2025/11/11,10:55:32,2166,10,8,"0.085",4,468,"47.10","22.73","2.0","-19.03","+9.68",33388,"2853.40","0.00","125.00",800,"1.2","120.00","300.00"
