"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,10:58:42,5594,1,2,"0.181",4,629,"125.24","85.84","1.4","+23.37","+198.65",33388,"300.87","0.00","50.00",700,"1.2","100.00","300.00"
1,2025/11/12,10:58:44,5595,2,1,"0.113",1,795,"140.60","112.89","1.2","+13.35","+138.56",33388,"301.30","0.00","50.00",700,"1.2","100.00","300.00"
2,2025/11/12,10:58:47,5603,3,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"736.42","0.00","50.00",700,"1.2","100.00","300.00"
3,2025/11/12,10:58:49,5610,4,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"988.48","0.00","50.00",700,"1.2","100.00","300.00"
4,2025/11/12,10:58:52,5617,5,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1251.26","0.00","50.00",700,"1.2","100.00","300.00"
5,2025/11/12,10:58:54,5625,6,8,"0.102",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1534.64","0.00","50.00",700,"1.2","100.00","300.00"
6,2025/11/12,10:58:57,5632,7,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1780.95","0.00","50.00",700,"1.2","100.00","300.00"
7,2025/11/12,10:58:59,5639,8,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2085.98","0.00","50.00",700,"1.2","100.00","300.00"
8,2025/11/12,10:59:02,5646,9,7,"0.086",9,997,"126.58","113.56","1.1","-14.02","+214.68",33388,"2571.81","0.00","50.00",700,"1.2","100.00","300.00"
9,2025/11/12,10:59:04,5647,10,1,"0.085",1,995,"96.19","102.20","1.0","-17.02","+145.90",33388,"2560.94","0.00","50.00",700,"1.2","100.00","300.00"
10,2025/11/12,10:59:07,5648,11,1,"0.089",1,999,"95.86","111.55","1.1","-37.39","-141.56",33388,"2529.27","0.00","50.00",700,"1.2","100.00","300.00"
11,2025/11/12,10:59:09,5656,12,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"3247.02","0.00","50.00",700,"1.2","100.00","300.00"
12,2025/11/12,10:59:12,5663,13,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"3523.05","0.00","50.00",700,"1.2","100.00","300.00"
13,2025/11/12,10:59:14,5670,14,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"3829.27","0.00","50.00",700,"1.2","100.00","300.00"
14,2025/11/12,10:59:17,5678,15,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"4147.38","0.00","50.00",700,"1.2","100.00","300.00"
15,2025/11/12,10:59:19,5685,16,7,"0.104",8,999,"120.23","118.56","1.0","+114.52","+139.56",33388,"4570.75","0.00","50.00",700,"1.2","100.00","300.00"
16,2025/11/12,10:59:22,5692,17,7,"0.086",8,830,"100.53","107.88","1.0","+112.85","-146.90",33388,"4558.76","0.00","50.00",700,"1.2","100.00","300.00"
17,2025/11/12,10:59:24,5700,18,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"5023.38","0.00","50.00",700,"1.2","100.00","300.00"
18,2025/11/12,10:59:27,5707,19,7,"0.086",9,800,"113.89","98.20","1.1","-36.39","+251.41",33388,"5578.01","0.00","50.00",700,"1.2","100.00","300.00"
19,2025/11/12,10:59:29,5714,20,7,"0.086",5,989,"162.97","90.85","1.7","-56.09","-90.81",33388,"5545.85","0.00","50.00",700,"1.2","100.00","300.00"
20,2025/11/12,10:59:32,5716,21,2,"0.086",4,321,"68.48","65.14","1.0","-7.67","-185.63",33388,"5529.44","0.00","50.00",700,"1.2","100.00","300.00"
21,2025/11/12,10:59:34,5729,22,7,"0.088",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"6234.39","0.00","50.00",700,"1.2","100.00","300.00"
22,2025/11/12,10:59:37,5736,23,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"6523.19","0.00","50.00",700,"1.2","100.00","300.00"
23,2025/11/12,10:59:39,5743,24,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"6830.30","0.00","50.00",700,"1.2","100.00","300.00"
24,2025/11/12,10:59:42,5749,25,6,"0.086",6,995,"98.86","98.86","1.0","-65.10","+247.40",33388,"7345.83","0.00","50.00",700,"1.2","100.00","300.00"
25,2025/11/12,10:59:44,5753,26,3,"0.086",1,998,"88.51","105.54","1.1","-63.77","+101.16",33388,"7359.83","0.00","50.00",700,"1.2","100.00","300.00"
