"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,15:39:45,19,1,5,"0.086",6,1000,"99.86","96.19","1.0","+88.47","+37.72",33388,"166.49","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,15:39:48,21,2,2,"0.086",1,1000,"93.18","107.20","1.1","+80.79","-47.74",33388,"162.04","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,15:39:50,28,3,7,"0.087",6,979,"64.13","54.12","1.1","-129.54","+144.90",33388,"844.14","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,15:39:53,32,4,3,"0.086",5,865,"48.11","65.13","1.3","-130.54","-30.38",33388,"827.72","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,15:39:56,44,5,8,"0.086",1,999,"132.24","103.20","1.2","-51.08","+198.65",33388,"1534.70","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,15:39:58,49,6,5,"0.088",1,999,"118.22","95.52","1.2","-53.08","-19.69",33388,"1518.83","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,15:40:01,50,7,1,"0.086",1,995,"111.54","92.18","1.2","-51.08","+192.31",33388,"1857.21","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,15:40:03,57,8,7,"0.086",5,993,"63.13","87.17","1.3","+14.02","+78.79",33388,"2282.20","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,15:40:06,63,9,6,"0.086",6,954,"65.80","81.49","1.2","+9.01","-181.29",33388,"2288.91","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,15:40:08,71,10,7,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2815.75","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,15:40:11,73,11,2,"0.087",1,996,"130.57","132.58","1.0","+55.42","+69.78",33388,"2995.17","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,15:40:13,76,12,3,"0.086",1,966,"131.58","116.22","1.1","+8.68","+70.11",33388,"3315.30","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,15:40:16,83,13,7,"0.087",6,999,"53.45","64.47","1.2","+19.69","-36.39",33388,"3674.12","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,15:40:18,88,14,5,"0.086",1,856,"114.21","111.54","1.0","+21.03","+93.82",33388,"4033.58","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,15:40:21,93,15,5,"0.085",3,566,"108.20","102.86","1.0","+22.36","-181.96",33388,"4046.30","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,15:40:23,101,16,6,"0.087",6,994,"75.82","61.80","1.2","+3.00","+145.23",33388,"4722.03","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/11,15:40:26,109,17,7,"0.086",6,990,"69.81","82.83","1.1","+2.33","-203.33",33388,"4732.01","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/11,15:40:28,116,18,7,"0.086",9,999,"88.84","109.87","1.2","-68.11","+252.07",33388,"5467.40","0.00","125.00",800,"1.2","100.00","300.00"
18,2025/11/11,15:40:31,117,19,1,"0.086",1,999,"86.50","103.53","1.1","-65.77","+185.63",33388,"5469.52","0.00","125.00",800,"1.2","100.00","300.00"
19,2025/11/11,15:40:33,120,20,3,"0.086",1,990,"108.20","127.57","1.1","-47.41","+137.22",33388,"5787.50","0.00","125.00",800,"1.2","100.00","300.00"
20,2025/11/11,15:40:36,127,21,7,"0.086",6,999,"55.12","64.13","1.1","-19.69","+36.39",33388,"6152.94","0.00","125.00",800,"1.2","100.00","300.00"
21,2025/11/11,15:40:38,128,22,1,"0.086",5,999,"51.11","67.47","1.3","-22.36","-30.38",33388,"6155.25","0.00","125.00",800,"1.2","100.00","300.00"
22,2025/11/11,15:40:41,140,23,6,"0.086",9,951,"105.53","124.90","1.1","+11.01","+231.37",33388,"6923.45","0.00","125.00",800,"1.2","100.00","300.00"
23,2025/11/11,15:40:43,143,24,2,"0.086",1,940,"100.53","94.18","1.0","+10.01","+112.85",33388,"6923.08","0.00","125.00",800,"1.2","100.00","300.00"
24,2025/11/11,15:40:46,151,25,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7352.44","0.00","125.00",800,"1.2","100.00","300.00"
25,2025/11/11,15:40:48,152,26,1,"0.101",1,999,"106.20","109.21","1.0","-11.01","+189.97",33388,"7581.04","0.00","125.00",800,"1.2","100.00","300.00"
26,2025/11/11,15:40:51,157,27,5,"0.086",4,330,"76.49","55.45","1.3","-8.01","-215.68",33388,"7624.02","0.00","125.00",800,"1.2","100.00","300.00"
27,2025/11/11,15:40:53,166,28,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"8226.58","0.00","125.00",800,"1.2","100.00","300.00"
28,2025/11/11,15:40:56,173,29,7,"0.086",1,983,"106.54","128.24","1.2","+36.72","+156.58",33388,"8686.63","0.00","125.00",800,"1.2","100.00","300.00"
29,2025/11/11,15:40:58,176,30,3,"0.086",3,996,"105.87","106.54","1.0","+35.39","+34.05",33388,"8685.34","0.00","125.00",800,"1.2","100.00","300.00"
30,2025/11/11,15:41:01,182,31,1,"0.087",1,981,"130.91","103.20","1.2","-37.39","+150.24",33388,"9044.86","0.00","125.00",800,"1.2","100.00","300.00"
31,2025/11/11,15:41:03,190,32,8,"0.088",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"9458.14","0.00","125.00",800,"1.2","100.00","300.00"
32,2025/11/11,15:41:06,197,33,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"9742.64","0.00","125.00",800,"1.2","100.00","300.00"
