"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,15:27:35,9456,1,5,"0.086",1,963,"95.53","100.20","1.0","-21.36","+1.33",33388,"115.55","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,15:27:37,9463,2,7,"0.101",1,959,"103.54","86.51","1.1","-44.40","+178.62",33388,"707.55","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,15:27:40,9471,3,8,"0.087",6,859,"40.44","33.42","1.2","-49.08","+186.30",33388,"1078.64","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,15:27:42,9476,4,5,"0.086",6,949,"34.09","36.10","1.0","-41.73","-4.67",33388,"1085.35","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,15:27:45,9485,5,7,"0.104",6,999,"68.48","59.80","1.1","-63.10","+41.73",33388,"1519.18","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,15:27:48,9492,6,7,"0.085",6,979,"60.80","59.13","1.0","-59.76","+77.46",33388,"1866.43","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,15:27:50,9495,7,3,"0.088",6,982,"53.12","57.80","1.0","-57.76","-60.76",33388,"1875.98","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,15:27:53,9506,8,7,"0.085",1,1000,"90.52","102.54","1.1","-43.40","+185.97",33388,"2571.99","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,15:27:55,9514,9,8,"0.086",6,987,"62.47","71.49","1.1","-40.39","+226.03",33388,"2944.80","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,15:27:58,9521,10,7,"0.086",6,993,"49.45","53.79","1.0","-36.72","-46.74",33388,"2952.33","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,15:28:00,9523,11,2,"0.087",6,992,"39.43","50.79","1.2","-36.05","-125.53",33388,"2955.52","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,15:28:03,9531,12,3,"0.086",1,999,"86.51","103.54","1.1","-29.71","+183.63",33388,"3623.25","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,15:28:05,9532,13,1,"0.093",6,961,"90.18","75.16","1.1","-29.38","-53.42",33388,"3599.18","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,15:28:08,9545,14,7,"0.104",1,983,"104.54","88.85","1.1","-59.76","+121.53",33388,"4323.02","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,15:28:10,9546,15,1,"0.086",1,999,"103.87","90.52","1.1","-55.42","+47.41",33388,"4301.73","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,15:28:13,9553,16,7,"0.085",5,963,"63.14","41.44","1.5","-40.73","+232.38",33388,"5025.83","0.00","125.00",800,"1.2","100.00","300.00"
