"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,10:37:01,1144,1,5,"0.085",4,447,"72.48","76.82","1.0","+177.29","-185.97",33388,"-57.26","0.00","125.00",800,"1.2","105.00","300.00"
1,2025/11/11,10:37:03,1151,2,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"405.96","0.00","125.00",800,"1.2","105.00","300.00"
2,2025/11/11,10:37:06,1152,3,1,"0.086",5,804,"119.22","60.79","1.9","-51.41","-17.02",33388,"454.83","0.00","125.00",800,"1.2","105.00","300.00"
3,2025/11/11,10:37:08,1165,4,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1018.64","0.00","125.00",800,"1.2","105.00","300.00"
4,2025/11/11,10:37:11,1173,5,8,"0.086",4,523,"64.13","95.52","1.4","+163.26","+251.41",33388,"1585.46","0.00","125.00",800,"1.2","105.00","300.00"
5,2025/11/11,10:37:13,1180,6,7,"0.086",4,571,"98.19","90.18","1.0","+134.21","+85.80",33388,"1695.18","0.00","125.00",800,"1.2","105.00","300.00"
6,2025/11/11,10:37:16,1186,7,6,"0.086",4,458,"62.13","68.47","1.1","-159.59","+259.75",33388,"2129.67","0.00","125.00",800,"1.2","105.00","300.00"
7,2025/11/11,10:37:18,1195,8,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2239.63","0.00","125.00",800,"1.2","105.00","300.00"
8,2025/11/11,10:37:21,1202,9,7,"0.087",1,992,"139.26","115.55","1.2","-64.10","+101.49",33388,"2593.07","0.00","125.00",800,"1.2","105.00","300.00"
9,2025/11/11,10:37:23,1203,10,1,"0.094",1,988,"129.91","124.57","1.0","-70.11","+1.66",33388,"2569.10","0.00","125.00",800,"1.2","105.00","300.00"
10,2025/11/11,10:37:26,1211,11,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"3142.29","0.00","125.00",800,"1.2","105.00","300.00"
11,2025/11/11,10:37:28,1218,12,7,"0.086",4,455,"167.64","53.78","3.1","-8.68","+210.67",33388,"3634.78","0.00","125.00",800,"1.2","105.00","300.00"
12,2025/11/11,10:37:31,1220,13,2,"0.085",1,984,"123.90","123.56","1.0","-7.67","+149.24",33388,"3651.29","0.00","125.00",800,"1.2","105.00","300.00"
13,2025/11/11,10:37:34,1223,14,3,"0.086",1,940,"98.19","115.22","1.1","+3.33","+160.26",33388,"4004.96","0.00","125.00",800,"1.2","105.00","300.00"
14,2025/11/11,10:37:36,1230,15,7,"0.086",6,999,"64.13","78.16","1.2","+12.35","+4.67",33388,"4292.64","0.00","125.00",800,"1.2","105.00","300.00"
15,2025/11/11,10:37:39,1235,16,4,"0.104",1,997,"110.21","99.19","1.1","+41.73","+195.31",33388,"4689.35","0.00","125.00",800,"1.2","105.00","300.00"
16,2025/11/11,10:37:42,1236,17,1,"0.087",1,999,"104.20","110.54","1.0","+24.70","-3.00",33388,"4663.20","0.00","125.00",800,"1.2","105.00","300.00"
17,2025/11/11,10:37:44,1242,18,6,"0.104",1,1000,"100.86","119.22","1.1","-97.82","+161.26",33388,"5321.52","0.00","125.00",800,"1.2","105.00","300.00"
18,2025/11/11,10:37:47,1250,19,8,"0.086",9,854,"142.26","122.56","1.1","-72.45","+216.35",33388,"5766.24","0.00","125.00",800,"1.2","105.00","300.00"
19,2025/11/11,10:37:49,1254,20,4,"0.085",1,897,"111.54","101.86","1.0","-71.11","+36.05",33388,"5743.56","0.00","125.00",800,"1.2","105.00","300.00"
20,2025/11/11,10:37:52,1256,21,2,"0.086",9,999,"110.54","105.87","1.0","-50.08","+219.02",33388,"6127.23","0.00","125.00",800,"1.2","105.00","300.00"
21,2025/11/11,10:37:54,1267,22,5,"0.085",1,976,"111.88","103.86","1.0","-68.44","+124.53",33388,"6470.95","0.00","125.00",800,"1.2","105.00","300.00"
22,2025/11/11,10:37:57,1268,23,1,"0.093",5,977,"145.93","101.53","1.4","-63.77","-20.03",33388,"6452.04","0.00","125.00",800,"1.2","105.00","300.00"
23,2025/11/11,10:37:59,1282,24,7,"0.084",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7023.74","0.00","125.00",800,"1.2","105.00","300.00"
24,2025/11/11,10:38:02,1289,25,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7327.21","0.00","125.00",800,"1.2","105.00","300.00"
25,2025/11/11,10:38:05,1294,26,5,"0.085",4,791,"41.43","20.39","2.0","-42.73","-7.01",33388,"7510.73","0.00","125.00",800,"1.2","105.00","300.00"
26,2025/11/11,10:38:07,1305,27,7,"0.102",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7922.01","0.00","125.00",800,"1.2","105.00","300.00"
27,2025/11/11,10:38:10,1309,28,4,"0.086",1,826,"142.93","137.59","1.0","-50.08","+183.96",33388,"8291.38","0.00","125.00",800,"1.2","105.00","300.00"
28,2025/11/11,10:38:12,1310,29,1,"0.108",1,957,"146.94","162.63","1.1","-55.09","-9.34",33388,"8272.47","0.00","125.00",800,"1.2","105.00","300.00"
29,2025/11/11,10:38:15,1314,30,4,"0.085",6,806,"87.50","88.84","1.0","-82.80","+234.38",33388,"8934.12","0.00","125.00",800,"1.2","105.00","300.00"
30,2025/11/11,10:38:17,1324,31,7,"0.087",9,986,"105.87","127.90","1.2","-32.38","+207.00",33388,"9344.49","0.00","125.00",800,"1.2","105.00","300.00"
31,2025/11/11,10:38:20,1325,32,1,"0.086",1,994,"101.19","130.57","1.2","-33.38","+163.26",33388,"9340.25","0.00","125.00",800,"1.2","105.00","300.00"
32,2025/11/11,10:38:22,1332,33,7,"0.085",6,994,"82.50","65.80","1.2","-24.70","-101.49",33388,"9625.53","0.00","125.00",800,"1.2","105.00","300.00"
33,2025/11/11,10:38:25,1333,34,1,"0.086",6,979,"72.15","82.50","1.1","-34.05","-167.27",33388,"9625.87","0.00","125.00",800,"1.2","105.00","300.00"
34,2025/11/11,10:38:27,1345,35,6,"0.102",6,998,"63.47","70.48","1.1","-35.05","+6.34",33388,"10304.53","0.00","125.00",800,"1.2","105.00","300.00"
35,2025/11/11,10:38:30,1353,36,7,"0.086",8,985,"115.88","99.86","1.1","-133.88","+108.84",33388,"10735.35","0.00","125.00",800,"1.2","105.00","300.00"
36,2025/11/11,10:38:32,1360,37,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"10940.37","0.00","125.00",800,"1.2","105.00","300.00"
37,2025/11/11,10:38:35,1368,38,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"11253.10","0.00","125.00",800,"1.2","105.00","300.00"
38,2025/11/11,10:38:37,1375,39,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"11531.77","0.00","125.00",800,"1.2","105.00","300.00"
39,2025/11/11,10:38:40,1380,40,5,"0.086",6,995,"46.77","50.78","1.0","-20.70","-8.01",33388,"11749.99","0.00","125.00",800,"1.2","105.00","300.00"
40,2025/11/11,10:38:42,1388,41,6,"0.085",1,999,"128.24","105.87","1.2","-72.11","+47.41",33388,"12152.20","0.00","125.00",800,"1.2","105.00","300.00"
41,2025/11/11,10:38:45,1393,42,5,"0.086",4,447,"83.16","71.48","1.1","-68.11","-218.35",33388,"12135.41","0.00","125.00",800,"1.2","105.00","300.00"
42,2025/11/11,10:38:47,1402,43,7,"0.087",1,995,"89.84","108.20","1.2","-90.81","+124.87",33388,"12862.28","0.00","125.00",800,"1.2","105.00","300.00"
43,2025/11/11,10:38:50,1403,44,1,"0.086",1,999,"114.55","115.88","1.0","-89.81","+54.75",33388,"12843.68","0.00","125.00",800,"1.2","105.00","300.00"
44,2025/11/11,10:38:53,1410,45,7,"0.086",9,822,"117.89","118.56","1.0","-72.11","+208.34",33388,"13536.09","0.00","125.00",800,"1.2","105.00","300.00"
45,2025/11/11,10:38:55,1412,46,2,"0.086",1,866,"131.91","116.89","1.1","-63.77","+60.76",33388,"13501.53","0.00","125.00",800,"1.2","105.00","300.00"
46,2025/11/11,10:38:58,1413,47,1,"0.086",3,381,"174.31","120.56","1.4","-58.09","-194.65",33388,"13495.91","0.00","125.00",800,"1.2","105.00","300.00"
47,2025/11/11,10:39:00,1424,48,4,"0.086",4,470,"26.07","48.44","1.8","-129.54","+208.67",33388,"14333.84","0.00","125.00",800,"1.2","105.00","300.00"
48,2025/11/11,10:39:03,1434,49,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"14551.94","0.00","125.00",800,"1.2","105.00","300.00"
49,2025/11/11,10:39:05,1440,50,6,"0.086",6,998,"49.78","54.78","1.1","-48.74","+168.27",33388,"14957.67","0.00","125.00",800,"1.2","105.00","300.00"
50,2025/11/11,10:39:08,1443,51,1,"0.086",4,508,"52.11","32.08","1.6","-54.75","+41.73",33388,"14951.21","0.00","125.00",800,"1.2","105.00","300.00"
51,2025/11/11,10:39:10,1452,52,3,"0.100",6,975,"94.52","85.17","1.1","-89.81","-4.34",33388,"15285.65","0.00","125.00",800,"1.2","105.00","300.00"
52,2025/11/11,10:39:13,1457,53,1,"0.086",1,984,"114.21","120.89","1.0","-87.81","+160.59",33388,"15675.59","0.00","125.00",800,"1.2","105.00","300.00"
53,2025/11/11,10:39:15,1461,54,4,"0.086",1,913,"129.24","142.93","1.1","-56.09","+132.55",33388,"16051.85","0.00","125.00",800,"1.2","105.00","300.00"
54,2025/11/11,10:39:18,1469,55,8,"0.104",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"16368.01","0.00","125.00",800,"1.2","105.00","300.00"
55,2025/11/11,10:39:20,1476,56,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"16646.10","0.00","125.00",800,"1.2","105.00","300.00"
56,2025/11/11,10:39:23,1483,57,7,"0.086",4,618,"30.41","18.73","1.6","-24.03","+139.56",33388,"17097.83","0.00","125.00",800,"1.2","105.00","300.00"
57,2025/11/11,10:39:25,1491,58,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"17269.94","0.00","125.00",800,"1.2","105.00","300.00"
58,2025/11/11,10:39:28,1494,59,3,"0.105",5,915,"41.43","62.13","1.4","-26.71","+90.14",33388,"17479.88","0.00","125.00",800,"1.2","105.00","300.00"
59,2025/11/11,10:39:30,1505,60,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"17851.01","0.00","125.00",800,"1.2","105.00","300.00"
60,2025/11/11,10:39:33,1512,61,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"18155.34","0.00","125.00",800,"1.2","105.00","300.00"
61,2025/11/11,10:39:35,1519,62,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"18468.85","0.00","125.00",800,"1.2","105.00","300.00"
62,2025/11/11,10:39:38,1527,63,8,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"18782.62","0.00","125.00",800,"1.2","105.00","300.00"
63,2025/11/11,10:39:41,1536,64,9,"0.086",1,1000,"98.86","113.55","1.1","+23.70","+179.29",33388,"19267.27","0.00","125.00",800,"1.2","105.00","300.00"
64,2025/11/11,10:39:43,1540,65,4,"0.086",1,998,"105.20","105.87","1.0","+13.02","+17.69",33388,"19252.25","0.00","125.00",800,"1.2","105.00","300.00"
65,2025/11/11,10:39:46,1542,66,2,"0.086",1,985,"108.87","94.85","1.1","+28.04","+184.96",33388,"19637.13","0.00","125.00",800,"1.2","105.00","300.00"
66,2025/11/11,10:39:48,1548,67,6,"0.086",6,877,"51.78","50.11","1.0","-6.00","+65.10",33388,"19979.43","0.00","125.00",800,"1.2","105.00","300.00"
67,2025/11/11,10:39:51,1556,68,7,"0.109",1,992,"98.86","121.56","1.2","-18.36","+76.79",33388,"20312.61","0.00","125.00",800,"1.2","105.00","300.00"
68,2025/11/11,10:39:54,1559,69,3,"0.101",3,328,"32.41","21.73","1.4","-9.68","-59.09",33388,"20324.83","0.00","125.00",800,"1.2","105.00","300.00"
69,2025/11/11,10:39:56,1571,70,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"20857.73","0.00","125.00",800,"1.2","105.00","300.00"
70,2025/11/11,10:39:59,1575,71,4,"0.086",6,989,"73.82","70.14","1.0","-18.69","-11.01",33388,"21029.85","0.00","125.00",800,"1.2","105.00","300.00"
71,2025/11/11,10:40:01,1580,72,2,"0.085",1,869,"93.85","105.53","1.1","-68.77","+81.46",33388,"21350.15","0.00","125.00",800,"1.2","105.00","300.00"
72,2025/11/11,10:40:04,1581,73,1,"0.093",1,932,"123.90","110.54","1.1","-95.48","+191.31",33388,"21708.86","0.00","125.00",800,"1.2","105.00","300.00"
73,2025/11/11,10:40:06,1589,74,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"22092.40","0.00","125.00",800,"1.2","105.00","300.00"
74,2025/11/11,10:40:09,1596,75,7,"0.086",4,640,"30.08","48.11","1.5","-66.44","+87.81",33388,"22455.85","0.00","125.00",800,"1.2","105.00","300.00"
75,2025/11/11,10:40:11,1598,76,2,"0.087",5,821,"33.42","61.46","1.8","-57.76","-16.36",33388,"22456.85","0.00","125.00",800,"1.2","105.00","300.00"
76,2025/11/11,10:40:14,1609,77,6,"0.086",6,931,"83.83","76.49","1.0","-129.54","-83.80",33388,"22822.36","0.00","125.00",800,"1.2","105.00","300.00"
77,2025/11/11,10:40:16,1612,78,1,"0.102",1,864,"135.25","132.24","1.0","-102.83","+167.94",33388,"23190.73","0.00","125.00",800,"1.2","105.00","300.00"
78,2025/11/11,10:40:19,1614,79,2,"0.085",3,310,"85.50","72.15","1.1","-85.13","-177.95",33388,"23182.93","0.00","125.00",800,"1.2","105.00","300.00"
79,2025/11/11,10:40:21,1626,80,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"23868.39","0.00","125.00",800,"1.2","105.00","300.00"
80,2025/11/11,10:40:24,1633,81,7,"0.086",4,544,"39.09","63.13","1.6","-68.44","+80.13",33388,"24250.16","0.00","125.00",800,"1.2","105.00","300.00"
81,2025/11/11,10:40:26,1640,82,7,"0.085",5,996,"90.51","53.11","1.7","+10.01","+160.59",33388,"24630.79","0.00","125.00",800,"1.2","105.00","300.00"
82,2025/11/11,10:40:29,1643,83,3,"0.086",6,939,"73.82","77.15","1.0","+7.34","-3.33",33388,"24610.83","0.00","125.00",800,"1.2","105.00","300.00"
83,2025/11/11,10:40:31,1650,84,3,"0.087",1,835,"127.24","119.22","1.0","-26.37","+36.39",33388,"24955.24","0.00","125.00",800,"1.2","105.00","300.00"
84,2025/11/11,10:40:34,1658,85,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"25389.08","0.00","125.00",800,"1.2","105.00","300.00"
85,2025/11/11,10:40:37,1666,86,8,"0.086",6,992,"54.78","58.12","1.0","+52.41","-4.67",33388,"25668.37","0.00","125.00",800,"1.2","105.00","300.00"
86,2025/11/11,10:40:39,1673,87,7,"0.085",6,1000,"88.84","77.49","1.1","-28.37","+40.73",33388,"26012.40","0.00","125.00",800,"1.2","105.00","300.00"
87,2025/11/11,10:40:42,1677,88,4,"0.086",1,993,"131.24","125.57","1.0","+13.35","+194.31",33388,"26348.77","0.00","125.00",800,"1.2","105.00","300.00"
88,2025/11/11,10:40:44,1680,89,3,"0.086",3,513,"124.90","89.17","1.4","-6.67","-58.09",33388,"26348.80","0.00","125.00",800,"1.2","105.00","300.00"
89,2025/11/11,10:40:47,1692,90,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"26875.67","0.00","125.00",800,"1.2","105.00","300.00"
90,2025/11/11,10:40:49,1699,91,7,"0.088",6,966,"68.14","67.81","1.0","-1.33","+268.77",33388,"27446.35","0.00","125.00",800,"1.2","105.00","300.00"
91,2025/11/11,10:40:52,1706,92,7,"0.086",6,944,"86.17","71.14","1.2","-18.02","-10.35",33388,"27433.06","0.00","125.00",800,"1.2","105.00","300.00"
92,2025/11/11,10:40:55,1715,93,8,"0.086",6,997,"83.83","92.85","1.1","-8.01","-72.45",33388,"27720.48","0.00","125.00",800,"1.2","105.00","300.00"
93,2025/11/11,10:40:57,1717,94,2,"0.086",1,999,"113.21","91.51","1.2","-21.70","-151.58",33388,"27719.28","0.00","125.00",800,"1.2","105.00","300.00"
94,2025/11/11,10:41:00,1721,95,4,"0.085",1,999,"105.53","110.88","1.0","+89.81","+156.58",33388,"28408.68","0.00","125.00",800,"1.2","105.00","300.00"
95,2025/11/11,10:41:02,1727,96,6,"0.085",3,346,"102.20","76.49","1.3","+68.77","-206.33",33388,"28417.28","0.00","125.00",800,"1.2","105.00","300.00"
96,2025/11/11,10:41:05,1736,97,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"28980.46","0.00","125.00",800,"1.2","105.00","300.00"
