"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,10:45:05,4794,1,3,"0.085",6,999,"92.18","85.50","1.0","+4.67","+200.32",33388,"315.90","0.00","50.00",700,"1.2","100.00","300.00"
1,2025/11/12,10:45:08,4799,2,5,"0.086",1,998,"109.54","90.18","1.2","-4.34","+12.68",33388,"329.54","0.00","50.00",700,"1.2","100.00","300.00"
2,2025/11/12,10:45:10,4800,3,1,"0.086",1,848,"121.23","121.56","1.0","+26.71","+182.29",33388,"639.19","0.00","50.00",700,"1.2","100.00","300.00"
3,2025/11/12,10:45:13,4803,4,3,"0.086",9,920,"102.86","92.18","1.1","-21.36","+219.02",33388,"1056.42","0.00","50.00",700,"1.2","100.00","300.00"
4,2025/11/12,10:45:15,4813,5,5,"0.102",1,875,"107.87","119.22","1.1","-47.41","+174.95",33388,"1404.71","0.00","50.00",700,"1.2","100.00","300.00"
5,2025/11/12,10:45:18,4821,6,8,"0.085",5,962,"124.23","64.13","1.9","-52.41","-216.02",33388,"1420.57","0.00","50.00",700,"1.2","100.00","300.00"
6,2025/11/12,10:45:20,4825,7,4,"0.084",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1794.18","0.00","50.00",700,"1.2","100.00","300.00"
7,2025/11/12,10:45:23,4829,8,4,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2238.97","0.00","50.00",700,"1.2","100.00","300.00"
8,2025/11/12,10:45:26,4834,9,5,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2531.73","0.00","50.00",700,"1.2","100.00","300.00"
9,2025/11/12,10:45:28,4841,10,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2809.59","0.00","50.00",700,"1.2","100.00","300.00"
10,2025/11/12,10:45:31,4845,11,4,"0.084",1,976,"98.86","112.88","1.1","+73.11","+179.29",33388,"3173.61","0.00","50.00",700,"1.2","100.00","300.00"
11,2025/11/12,10:45:33,4846,12,1,"0.093",1,990,"107.20","121.23","1.1","+59.43","-11.35",33388,"3158.22","0.00","50.00",700,"1.2","100.00","300.00"
12,2025/11/12,10:45:36,4853,13,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"3710.76","0.00","50.00",700,"1.2","100.00","300.00"
13,2025/11/12,10:45:38,4860,14,7,"0.085",1,996,"127.90","117.89","1.0","-56.09","+168.27",33388,"4187.86","0.00","50.00",700,"1.2","100.00","300.00"
14,2025/11/12,10:45:41,4866,15,6,"0.085",6,962,"92.18","82.16","1.1","+11.68","+275.78",33388,"4548.90","0.00","50.00",700,"1.2","100.00","300.00"
