"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,09:30:22,2,1,1,"0.107",1,1000,"137.59","114.21","1.2","-54.75","+60.43",33388,"60.44","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/12,09:30:25,6,2,4,"0.086",1,1000,"127.57","102.86","1.2","-58.09","-191.98",33388,"82.49","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/12,09:30:27,13,3,7,"0.086",6,999,"79.49","94.52","1.1","-71.11","-145.90",33388,"554.62","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/12,09:30:30,19,4,6,"0.087",6,989,"77.49","87.50","1.1","+29.38","+194.65",33388,"1162.76","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/12,09:30:32,27,5,7,"0.105",6,981,"70.81","68.14","1.0","+35.39","-133.88",33388,"1179.35","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/12,09:30:35,33,6,6,"0.102",6,975,"35.75","37.09","1.0","-37.72","-42.73",33388,"1534.30","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/12,09:30:37,35,7,1,"0.087",6,935,"36.42","31.41","1.1","-38.06","-114.85",33388,"1542.61","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/12,09:30:40,49,8,7,"0.087",6,1000,"66.47","75.15","1.1","-24.70","+33.38",33388,"2244.97","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/12,09:30:42,56,9,7,"0.087",6,994,"49.11","60.46","1.2","-32.38","+41.06",33388,"2562.05","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/12,09:30:45,58,10,2,"0.087",6,979,"63.47","62.46","1.0","-28.71","-38.06",33388,"2563.32","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/12,09:30:47,68,11,4,"0.085",4,469,"27.07","20.73","1.3","-81.80","-33.05",33388,"2967.67","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/12,09:30:50,78,12,7,"0.086",6,998,"85.83","82.50","1.0","-17.02","+200.66",33388,"3610.40","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/12,09:30:52,85,13,7,"0.086",9,897,"134.92","111.21","1.2","-64.43","+260.09",33388,"3977.80","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/12,09:30:55,87,14,2,"0.081",1,864,"150.61","138.92","1.0","-64.10","+160.59",33388,"3981.75","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/12,09:30:57,94,15,7,"0.086",6,1000,"76.82","60.13","1.2","-21.70","+44.40",33388,"4355.60","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/12,09:31:00,100,16,6,"0.086",6,990,"64.47","75.82","1.1","-20.03","-203.66",33388,"4372.38","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/12,09:31:03,108,17,7,"0.085",6,896,"66.14","53.11","1.2","-38.73","+131.88",33388,"5053.36","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/12,09:31:05,111,18,3,"0.087",6,964,"60.46","63.47","1.0","-35.39","-27.71",33388,"5040.15","0.00","125.00",800,"1.2","100.00","300.00"
18,2025/11/12,09:31:08,119,19,4,"0.086",6,938,"74.82","74.15","1.0","+54.42","-25.70",33388,"5362.00","0.00","125.00",800,"1.2","100.00","300.00"
19,2025/11/12,09:31:10,126,20,3,"0.086",1,999,"136.58","105.53","1.2","+1.33","+61.43",33388,"5727.66","0.00","125.00",800,"1.2","100.00","300.00"
20,2025/11/12,09:31:13,129,21,3,"0.104",1,934,"118.56","128.57","1.0","+20.36","+189.64",33388,"6134.31","0.00","125.00",800,"1.2","100.00","300.00"
21,2025/11/12,09:31:15,137,22,8,"0.086",4,707,"145.93","116.89","1.2","+28.04","+82.13",33388,"6530.01","0.00","125.00",800,"1.2","100.00","300.00"
22,2025/11/12,09:31:18,139,23,2,"0.087",1,814,"183.66","144.60","1.2","+31.71","-5.00",33388,"6523.49","0.00","125.00",800,"1.2","100.00","300.00"
23,2025/11/12,09:31:20,146,24,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7021.24","0.00","125.00",800,"1.2","100.00","300.00"
