"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,10:23:15,222,1,1,"0.121",1,999,"90.52","112.89","1.2","+14.02","-16.02",33388,"-16.01","0.00","125.00",800,"1.2","105.00","300.00"
1,2025/11/11,10:23:17,224,2,2,"0.085",1,990,"110.88","117.90","1.0","-26.71","-198.65",33388,"5.67","0.00","125.00",800,"1.2","105.00","300.00"
2,2025/11/11,10:23:20,226,3,2,"0.086",6,997,"51.45","62.47","1.2","+25.37","-75.12",33388,"432.34","0.00","125.00",800,"1.2","105.00","300.00"
3,2025/11/11,10:23:22,238,4,7,"0.086",6,997,"57.80","51.12","1.1","+42.73","+81.80",33388,"1094.51","0.00","125.00",800,"1.2","105.00","300.00"
4,2025/11/11,10:23:25,239,5,1,"0.086",6,934,"54.46","55.13","1.0","+44.40","+9.01",33388,"1090.31","0.00","125.00",800,"1.2","105.00","300.00"
5,2025/11/11,10:23:27,249,6,4,"0.086",4,365,"109.55","84.84","1.2","-22.03","-7.01",33388,"1468.06","0.00","125.00",800,"1.2","105.00","300.00"
6,2025/11/11,10:23:30,260,7,7,"0.085",5,843,"34.43","15.39","2.2","-6.67","-105.17",33388,"1803.88","0.00","125.00",800,"1.2","105.00","300.00"
7,2025/11/11,10:23:32,261,8,1,"0.081",4,465,"26.08","34.76","1.3","-6.00","-165.93",33388,"1808.45","0.00","125.00",800,"1.2","105.00","300.00"
8,2025/11/11,10:23:35,270,9,3,"0.083",1,999,"129.92","121.90","1.0","+49.41","+189.64",33388,"2548.27","0.00","125.00",800,"1.2","105.00","300.00"
9,2025/11/11,10:23:37,271,10,1,"0.087",1,906,"118.90","121.57","1.0","+56.42","-27.04",33388,"2532.61","0.00","125.00",800,"1.2","105.00","300.00"
10,2025/11/11,10:23:40,278,11,7,"0.086",1,984,"102.87","123.24","1.1","+63.77","+99.16",33388,"3208.66","0.00","125.00",800,"1.2","105.00","300.00"
11,2025/11/11,10:23:42,286,12,8,"0.085",6,996,"79.17","91.52","1.1","+18.02","+166.27",33388,"3609.13","0.00","125.00",800,"1.2","105.00","300.00"
12,2025/11/11,10:23:45,291,13,5,"0.086",6,997,"86.84","89.85","1.0","+21.70","-29.71",33388,"3611.48","0.00","125.00",800,"1.2","105.00","300.00"
13,2025/11/11,10:23:47,297,14,4,"0.086",6,865,"79.17","76.16","1.0","+116.19","+81.46",33388,"3975.00","0.00","125.00",800,"1.2","105.00","300.00"
14,2025/11/11,10:23:50,307,15,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"4319.54","0.00","125.00",800,"1.2","105.00","300.00"
15,2025/11/11,10:23:52,314,16,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"4625.13","0.00","125.00",800,"1.2","105.00","300.00"
16,2025/11/11,10:23:55,322,17,8,"0.086",4,619,"88.51","59.13","1.4","+132.88","+133.55",33388,"5079.46","0.00","125.00",800,"1.2","105.00","300.00"
17,2025/11/11,10:23:57,327,18,5,"0.086",4,667,"113.56","50.45","2.2","+116.52","-62.43",33388,"5083.58","0.00","125.00",800,"1.2","105.00","300.00"
18,2025/11/11,10:24:00,336,19,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"5515.00","0.00","125.00",800,"1.2","105.00","300.00"
19,2025/11/11,10:24:02,343,20,7,"0.085",6,1000,"69.82","81.50","1.1","+19.69","-112.18",33388,"5710.47","0.00","125.00",800,"1.2","105.00","300.00"
20,2025/11/11,10:24:05,345,21,2,"0.086",6,996,"77.16","69.48","1.1","+25.70","-207.33",33388,"5723.97","0.00","125.00",800,"1.2","105.00","300.00"
21,2025/11/11,10:24:07,358,22,8,"0.085",6,995,"87.51","70.15","1.2","+39.06","+26.04",33388,"6470.75","0.00","125.00",800,"1.2","105.00","300.00"
22,2025/11/11,10:24:10,365,23,7,"0.085",6,998,"79.17","78.83","1.0","+12.01","+112.51",33388,"6832.60","0.00","125.00",800,"1.2","105.00","300.00"
23,2025/11/11,10:24:12,372,24,7,"0.085",1,998,"88.18","107.88","1.2","+80.13","+177.62",33388,"7200.17","0.00","125.00",800,"1.2","105.00","300.00"
24,2025/11/11,10:24:15,378,25,6,"0.086",3,948,"83.84","112.55","1.3","+80.13","-65.77",33388,"7207.24","0.00","125.00",800,"1.2","105.00","300.00"
25,2025/11/11,10:24:17,387,26,7,"0.088",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"7629.74","0.00","125.00",800,"1.2","105.00","300.00"
26,2025/11/11,10:24:20,394,27,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"7933.63","0.00","125.00",800,"1.2","105.00","300.00"
27,2025/11/11,10:24:22,398,28,4,"0.085",1,998,"141.27","126.58","1.1","+59.76","+136.22",33388,"8229.30","0.00","125.00",800,"1.2","105.00","300.00"
