"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,15:51:53,1083,1,3,"0.127",6,1000,"86.50","70.81","1.2","-36.72","+55.42",33388,"92.68","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,15:51:55,1088,2,3,"0.086",6,990,"79.83","67.81","1.1","-35.39","-109.51",33388,"130.28","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,15:51:58,1098,3,6,"0.086",6,891,"89.17","88.17","1.0","-112.51","+154.25",33388,"825.38","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,15:52:00,1106,4,7,"0.086",6,943,"49.11","40.76","1.2","+13.68","+176.62",33388,"1196.02","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,15:52:03,1113,5,7,"0.101",6,999,"92.51","96.52","1.0","-50.41","+251.07",33388,"1551.26","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,15:52:05,1114,6,1,"0.086",1,999,"100.19","94.85","1.0","-53.75","+181.63",33388,"1550.54","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,15:52:08,1121,7,7,"0.088",6,1000,"71.48","86.17","1.2","-65.77","-14.02",33388,"1889.21","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,15:52:10,1122,8,1,"0.087",4,361,"74.82","75.15","1.0","-70.11","-84.13",33388,"1885.79","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,15:52:13,1135,9,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2517.22","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,15:52:15,1142,10,7,"0.086",6,999,"72.81","60.79","1.1","+5.34","+105.17",33388,"2915.87","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,15:52:18,1149,11,7,"0.085",6,991,"82.50","84.83","1.0","-28.04","+167.60",33388,"3287.11","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,15:52:20,1152,12,3,"0.086",5,988,"69.14","90.84","1.3","-32.38","+50.74",33388,"3290.46","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,15:52:23,1159,13,2,"0.086",1,991,"98.19","113.55","1.1","+33.38","+198.32",33388,"3716.59","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,15:52:25,1165,14,6,"0.085",6,994,"65.47","64.47","1.0","-89.14","+42.06",33388,"4013.85","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,15:52:28,1173,15,7,"0.087",1,1000,"114.21","128.91","1.1","+19.69","+76.79",33388,"4397.32","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,15:52:30,1174,16,1,"0.101",1,974,"113.21","98.52","1.1","+21.36","+4.34",33388,"4376.13","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/11,15:52:33,1181,17,7,"0.102",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"4912.04","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/11,15:52:35,1188,18,7,"0.085",6,999,"72.81","65.80","1.1","+21.36","-105.50",33388,"5113.93","0.00","125.00",800,"1.2","100.00","300.00"
18,2025/11/11,15:52:38,1189,19,1,"0.085",1,999,"119.56","92.85","1.2","+56.09","+193.31",33388,"5482.91","0.00","125.00",800,"1.2","100.00","300.00"
19,2025/11/11,15:52:40,1192,20,3,"0.087",4,334,"49.11","28.41","1.7","+54.08","-118.86",33388,"5528.35","0.00","125.00",800,"1.2","100.00","300.00"
20,2025/11/11,15:52:43,1203,21,7,"0.085",6,941,"52.45","46.77","1.1","+5.34","+52.08",33388,"6177.77","0.00","125.00",800,"1.2","100.00","300.00"
21,2025/11/11,15:52:45,1208,22,5,"0.085",1,987,"105.20","130.91","1.2","+38.39","+175.28",33388,"6526.05","0.00","125.00",800,"1.2","100.00","300.00"
22,2025/11/11,15:52:48,1209,23,1,"0.081",1,999,"110.88","119.56","1.0","+35.72","+37.39",33388,"6510.70","0.00","125.00",800,"1.2","100.00","300.00"
23,2025/11/11,15:52:50,1217,24,8,"0.081",6,995,"75.48","81.83","1.0","+62.76","+211.01",33388,"7253.95","0.00","125.00",800,"1.2","100.00","300.00"
24,2025/11/11,15:52:53,1224,25,7,"0.086",6,967,"65.13","76.82","1.1","+53.08","-46.07",33388,"7267.71","0.00","125.00",800,"1.2","100.00","300.00"
25,2025/11/11,15:52:56,1232,26,7,"0.086",6,963,"62.13","68.14","1.0","-4.34","-56.09",33388,"7579.87","0.00","125.00",800,"1.2","100.00","300.00"
26,2025/11/11,15:52:58,1235,27,3,"0.086",6,886,"63.13","67.81","1.0","-8.01","-174.95",33388,"7581.04","0.00","125.00",800,"1.2","100.00","300.00"
27,2025/11/11,15:53:01,1246,28,6,"0.087",1,990,"101.19","96.85","1.0","+28.37","+91.81",33388,"8288.09","0.00","125.00",800,"1.2","100.00","300.00"
