"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,14:45:43,6185,1,5,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"132.01","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,14:45:46,6190,2,5,"0.087",1,1000,"117.56","92.19","1.2","-36.05","+13.68",33388,"345.05","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,14:45:48,6197,3,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"748.38","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,14:45:51,6204,4,7,"0.086",6,954,"79.17","73.16","1.0","-104.50","+5.67",33388,"1062.16","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,14:45:53,6211,5,7,"0.086",6,998,"62.81","61.14","1.0","-67.77","+89.81",33388,"1449.90","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,14:45:56,6218,6,7,"0.081",6,953,"55.13","57.13","1.0","-52.08","-184.63",33388,"1452.66","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,14:45:59,6229,7,9,"0.087",6,944,"56.13","57.13","1.0","-90.48","+126.54",33388,"2199.42","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,14:46:02,6238,8,9,"0.086",6,998,"51.45","63.47","1.2","-20.70","+156.92",33388,"2616.29","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,14:46:05,6243,9,5,"0.086",6,836,"45.44","43.77","1.0","-4.34","-35.39",33388,"2622.39","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,14:46:07,6249,10,3,"0.085",1,999,"119.23","126.91","1.0","+48.74","+126.87",33388,"3023.96","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,14:46:10,6250,11,1,"0.094",1,997,"102.87","111.89","1.0","+56.09","-110.84",33388,"2998.78","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,14:46:12,6257,12,7,"0.087",6,919,"53.12","57.80","1.0","+131.88","+54.75",33388,"3705.51","0.00","125.00",800,"1.2","100.00","300.00"
