"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,14:57:07,5415,1,2,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"78.91","0.00","50.00",600,"1.2","100.00","300.00"
1,2025/11/12,14:57:10,5415,1,2,"0.086",0,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"78.91","0.00","50.00",600,"1.2","100.00","300.00"
2,2025/11/12,14:57:12,5418,3,3,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"552.91","0.00","50.00",600,"1.2","100.00","300.00"
3,2025/11/12,14:57:15,5419,4,1,"0.092",1,973,"141.26","127.24","1.1","-12.68","+130.21",33388,"940.46","0.00","50.00",600,"1.2","100.00","300.00"
4,2025/11/12,14:57:18,5425,5,6,"0.085",1,995,"115.55","131.58","1.1","+11.01","+133.21",33388,"1391.72","0.00","50.00",600,"1.2","100.00","300.00"
5,2025/11/12,14:57:20,5433,6,8,"0.086",1,812,"108.54","132.24","1.2","-32.05","+151.24",33388,"1790.41","0.00","50.00",600,"1.2","100.00","300.00"
6,2025/11/12,14:57:23,5438,7,5,"0.085",1,947,"150.27","134.58","1.1","-34.38","-63.77",33388,"1773.15","0.00","50.00",600,"1.2","100.00","300.00"
7,2025/11/12,14:57:25,5440,8,2,"0.104",5,992,"148.60","76.49","1.9","-42.40","-210.67",33388,"1793.64","0.00","50.00",600,"1.2","100.00","300.00"
8,2025/11/12,14:57:28,5453,9,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2515.63","0.00","50.00",600,"1.2","100.00","300.00"
9,2025/11/12,14:57:30,5458,10,5,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2816.73","0.00","50.00",600,"1.2","100.00","300.00"
10,2025/11/12,14:57:33,5465,11,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"3123.32","0.00","50.00",600,"1.2","100.00","300.00"
