"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,13:36:38,1017,1,5,"0.086",6,997,"55.79","61.80","1.1","-63.10","-75.79",33388,"55.99","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,13:36:40,1020,2,3,"0.086",6,914,"45.78","57.46","1.2","-62.43","-195.65",33388,"59.49","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,13:36:43,1031,3,7,"0.087",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"698.79","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,13:36:45,1038,4,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1018.18","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,13:36:48,1046,5,8,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1332.88","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,13:36:50,1053,6,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1610.95","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,13:36:53,1060,7,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1922.78","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,13:36:55,1068,8,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2243.60","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,13:36:58,1075,9,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2525.49","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,13:37:00,1083,10,8,"0.086",8,984,"117.23","114.56","1.0","+144.57","+134.88",33388,"2929.84","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,13:37:03,1089,11,6,"0.086",8,984,"163.30","139.60","1.1","+124.87","-90.14",33388,"2895.75","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,13:37:05,1091,12,1,"0.087",8,923,"138.60","120.23","1.1","+112.18","-165.93",33388,"2884.02","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,13:37:08,1100,13,2,"0.087",1,996,"104.21","104.87","1.0","+98.82","+195.31",33388,"3537.40","0.00","125.00",800,"1.2","100.00","300.00"
