"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,15:51:53,1558,1,4,"0.086",8,874,"110.22","85.51","1.2","-101.83","+219.02",33388,"290.63","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,15:51:56,1564,2,5,"0.087",1,991,"95.53","121.23","1.2","-85.47","-37.06",33388,"303.65","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,15:51:58,1568,3,4,"0.088",8,1000,"110.55","103.54","1.0","-104.83","+65.44",33388,"708.50","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,15:52:01,1576,4,4,"0.086",1,995,"107.55","98.20","1.0","-47.74","+104.50",33388,"1067.62","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,15:52:03,1580,5,4,"0.086",1,999,"107.55","109.88","1.0","-80.79","+188.64",33388,"1436.33","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,15:52:06,1581,6,1,"0.087",1,1000,"131.25","103.20","1.2","-73.11","-33.05",33388,"1402.28","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,15:52:08,1588,7,7,"0.087",6,962,"53.79","46.11","1.1","-65.77","+149.24",33388,"2124.47","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,15:52:11,1591,8,3,"0.086",6,896,"54.46","45.78","1.1","-66.44","-14.69",33388,"2108.66","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,15:52:13,1597,9,2,"0.086",1,975,"90.18","106.88","1.1","-53.08","-13.02",33388,"2377.05","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,15:52:16,1600,10,3,"0.086",6,991,"62.81","48.45","1.2","-50.74","+86.80",33388,"2806.88","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,15:52:18,1609,11,5,"0.086",6,996,"61.47","68.82","1.1","-32.05","+70.78",33388,"3176.13","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,15:52:21,1618,12,7,"0.085",6,992,"67.15","71.15","1.0","-54.42","+41.40",33388,"3532.48","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,15:52:23,1625,13,7,"0.086",6,999,"55.46","52.46","1.0","-33.38","+87.81",33388,"3870.95","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,15:52:26,1632,14,7,"0.086",6,984,"68.48","54.46","1.2","-11.35","+148.91",33388,"4242.80","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,15:52:28,1635,15,3,"0.086",6,997,"50.12","40.44","1.2","-10.35","+21.03",33388,"4236.57","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,15:52:31,1647,16,7,"0.086",6,1000,"82.50","79.50","1.0","-98.16","+186.30",33388,"4881.01","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/11,15:52:33,1652,17,5,"0.086",6,1000,"86.51","88.51","1.0","-95.48","-17.02",33388,"4879.05","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/11,15:52:36,1657,18,2,"0.086",1,991,"93.19","103.54","1.1","+13.35","+199.66",33388,"5297.32","0.00","125.00",800,"1.2","100.00","300.00"
18,2025/11/11,15:52:38,1658,19,1,"0.094",1,994,"85.84","104.87","1.2","+18.69","-71.78",33388,"5275.84","0.00","125.00",800,"1.2","100.00","300.00"
19,2025/11/11,15:52:41,1665,20,7,"0.086",6,973,"64.81","51.45","1.2","+26.04","+96.49",33388,"5986.16","0.00","125.00",800,"1.2","100.00","300.00"
20,2025/11/11,15:52:43,1672,21,7,"0.087",6,862,"51.79","64.14","1.2","+20.36","-212.01",33388,"5977.13","0.00","125.00",800,"1.2","100.00","300.00"
21,2025/11/11,15:52:46,1680,22,8,"0.086",6,999,"53.79","51.12","1.0","+52.41","+214.35",33388,"6718.45","0.00","125.00",800,"1.2","100.00","300.00"
22,2025/11/11,15:52:48,1687,23,7,"0.086",6,996,"73.82","79.50","1.0","-2.00","+268.77",33388,"7043.14","0.00","125.00",800,"1.2","100.00","300.00"
23,2025/11/11,15:52:51,1692,24,5,"0.104",6,998,"92.19","91.19","1.0","-5.67","+36.05",33388,"7032.25","0.00","125.00",800,"1.2","100.00","300.00"
24,2025/11/11,15:52:53,1697,25,3,"0.086",1,834,"136.26","127.91","1.0","-1.33","+199.66",33388,"7389.31","0.00","125.00",800,"1.2","100.00","300.00"
