"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,09:59:15,2467,1,1,"0.138",1,815,"110.54","110.54","1.0","+6.67","+128.54",33388,"128.56","0.00","50.00",700,"1.2","100.00","300.00"
1,2025/11/12,09:59:18,2469,2,2,"0.086",1,950,"119.56","93.51","1.2","+7.67","-16.69",33388,"186.50","0.00","50.00",700,"1.2","100.00","300.00"
2,2025/11/12,09:59:20,2470,3,1,"0.093",1,999,"120.56","104.20","1.1","-5.67","+46.74",33388,"502.42","0.00","50.00",700,"1.2","100.00","300.00"
3,2025/11/12,09:59:23,2477,4,7,"0.086",9,831,"129.91","100.86","1.2","+3.33","+249.07",33388,"1245.91","0.00","50.00",700,"1.2","100.00","300.00"
4,2025/11/12,09:59:25,2479,5,1,"0.086",1,983,"138.59","114.21","1.2","-2.67","+159.26",33388,"1237.33","0.00","50.00",700,"1.2","100.00","300.00"
5,2025/11/12,09:59:28,2487,6,8,"0.087",5,992,"107.54","63.47","1.6","-41.40","+280.79",33388,"1922.57","0.00","50.00",700,"1.2","100.00","300.00"
6,2025/11/12,09:59:30,2490,7,3,"0.087",1,769,"111.88","123.90","1.1","-42.73","+198.32",33388,"1958.90","0.00","50.00",700,"1.2","100.00","300.00"
7,2025/11/12,09:59:33,2496,8,6,"0.086",1,998,"136.25","117.89","1.1","-21.03","+185.97",33388,"2348.17","0.00","50.00",700,"1.2","100.00","300.00"
8,2025/11/12,09:59:35,2503,9,7,"0.081",3,997,"125.90","84.17","1.4","-21.36","-161.59",33388,"2340.01","0.00","50.00",700,"1.2","100.00","300.00"
9,2025/11/12,09:59:38,2511,10,7,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2820.80","0.00","50.00",700,"1.2","100.00","300.00"
10,2025/11/12,09:59:40,2519,11,8,"0.081",9,989,"130.57","104.87","1.2","-39.73","+233.04",33388,"3370.64","0.00","50.00",700,"1.2","100.00","300.00"
11,2025/11/12,09:59:43,2520,12,1,"0.086",1,975,"129.91","129.57","1.0","-40.73","+199.99",33388,"3378.69","0.00","50.00",700,"1.2","100.00","300.00"
12,2025/11/12,09:59:45,2527,13,7,"0.086",1,919,"79.83","103.20","1.2","+49.74","-7.01",33388,"3698.56","0.00","50.00",700,"1.2","100.00","300.00"
13,2025/11/12,09:59:48,2534,14,7,"0.086",6,981,"52.45","59.12","1.1","-28.71","+102.83",33388,"4108.58","0.00","50.00",700,"1.2","100.00","300.00"
14,2025/11/12,09:59:50,2541,15,6,"0.087",1,925,"155.28","130.24","1.1","-1.00","+180.96",33388,"4465.45","0.00","50.00",700,"1.2","100.00","300.00"
15,2025/11/12,09:59:53,2548,16,7,"0.086",9,997,"125.57","126.90","1.0","+18.02","+219.02",33388,"4832.52","0.00","50.00",700,"1.2","100.00","300.00"
16,2025/11/12,09:59:55,2549,17,1,"0.086",1,999,"119.22","102.20","1.1","+16.69","+151.24",33388,"4832.20","0.00","50.00",700,"1.2","100.00","300.00"
17,2025/11/12,09:59:58,2550,18,1,"0.087",1,968,"102.86","110.88","1.0","-16.69","+174.61",33388,"5143.57","0.00","50.00",700,"1.2","100.00","300.00"
18,2025/11/12,10:00:00,2557,19,7,"0.086",6,993,"97.52","80.16","1.2","+23.70","+45.07",33388,"5553.97","0.00","50.00",700,"1.2","100.00","300.00"
19,2025/11/12,10:00:03,2559,20,1,"0.086",1,770,"105.87","81.49","1.2","+20.03","-37.06",33388,"5552.45","0.00","50.00",700,"1.2","100.00","300.00"
20,2025/11/12,10:00:05,2560,21,1,"0.111",1,997,"122.23","114.55","1.0","-7.34","-2.33",33388,"5871.21","0.00","50.00",700,"1.2","100.00","300.00"
21,2025/11/12,10:00:08,2568,22,8,"0.087",9,993,"104.53","113.55","1.0","+8.68","+253.08",33388,"6698.31","0.00","50.00",700,"1.2","100.00","300.00"
22,2025/11/12,10:00:10,2570,23,2,"0.088",1,901,"112.21","120.22","1.0","+10.35","+183.63",33388,"6708.66","0.00","50.00",700,"1.2","100.00","300.00"
23,2025/11/12,10:00:13,2578,24,8,"0.087",5,992,"97.85","70.81","1.3","+17.69","+275.11",33388,"7327.74","0.00","50.00",700,"1.2","100.00","300.00"
24,2025/11/12,10:00:15,2581,25,3,"0.087",1,987,"118.89","114.55","1.0","+16.69","+176.28",33388,"7349.03","0.00","50.00",700,"1.2","100.00","300.00"
25,2025/11/12,10:00:18,2585,26,4,"0.086",1,1000,"105.87","109.21","1.0","-39.39","+153.91",33388,"7644.93","0.00","50.00",700,"1.2","100.00","300.00"
26,2025/11/12,10:00:20,2593,27,8,"0.086",6,999,"67.14","72.15","1.0","-16.69","+34.05",33388,"7987.70","0.00","50.00",700,"1.2","100.00","300.00"
27,2025/11/12,10:00:23,2597,28,4,"0.086",6,997,"62.13","77.15","1.2","-17.69","-120.19",33388,"7991.93","0.00","50.00",700,"1.2","100.00","300.00"
28,2025/11/12,10:00:25,2608,29,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"8554.94","0.00","50.00",700,"1.2","100.00","300.00"
