"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,14:21:31,3737,1,5,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"131.57","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,14:21:34,3744,2,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"409.55","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,14:21:36,3751,3,7,"0.087",5,940,"87.50","54.78","1.5","+82.80","+285.46",33388,"1003.57","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,14:21:39,3755,4,4,"0.086",1,982,"135.25","130.57","1.0","+90.14","+185.63",33388,"1061.38","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,14:21:41,3756,5,1,"0.086",1,983,"116.89","117.55","1.0","+89.14","-40.06",33388,"1022.80","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,14:21:44,3759,6,3,"0.086",6,816,"92.51","77.49","1.1","+97.15","-14.69",33388,"1428.41","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,14:21:46,3770,7,7,"0.086",5,998,"68.47","97.52","1.4","+74.45","+149.91",33388,"2060.47","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,14:21:49,3775,8,5,"0.086",5,974,"58.12","79.49","1.3","+74.12","-94.82",33388,"2040.87","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,14:21:51,3784,9,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2512.68","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,14:21:54,3792,10,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2845.58","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,14:21:56,3799,11,7,"0.086",6,993,"57.79","60.79","1.0","+7.01","+104.17",33388,"3218.88","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,14:21:59,3800,12,1,"0.086",6,977,"54.12","47.44","1.1","+6.00","+37.72",33388,"3221.00","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,14:22:01,3809,13,3,"0.086",4,532,"28.07","23.73","1.1","+64.77","+18.02",33388,"3577.25","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,14:22:04,3820,14,7,"0.085",6,942,"63.13","50.11","1.2","+66.10","+279.12",33388,"4308.69","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,14:22:07,3824,15,4,"0.086",1,998,"129.57","128.57","1.0","+58.76","+113.85",33388,"4313.72","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,14:22:09,3825,16,1,"0.093",1,991,"123.23","126.90","1.0","+51.41","-94.15",33388,"4282.54","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/11,14:22:12,3832,17,7,"0.086",6,962,"52.11","52.45","1.0","+13.68","+59.09",33388,"4970.76","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/11,14:22:14,3838,18,6,"0.086",1,992,"97.85","113.88","1.1","+36.72","+188.30",33388,"5370.07","0.00","125.00",800,"1.2","100.00","300.00"
