"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,14:58:11,7269,1,5,"0.086",8,991,"123.57","107.21","1.1","-95.82","+101.49",33388,"217.02","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,14:58:14,7275,2,6,"0.086",8,983,"130.92","100.87","1.2","-90.14","-131.54",33388,"231.09","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,14:58:16,7283,3,7,"0.086",6,906,"47.11","54.46","1.1","-142.23","+206.67",33388,"917.86","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,14:58:19,7290,4,7,"0.086",6,990,"57.13","55.13","1.0","-122.20","-92.15",33388,"927.57","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,14:58:21,7298,5,8,"0.086",8,988,"91.19","100.20","1.0","-139.56","-42.40",33388,"1295.48","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,14:58:24,7302,6,4,"0.086",8,949,"96.86","102.54","1.0","-131.21","-179.96",33388,"1320.54","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,14:58:27,7307,7,1,"0.086",6,912,"35.76","38.77","1.0","-105.50","-52.41",33388,"1651.43","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,14:58:29,7321,8,7,"0.086",6,947,"44.78","58.13","1.2","-44.73","+112.85",33388,"2373.34","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,14:58:32,7329,9,7,"0.086",6,963,"82.17","90.52","1.1","-57.09","+165.60",33388,"2745.11","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,14:58:34,7330,10,1,"0.086",1,999,"101.87","89.18","1.1","-56.75","+101.83",33388,"2747.71","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,14:58:37,7335,11,5,"0.086",4,500,"22.74","14.39","1.5","-5.67","-3.67",33388,"3093.90","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,14:58:39,7344,12,7,"0.086",6,985,"53.79","59.80","1.1","+12.35","-23.70",33388,"3461.12","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,14:58:42,7348,13,4,"0.086",1,992,"109.21","114.89","1.0","-3.67","+186.97",33388,"3833.78","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,14:58:44,7355,14,7,"0.086",6,999,"77.50","92.85","1.1","-16.69","+109.51",33388,"4180.36","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,14:58:47,7361,15,6,"0.086",6,982,"78.16","71.82","1.0","-17.69","-168.94",33388,"4179.88","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,14:58:50,7370,16,8,"0.105",4,359,"27.41","21.40","1.2","+3.33","+143.23",33388,"4853.81","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/11,14:58:52,7373,17,3,"0.086",6,908,"40.44","38.43","1.0","+9.34","+22.03",33388,"4850.90","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/11,14:58:55,7385,18,8,"0.087",4,521,"27.75","30.09","1.0","-22.03","+258.08",33388,"5571.60","0.00","125.00",800,"1.2","100.00","300.00"
18,2025/11/11,14:58:57,7386,19,1,"0.086",4,397,"34.43","26.41","1.3","-21.03","+211.67",33388,"5564.92","0.00","125.00",800,"1.2","100.00","300.00"
