"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,14:14:24,2168,1,1,"0.131",1,936,"117.22","107.20","1.0","-69.11","-185.30",33388,"-151.70","0.00","50.00",700,"1.2","100.00","300.00"
1,2025/11/12,14:14:27,2176,2,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"484.89","0.00","50.00",700,"1.2","100.00","300.00"
2,2025/11/12,14:14:29,2179,3,3,"0.085",1,998,"118.56","123.90","1.0","-102.50","+198.32",33388,"802.49","0.00","50.00",700,"1.2","100.00","300.00"
3,2025/11/12,14:14:32,2180,4,1,"0.093",1,1000,"114.21","112.21","1.0","-84.13","-35.72",33388,"781.32","0.00","50.00",700,"1.2","100.00","300.00"
4,2025/11/12,14:14:34,2184,5,4,"0.086",1,998,"134.92","120.22","1.1","-53.08","+179.62",33388,"1411.74","0.00","50.00",700,"1.2","100.00","300.00"
5,2025/11/12,14:14:37,2185,6,1,"0.091",1,869,"151.94","124.23","1.2","-66.10","-44.73",33388,"1375.79","0.00","50.00",700,"1.2","100.00","300.00"
6,2025/11/12,14:14:39,2186,7,1,"0.093",1,987,"139.59","135.25","1.0","-57.76","+86.14",33388,"1805.34","0.00","50.00",700,"1.2","100.00","300.00"
7,2025/11/12,14:14:42,2193,8,7,"0.087",6,998,"83.83","74.82","1.1","-68.11","-97.15",33388,"2159.65","0.00","50.00",700,"1.2","100.00","300.00"
8,2025/11/12,14:14:44,2194,9,1,"0.086",6,999,"82.16","88.51","1.0","-68.44","-174.61",33388,"2160.55","0.00","50.00",700,"1.2","100.00","300.00"
9,2025/11/12,14:14:47,2208,10,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"2887.52","0.00","50.00",700,"1.2","100.00","300.00"
10,2025/11/12,14:14:49,2214,11,6,"0.086",6,805,"41.10","35.75","1.1","-83.13","+184.30",33388,"3311.10","0.00","50.00",700,"1.2","100.00","300.00"
11,2025/11/12,14:14:52,2222,12,7,"0.086",6,942,"66.14","69.47","1.0","-69.78","-154.92",33388,"3315.07","0.00","50.00",700,"1.2","100.00","300.00"
12,2025/11/12,14:14:55,2225,13,3,"0.085",9,724,"107.54","114.21","1.0","+7.67","+218.02",33388,"3913.07","0.00","50.00",700,"1.2","100.00","300.00"
13,2025/11/12,14:14:57,2228,14,1,"0.086",1,917,"106.20","99.86","1.0","+23.03","+94.48",33388,"3907.49","0.00","50.00",700,"1.2","100.00","300.00"
14,2025/11/12,14:15:00,2235,15,7,"0.101",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"4360.45","0.00","50.00",700,"1.2","100.00","300.00"
15,2025/11/12,14:15:02,2242,16,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"4681.08","0.00","50.00",700,"1.2","100.00","300.00"
16,2025/11/12,14:15:05,2250,17,8,"0.087",4,476,"68.14","12.72","5.3","+7.01","+304.83",33388,"5304.39","0.00","50.00",700,"1.2","100.00","300.00"
17,2025/11/12,14:15:07,2256,18,6,"0.087",1,1000,"84.17","101.86","1.2","-4.67","+101.49",33388,"5341.18","0.00","50.00",700,"1.2","100.00","300.00"
18,2025/11/12,14:15:10,2262,19,6,"0.086",6,759,"89.51","93.18","1.0","-7.67","-168.94",33388,"5358.88","0.00","50.00",700,"1.2","100.00","300.00"
19,2025/11/12,14:15:12,2270,20,7,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"5876.18","0.00","50.00",700,"1.2","100.00","300.00"
20,2025/11/12,14:15:15,2276,21,6,"0.085",1,940,"107.20","138.92","1.2","+59.43","+131.88",33388,"6275.17","0.00","50.00",700,"1.2","100.00","300.00"
21,2025/11/12,14:15:17,2278,22,2,"0.086",6,722,"93.51","90.51","1.0","+87.14","-6.00",33388,"6254.65","0.00","50.00",700,"1.2","100.00","300.00"
22,2025/11/12,14:15:20,2291,23,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"6779.88","0.00","50.00",700,"1.2","100.00","300.00"
23,2025/11/12,14:15:22,2299,24,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7096.09","0.00","50.00",700,"1.2","100.00","300.00"
24,2025/11/12,14:15:25,2304,25,5,"0.093",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7350.38","0.00","50.00",700,"1.2","100.00","300.00"
25,2025/11/12,14:15:27,2312,26,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"7699.31","0.00","50.00",700,"1.2","100.00","300.00"
26,2025/11/12,14:15:30,2318,27,6,"0.085",6,998,"76.82","94.85","1.2","+55.75","+174.95",33388,"8111.49","0.00","50.00",700,"1.2","100.00","300.00"
27,2025/11/12,14:15:32,2324,28,5,"0.086",6,875,"71.81","64.13","1.1","+49.41","-100.16",33388,"8103.27","0.00","50.00",700,"1.2","100.00","300.00"
28,2025/11/12,14:15:35,2334,29,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"8599.31","0.00","50.00",700,"1.2","100.00","300.00"
29,2025/11/12,14:15:37,2341,30,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"8875.32","0.00","50.00",700,"1.2","100.00","300.00"
30,2025/11/12,14:15:40,2348,31,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"9178.54","0.00","50.00",700,"1.2","100.00","300.00"
31,2025/11/12,14:15:42,2355,32,7,"0.086",4,402,"37.09","55.45","1.4","+116.85","+58.42",33388,"9545.97","0.00","50.00",700,"1.2","100.00","300.00"
32,2025/11/12,14:15:45,2362,33,7,"0.086",5,725,"58.46","41.10","1.4","+65.44","+54.75",33388,"9834.61","0.00","50.00",700,"1.2","100.00","300.00"
33,2025/11/12,14:15:47,2366,34,4,"0.086",6,858,"69.14","61.13","1.1","+66.77","-128.54",33388,"9839.24","0.00","50.00",700,"1.2","100.00","300.00"
34,2025/11/12,14:15:50,2376,35,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"10391.86","0.00","50.00",700,"1.2","100.00","300.00"
35,2025/11/12,14:15:52,2384,36,8,"0.085",8,863,"86.84","104.53","1.2","+118.86","+139.56",33388,"10851.94","0.00","50.00",700,"1.2","100.00","300.00"
36,2025/11/12,14:15:55,2387,37,3,"0.086",8,751,"106.87","99.52","1.0","+103.16","+18.02",33388,"10849.34","0.00","50.00",700,"1.2","100.00","300.00"
37,2025/11/12,14:15:58,2396,38,5,"0.093",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"11298.93","0.00","50.00",700,"1.2","100.00","300.00"
38,2025/11/12,14:16:00,2402,39,6,"0.085",4,609,"52.78","44.10","1.1","+8.68","+89.14",33388,"11674.22","0.00","50.00",700,"1.2","100.00","300.00"
39,2025/11/12,14:16:03,2405,40,3,"0.104",6,900,"63.13","57.79","1.0","+34.38","-140.22",33388,"11656.90","0.00","50.00",700,"1.2","100.00","300.00"
40,2025/11/12,14:16:05,2415,41,7,"0.101",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"12193.00","0.00","50.00",700,"1.2","100.00","300.00"
41,2025/11/12,14:16:08,2422,42,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"12497.91","0.00","50.00",700,"1.2","100.00","300.00"
42,2025/11/12,14:16:10,2424,43,2,"0.086",1,817,"80.83","103.53","1.2","-37.72","+175.95",33388,"12818.76","0.00","50.00",700,"1.2","100.00","300.00"
43,2025/11/12,14:16:13,2430,44,6,"0.086",1,800,"92.85","101.19","1.0","+73.78","+127.54",33388,"13166.30","0.00","50.00",700,"1.2","100.00","300.00"
44,2025/11/12,14:16:15,2431,45,1,"0.085",1,800,"128.57","107.54","1.1","+96.49","-6.00",33388,"13134.14","0.00","50.00",700,"1.2","100.00","300.00"
45,2025/11/12,14:16:18,2439,46,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"13721.09","0.00","50.00",700,"1.2","100.00","300.00"
46,2025/11/12,14:16:20,2446,47,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"14000.30","0.00","50.00",700,"1.2","100.00","300.00"
47,2025/11/12,14:16:23,2454,48,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"14316.39","0.00","50.00",700,"1.2","100.00","300.00"
48,2025/11/12,14:16:25,2459,49,5,"0.107",1,988,"102.20","106.20","1.0","+44.40","+75.79",33388,"14591.62","0.00","50.00",700,"1.2","100.00","300.00"
49,2025/11/12,14:16:28,2460,50,1,"0.104",5,930,"158.95","102.86","1.5","+24.37","-65.77",33388,"14575.23","0.00","50.00",700,"1.2","100.00","300.00"
50,2025/11/12,14:16:30,2474,51,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"15197.44","0.00","50.00",700,"1.2","100.00","300.00"
51,2025/11/12,14:16:33,2481,52,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"15503.07","0.00","50.00",700,"1.2","100.00","300.00"
52,2025/11/12,14:16:35,2489,53,8,"0.084",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"15819.75","0.00","50.00",700,"1.2","100.00","300.00"
53,2025/11/12,14:16:38,2496,54,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"16099.36","0.00","50.00",700,"1.2","100.00","300.00"
54,2025/11/12,14:16:41,2502,55,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"16404.04","0.00","50.00",700,"1.2","100.00","300.00"
55,2025/11/12,14:16:43,2510,56,8,"0.104",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"16720.84","0.00","50.00",700,"1.2","100.00","300.00"
56,2025/11/12,14:16:46,2517,57,7,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"17000.07","0.00","50.00",700,"1.2","100.00","300.00"
57,2025/11/12,14:16:48,2524,58,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"17304.15","0.00","50.00",700,"1.2","100.00","300.00"
58,2025/11/12,14:16:51,2532,59,8,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"17619.87","0.00","50.00",700,"1.2","100.00","300.00"
59,2025/11/12,14:16:53,2536,60,4,"0.088",1,890,"117.89","126.90","1.0","-5.34","+190.31",33388,"17970.26","0.00","50.00",700,"1.2","100.00","300.00"
60,2025/11/12,14:16:56,2543,61,7,"0.086",3,763,"144.60","85.17","1.6","-3.00","-210.34",33388,"17984.70","0.00","50.00",700,"1.2","100.00","300.00"
61,2025/11/12,14:16:58,2550,62,7,"0.085",6,998,"77.15","67.47","1.1","-4.67","+223.03",33388,"18724.06","0.00","50.00",700,"1.2","100.00","300.00"
62,2025/11/12,14:17:01,2557,63,7,"0.086",6,997,"67.14","74.48","1.1","-1.66","-83.13",33388,"18719.59","0.00","50.00",700,"1.2","100.00","300.00"
63,2025/11/12,14:17:03,2559,64,2,"0.086",6,989,"69.81","67.14","1.0","-3.00","-191.64",33388,"18716.79","0.00","50.00",700,"1.2","100.00","300.00"
64,2025/11/12,14:17:06,2567,65,3,"0.104",4,423,"39.43","29.74","1.3","+95.48","-62.10",33388,"19190.85","0.00","50.00",700,"1.2","100.00","300.00"
65,2025/11/12,14:17:08,2579,66,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"19725.76","0.00","50.00",700,"1.2","100.00","300.00"
66,2025/11/12,14:17:11,2586,67,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"20003.06","0.00","50.00",700,"1.2","100.00","300.00"
67,2025/11/12,14:17:13,2593,68,7,"0.086",1,999,"114.55","96.19","1.1","+42.40","+111.84",33388,"20417.32","0.00","50.00",700,"1.2","100.00","300.00"
68,2025/11/12,14:17:16,2594,69,1,"0.086",1,994,"92.85","100.86","1.0","+43.73","+45.74",33388,"20401.98","0.00","50.00",700,"1.2","100.00","300.00"
69,2025/11/12,14:17:18,2596,70,2,"0.086",4,678,"90.84","62.80","1.4","+86.14","-208.67",33388,"20488.24","0.00","50.00",700,"1.2","100.00","300.00"
70,2025/11/12,14:17:21,2609,71,7,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"21212.07","0.00","50.00",700,"1.2","100.00","300.00"
71,2025/11/12,14:17:23,2615,72,6,"0.085",4,340,"108.20","57.79","1.8","+6.00","+254.41",33388,"21733.84","0.00","50.00",700,"1.2","100.00","300.00"
72,2025/11/12,14:17:26,2617,73,1,"0.086",1,814,"119.22","106.20","1.1","+3.33","+189.64",33388,"21749.59","0.00","50.00",700,"1.2","100.00","300.00"
73,2025/11/12,14:17:28,2625,74,8,"0.087",6,999,"76.82","83.50","1.0","-3.67","+18.69",33388,"22154.64","0.00","50.00",700,"1.2","100.00","300.00"
74,2025/11/12,14:17:31,2629,75,4,"0.086",6,981,"67.81","83.50","1.2","-5.67","-143.90",33388,"22152.74","0.00","50.00",700,"1.2","100.00","300.00"
75,2025/11/12,14:17:33,2640,76,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"22732.12","0.00","50.00",700,"1.2","100.00","300.00"
76,2025/11/12,14:17:36,2646,77,6,"0.086",1,939,"94.85","103.86","1.0","+35.05","+187.30",33388,"23158.93","0.00","50.00",700,"1.2","100.00","300.00"
77,2025/11/12,14:17:38,2652,78,6,"0.086",3,919,"109.21","74.48","1.4","+28.71","-103.16",33388,"23156.58","0.00","50.00",700,"1.2","100.00","300.00"
78,2025/11/12,14:17:41,2661,79,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"23625.27","0.00","50.00",700,"1.2","100.00","300.00"
79,2025/11/12,14:17:43,2668,80,7,"0.085",5,816,"108.54","45.10","2.4","+8.34","+238.72",33388,"24135.91","0.00","50.00",700,"1.2","100.00","300.00"
80,2025/11/12,14:17:46,2672,81,3,"0.085",1,998,"109.21","86.17","1.2","-3.67","+92.15",33388,"24149.07","0.00","50.00",700,"1.2","100.00","300.00"
81,2025/11/12,14:17:48,2679,82,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"24506.20","0.00","50.00",700,"1.2","100.00","300.00"
82,2025/11/12,14:17:51,2684,83,5,"0.086",1,998,"91.51","102.86","1.1","+27.04","+179.29",33388,"24922.73","0.00","50.00",700,"1.2","100.00","300.00"
83,2025/11/12,14:17:53,2692,84,8,"0.087",3,986,"104.87","62.46","1.6","+67.10","-217.35",33388,"24930.49","0.00","50.00",700,"1.2","100.00","300.00"
84,2025/11/12,14:17:56,2698,85,6,"0.086",1,849,"109.87","110.88","1.0","+61.43","+195.31",33388,"25577.75","0.00","50.00",700,"1.2","100.00","300.00"
85,2025/11/12,14:17:58,2703,86,5,"0.085",5,984,"133.25","100.19","1.3","+99.83","-90.48",33388,"25541.68","0.00","50.00",700,"1.2","100.00","300.00"
86,2025/11/12,14:18:01,2712,87,7,"0.085",5,983,"101.86","53.78","1.8","+27.37","+284.46",33388,"26303.01","0.00","50.00",700,"1.2","100.00","300.00"
87,2025/11/12,14:18:03,2717,88,5,"0.086",1,783,"94.52","118.89","1.2","+41.40","+96.82",33388,"26342.90","0.00","50.00",700,"1.2","100.00","300.00"
88,2025/11/12,14:18:06,2725,89,8,"0.086",6,767,"31.75","40.43","1.2","+70.78","-6.34",33388,"26645.34","0.00","50.00",700,"1.2","100.00","300.00"
89,2025/11/12,14:18:08,2728,90,3,"0.086",9,999,"101.86","89.17","1.1","-20.70","+244.06",33388,"27014.30","0.00","50.00",700,"1.2","100.00","300.00"
90,2025/11/12,14:18:11,2737,91,5,"0.087",1,963,"86.84","103.86","1.1","-26.71","-116.85",33388,"27011.22","0.00","50.00",700,"1.2","100.00","300.00"
91,2025/11/12,14:18:13,2744,92,7,"0.086",9,997,"123.56","108.54","1.1","+41.73","+253.41",33388,"27772.09","0.00","50.00",700,"1.2","100.00","300.00"
92,2025/11/12,14:18:16,2745,93,1,"0.086",1,969,"128.24","108.54","1.1","+47.74","+184.63",33388,"27771.82","0.00","50.00",700,"1.2","100.00","300.00"
93,2025/11/12,14:18:18,2746,94,1,"0.087",1,967,"129.24","115.88","1.1","+35.05","-137.89",33388,"27736.22","0.00","50.00",700,"1.2","100.00","300.00"
94,2025/11/12,14:18:21,2753,95,7,"0.087",6,998,"74.82","92.51","1.2","+60.76","-64.77",33388,"28364.63","0.00","50.00",700,"1.2","100.00","300.00"
95,2025/11/12,14:18:23,2760,96,7,"0.086",6,999,"59.12","58.79","1.0","+3.00","+94.48",33388,"28827.25","0.00","50.00",700,"1.2","100.00","300.00"
96,2025/11/12,14:18:26,2766,97,6,"0.093",1,906,"108.54","140.26","1.2","+32.72","+89.47",33388,"29116.53","0.00","50.00",700,"1.2","100.00","300.00"
97,2025/11/12,14:18:29,2768,98,2,"0.085",1,817,"134.58","122.23","1.1","+29.04","+15.02",33388,"29132.69","0.00","50.00",700,"1.2","100.00","300.00"
98,2025/11/12,14:18:31,2775,99,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"29619.76","0.00","50.00",700,"1.2","100.00","300.00"
99,2025/11/12,14:18:34,2782,100,7,"0.088",1,897,"116.89","120.56","1.0","-11.01","+197.65",33388,"30134.09","0.00","50.00",700,"1.2","100.00","300.00"
100,2025/11/12,14:18:36,2786,101,4,"0.086",5,873,"157.29","96.52","1.6","-17.69","+18.36",33388,"30112.22","0.00","50.00",700,"1.2","100.00","300.00"
101,2025/11/12,14:18:39,2793,102,3,"0.086",5,961,"119.89","57.12","2.0","-9.01","-214.68",33388,"30158.19","0.00","50.00",700,"1.2","100.00","300.00"
