"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,14:03:18,2831,1,5,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"126.84","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,14:03:21,2838,2,7,"0.087",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"408.13","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,14:03:23,2845,3,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"720.74","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,14:03:26,2852,4,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1000.58","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,14:03:28,2859,5,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1320.36","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,14:03:31,2867,6,8,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1636.47","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,14:03:33,2874,7,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1918.05","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,14:03:36,2875,8,1,"0.086",1,984,"123.23","127.24","1.0","-59.09","+180.62",33388,"2137.79","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,14:03:38,2877,9,2,"0.085",1,990,"136.92","107.20","1.2","-35.72","+187.64",33388,"2495.75","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,14:03:41,2884,10,7,"0.086",6,943,"90.18","75.15","1.2","+36.05","+26.71",33388,"2838.85","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,14:03:43,2890,11,6,"0.087",1,907,"98.52","109.54","1.1","+64.43","+125.53",33388,"3212.55","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,14:03:46,2891,12,1,"0.093",1,991,"112.21","114.88","1.0","+60.09","+29.04",33388,"3195.03","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,14:03:48,2892,13,1,"0.086",1,999,"106.20","111.88","1.0","-3.67","+66.44",33388,"3532.86","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,14:03:51,2893,14,1,"0.085",1,828,"115.55","133.25","1.1","+90.81","+128.87",33388,"3894.85","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,14:03:53,2896,15,3,"0.087",1,935,"140.59","144.60","1.0","+21.03","+130.54",33388,"4282.71","0.00","125.00",800,"1.2","100.00","300.00"
