"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,10:11:45,62,1,5,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"114.52","0.00","125.00",800,"1.2","105.00","300.00"
1,2025/11/11,10:11:47,69,2,7,"0.086",6,992,"69.48","58.80","1.1","+78.79","+58.09",33388,"453.91","0.00","125.00",800,"1.2","105.00","300.00"
2,2025/11/11,10:11:49,74,3,4,"0.101",6,923,"93.52","83.17","1.1","+54.42","+250.74",33388,"826.24","0.00","125.00",800,"1.2","105.00","300.00"
3,2025/11/11,10:11:52,83,4,7,"0.085",6,942,"61.80","75.83","1.2","+71.45","-83.47",33388,"861.90","0.00","125.00",800,"1.2","105.00","300.00"
4,2025/11/11,10:11:54,86,5,2,"0.085",6,994,"67.48","86.84","1.2","+66.77","-205.67",33388,"860.99","0.00","125.00",800,"1.2","105.00","300.00"
5,2025/11/11,10:11:57,98,6,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1574.02","0.00","125.00",800,"1.2","105.00","300.00"
6,2025/11/11,10:11:59,106,7,8,"0.083",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1889.08","0.00","125.00",800,"1.2","105.00","300.00"
7,2025/11/11,10:12:02,113,8,7,"0.090",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2167.79","0.00","125.00",800,"1.2","105.00","300.00"
8,2025/11/11,10:12:04,119,9,6,"0.086",1,996,"124.91","120.57","1.0","+60.43","+142.56",33388,"2575.65","0.00","125.00",800,"1.2","105.00","300.00"
9,2025/11/11,10:12:07,120,10,1,"0.090",1,997,"112.55","133.59","1.1","+69.44","+20.36",33388,"2541.05","0.00","125.00",800,"1.2","105.00","300.00"
10,2025/11/11,10:12:10,128,11,8,"0.086",1,999,"133.92","118.90","1.1","-29.04","+152.91",33388,"3261.27","0.00","125.00",800,"1.2","105.00","300.00"
11,2025/11/11,10:12:12,135,12,7,"0.085",6,965,"86.84","73.49","1.1","-33.05","-140.22",33388,"3245.51","0.00","125.00",800,"1.2","105.00","300.00"
12,2025/11/11,10:12:15,136,13,1,"0.086",1,906,"128.58","116.89","1.1","+57.76","+160.59",33388,"3615.54","0.00","125.00",800,"1.2","105.00","300.00"
13,2025/11/11,10:12:17,137,14,1,"0.091",3,870,"78.50","83.51","1.0","+83.13","-128.54",33388,"3613.23","0.00","125.00",800,"1.2","105.00","300.00"
14,2025/11/11,10:12:20,150,15,7,"0.085",6,861,"68.48","82.50","1.2","+27.71","+38.06",33388,"4322.92","0.00","125.00",800,"1.2","105.00","300.00"
