"採用_1条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,13:25:52,3,1,3,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"118.32","0.00","50.00",700,"1.2","100.00","300.00"
1,2025/11/12,13:25:55,10,2,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"401.68","0.00","50.00",700,"1.2","100.00","300.00"
2,2025/11/12,13:25:57,17,3,7,"0.085",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"708.21","0.00","50.00",700,"1.2","100.00","300.00"
3,2025/11/12,13:26:00,24,4,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1014.63","0.00","50.00",700,"1.2","100.00","300.00"
4,2025/11/12,13:26:02,31,5,7,"0.086",2,0,"-20.00","-20.00","1.0","+0.00","+0.00",0,"1321.36","0.00","50.00",700,"1.2","100.00","300.00"
5,2025/11/12,13:26:05,39,6,8,"0.086",1,965,"143.93","125.57","1.1","+29.04","+169.61",33388,"1811.89","0.00","50.00",700,"1.2","100.00","300.00"
6,2025/11/12,13:26:07,45,7,6,"0.086",3,588,"115.22","94.85","1.2","+28.71","-70.78",33388,"1811.69","0.00","50.00",700,"1.2","100.00","300.00"
7,2025/11/12,13:26:10,53,8,7,"0.086",6,999,"80.16","62.80","1.2","+80.46","-1.66",33388,"2205.27","0.00","50.00",700,"1.2","100.00","300.00"
8,2025/11/12,13:26:12,57,9,4,"0.084",1,981,"141.59","126.23","1.1","+80.46","+183.30",33388,"2579.79","0.00","50.00",700,"1.2","100.00","300.00"
9,2025/11/12,13:26:15,63,10,6,"0.088",6,991,"84.50","79.16","1.0","+89.14","+126.87",33388,"2902.55","0.00","50.00",700,"1.2","100.00","300.00"
