"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,14:57:06,5871,1,3,"0.085",5,885,"89.18","29.75","2.9","+4.67","+288.13",33388,"396.97","0.00","50.00",600,"1.2","100.00","300.00"
1,2025/11/12,14:57:09,5874,2,3,"0.087",1,1000,"109.88","109.21","1.0","-11.68","+181.63",33388,"410.59","0.00","50.00",600,"1.2","100.00","300.00"
2,2025/11/12,14:57:11,5875,3,1,"0.093",1,999,"111.55","97.86","1.1","-32.72","-39.73",33388,"347.72","0.00","50.00",600,"1.2","100.00","300.00"
3,2025/11/12,14:57:14,5876,4,1,"0.093",1,980,"108.21","117.56","1.0","-23.70","+1.00",33388,"658.14","0.00","50.00",600,"1.2","100.00","300.00"
4,2025/11/12,14:57:16,5884,5,8,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1198.64","0.00","50.00",600,"1.2","100.00","300.00"
5,2025/11/12,14:57:19,5891,6,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1475.00","0.00","50.00",600,"1.2","100.00","300.00"
6,2025/11/12,14:57:21,5898,7,7,"0.087",6,682,"19.07","21.74","1.1","+36.05","-11.35",33388,"1768.45","0.00","50.00",600,"1.2","100.00","300.00"
7,2025/11/12,14:57:24,5905,8,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2083.04","0.00","50.00",600,"1.2","100.00","300.00"
8,2025/11/12,14:57:26,5913,9,8,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2398.16","0.00","50.00",600,"1.2","100.00","300.00"
9,2025/11/12,14:57:29,5915,10,2,"0.086",1,999,"90.85","100.87","1.1","-40.73","+193.65",33388,"2783.46","0.00","50.00",600,"1.2","100.00","300.00"
10,2025/11/12,14:57:32,5921,11,6,"0.083",9,649,"116.23","135.59","1.1","+38.39","+206.67",33388,"3149.87","0.00","50.00",600,"1.2","100.00","300.00"
11,2025/11/12,14:57:34,5929,12,7,"0.085",6,999,"50.12","56.46","1.1","+23.70","+210.67",33388,"3497.31","0.00","50.00",600,"1.2","100.00","300.00"
