"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,13:51:27,2046,1,4,"0.086",9,964,"107.88","105.54","1.0","-41.40","+218.02",33388,"310.35","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,13:51:30,2052,2,5,"0.086",1,1000,"101.20","96.53","1.0","-28.04","-36.72",33388,"300.64","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,13:51:32,2054,3,2,"0.086",3,799,"94.19","72.15","1.3","-34.38","-191.31",33388,"313.33","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,13:51:35,2066,4,7,"0.086",4,489,"19.40","23.41","1.2","+22.36","-33.38",33388,"977.67","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,13:51:37,2067,5,1,"0.086",4,630,"15.73","17.06","1.0","+22.70","-106.50",33388,"972.65","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,13:51:40,2081,6,8,"0.086",6,867,"33.76","26.08","1.2","+55.09","+8.34",33388,"1647.10","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,13:51:42,2087,7,6,"0.084",1,993,"116.89","142.94","1.2","+32.72","+152.24",33388,"2030.83","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,13:51:45,2093,8,6,"0.086",9,999,"117.90","94.19","1.2","-35.72","+241.06",33388,"2409.33","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,13:51:47,2095,9,1,"0.086",1,999,"132.25","106.54","1.2","-48.07","+137.22",33388,"2415.59","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,13:51:50,2096,10,1,"0.093",4,609,"65.81","87.51","1.3","+8.01","-182.63",33388,"2383.73","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,13:51:52,2109,11,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"3122.24","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,13:51:55,2116,12,7,"0.085",6,991,"52.79","60.80","1.1","+118.86","+90.14",33388,"3490.17","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,13:51:57,2118,13,1,"0.086",4,459,"75.16","55.13","1.3","+116.52","+11.35",33388,"3491.04","0.00","125.00",800,"1.2","100.00","300.00"
13,2025/11/11,13:52:00,2131,14,7,"0.103",1,936,"113.89","117.90","1.0","+14.02","+174.28",33388,"4197.83","0.00","125.00",800,"1.2","100.00","300.00"
14,2025/11/11,13:52:02,2139,15,8,"0.086",8,916,"112.55","113.89","1.0","+111.51","+231.37",33388,"4572.60","0.00","125.00",800,"1.2","100.00","300.00"
15,2025/11/11,13:52:05,2146,16,7,"0.086",8,902,"131.25","124.57","1.0","+113.85","-53.08",33388,"4566.29","0.00","125.00",800,"1.2","100.00","300.00"
16,2025/11/11,13:52:08,2148,17,2,"0.086",1,993,"111.55","125.24","1.1","-18.02","+189.30",33388,"4918.09","0.00","125.00",800,"1.2","100.00","300.00"
17,2025/11/11,13:52:10,2149,18,1,"0.094",5,998,"87.85","131.92","1.5","-23.37","-67.44",33388,"4899.71","0.00","125.00",800,"1.2","100.00","300.00"
18,2025/11/11,13:52:13,2162,19,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"5521.33","0.00","125.00",800,"1.2","100.00","300.00"
19,2025/11/11,13:52:15,2169,20,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"5830.26","0.00","125.00",800,"1.2","100.00","300.00"
20,2025/11/11,13:52:18,2176,21,7,"0.085",4,301,"79.83","49.78","1.6","+86.14","+254.75",33388,"6365.95","0.00","125.00",800,"1.2","100.00","300.00"
21,2025/11/11,13:52:20,2181,22,5,"0.086",6,927,"55.13","60.13","1.0","+97.49","+40.39",33388,"6379.25","0.00","125.00",800,"1.2","100.00","300.00"
22,2025/11/11,13:52:23,2186,23,3,"0.104",1,984,"118.23","142.60","1.2","+7.67","+170.27",33388,"6737.56","0.00","125.00",800,"1.2","100.00","300.00"
23,2025/11/11,13:52:25,2187,24,1,"0.094",1,999,"112.22","124.24","1.1","+10.68","-66.10",33388,"6712.82","0.00","125.00",800,"1.2","100.00","300.00"
24,2025/11/11,13:52:28,2194,25,7,"0.087",6,961,"42.10","44.11","1.0","+24.03","+72.11",33388,"7391.02","0.00","125.00",800,"1.2","100.00","300.00"
25,2025/11/11,13:52:30,2197,26,3,"0.085",6,938,"45.44","51.79","1.1","+26.71","-81.46",33388,"7386.40","0.00","125.00",800,"1.2","100.00","300.00"
26,2025/11/11,13:52:33,2207,27,6,"0.086",6,832,"14.39","14.39","1.0","-71.11","+167.60",33388,"8039.55","0.00","125.00",800,"1.2","100.00","300.00"
27,2025/11/11,13:52:35,2216,28,7,"0.086",4,475,"74.16","91.19","1.2","+159.59","+258.08",33388,"8489.79","0.00","125.00",800,"1.2","100.00","300.00"
28,2025/11/11,13:52:38,2224,29,8,"0.087",4,652,"102.20","58.80","1.7","+82.46","+279.12",33388,"8829.83","0.00","125.00",800,"1.2","100.00","300.00"
29,2025/11/11,13:52:40,2231,30,7,"0.087",6,998,"77.83","82.84","1.0","+72.45","+16.36",33388,"8847.02","0.00","125.00",800,"1.2","100.00","300.00"
30,2025/11/11,13:52:43,2234,31,3,"0.086",6,998,"82.17","91.19","1.1","+71.78","-133.88",33388,"8844.74","0.00","125.00",800,"1.2","100.00","300.00"
