"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/12,10:11:46,3395,1,5,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"132.93","0.00","50.00",700,"1.2","100.00","300.00"
1,2025/11/12,10:11:49,3402,2,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"411.06","0.00","50.00",700,"1.2","100.00","300.00"
2,2025/11/12,10:11:51,3409,3,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"716.47","0.00","50.00",700,"1.2","100.00","300.00"
3,2025/11/12,10:11:54,3414,4,5,"0.086",1,923,"119.90","130.92","1.0","-53.08","+193.31",33388,"1109.88","0.00","50.00",700,"1.2","100.00","300.00"
4,2025/11/12,10:11:57,3418,5,4,"0.103",1,965,"122.24","130.92","1.0","-39.39","-90.14",33388,"1084.81","0.00","50.00",700,"1.2","100.00","300.00"
5,2025/11/12,10:11:59,3426,6,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1639.31","0.00","50.00",700,"1.2","100.00","300.00"
6,2025/11/12,10:12:02,3433,7,7,"0.087",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1916.53","0.00","50.00",700,"1.2","100.00","300.00"
7,2025/11/12,10:12:04,3441,8,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2223.14","0.00","50.00",700,"1.2","100.00","300.00"
8,2025/11/12,10:12:07,3448,9,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2485.89","0.00","50.00",700,"1.2","100.00","300.00"
9,2025/11/12,10:12:09,3455,10,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"2775.25","0.00","50.00",700,"1.2","100.00","300.00"
10,2025/11/12,10:12:12,3463,11,8,"0.104",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"3092.65","0.00","50.00",700,"1.2","100.00","300.00"
11,2025/11/12,10:12:14,3469,12,6,"0.086",6,969,"85.84","72.49","1.1","-53.75","+267.43",33388,"3597.35","0.00","50.00",700,"1.2","100.00","300.00"
12,2025/11/12,10:12:17,3473,13,2,"0.081",1,961,"122.90","115.89","1.0","-69.78","+94.48",33388,"3583.98","0.00","50.00",700,"1.2","100.00","300.00"
13,2025/11/12,10:12:19,3476,14,3,"0.086",1,713,"128.25","104.54","1.2","+86.14","+61.10",33388,"3894.05","0.00","50.00",700,"1.2","100.00","300.00"
14,2025/11/12,10:12:22,3477,15,1,"0.088",1,903,"104.54","125.91","1.2","-9.34","+189.97",33388,"4247.93","0.00","50.00",700,"1.2","100.00","300.00"
15,2025/11/12,10:12:24,3484,16,7,"0.088",5,859,"81.17","42.44","1.9","+89.14","+291.14",33388,"4887.83","0.00","50.00",700,"1.2","100.00","300.00"
16,2025/11/12,10:12:27,3485,17,1,"0.086",9,971,"101.20","78.83","1.2","+93.48","+244.73",33388,"4907.84","0.00","50.00",700,"1.2","100.00","300.00"
17,2025/11/12,10:12:29,3494,18,3,"0.087",6,880,"79.50","67.48","1.1","+89.81","-153.91",33388,"4892.78","0.00","50.00",700,"1.2","100.00","300.00"
18,2025/11/12,10:12:32,3505,19,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"5514.13","0.00","50.00",700,"1.2","100.00","300.00"
19,2025/11/12,10:12:34,3510,20,5,"0.088",6,859,"44.11","43.11","1.0","+102.50","+282.79",33388,"5995.43","0.00","50.00",700,"1.2","100.00","300.00"
20,2025/11/12,10:12:37,3517,21,4,"0.086",6,999,"46.45","55.13","1.1","+103.83","+19.03",33388,"6008.76","0.00","50.00",700,"1.2","100.00","300.00"
21,2025/11/12,10:12:39,3521,22,1,"0.102",6,991,"49.78","62.14","1.2","+98.16","-159.26",33388,"6000.07","0.00","50.00",700,"1.2","100.00","300.00"
22,2025/11/12,10:12:42,3535,23,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"6717.31","0.00","50.00",700,"1.2","100.00","300.00"
23,2025/11/12,10:12:44,3541,24,6,"0.086",1,989,"86.84","110.22","1.2","+7.34","+197.32",33388,"7153.69","0.00","50.00",700,"1.2","100.00","300.00"
24,2025/11/12,10:12:47,3546,25,5,"0.088",1,902,"108.55","132.92","1.2","+4.00","-69.44",33388,"7136.39","0.00","50.00",700,"1.2","100.00","300.00"
25,2025/11/12,10:12:49,3553,26,7,"0.085",5,995,"140.60","100.20","1.4","+28.37","+253.74",33388,"7837.53","0.00","50.00",700,"1.2","100.00","300.00"
26,2025/11/12,10:12:52,3554,27,1,"0.086",1,740,"109.21","126.58","1.1","+33.05","+168.60",33388,"7832.14","0.00","50.00",700,"1.2","100.00","300.00"
27,2025/11/12,10:12:54,3555,28,1,"0.089",1,874,"121.23","121.90","1.0","+35.72","-145.90",33388,"7804.19","0.00","50.00",700,"1.2","100.00","300.00"
28,2025/11/12,10:12:57,3562,29,7,"0.084",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"8484.61","0.00","50.00",700,"1.2","100.00","300.00"
29,2025/11/12,10:12:59,3569,30,7,"0.085",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"8793.54","0.00","50.00",700,"1.2","100.00","300.00"
30,2025/11/12,10:13:02,3574,31,5,"0.087",1,735,"126.24","99.87","1.2","+27.37","+168.27",33388,"9186.24","0.00","50.00",700,"1.2","100.00","300.00"
31,2025/11/12,10:13:04,3575,32,1,"0.093",1,880,"134.92","129.25","1.0","+28.71","+27.04",33388,"9170.06","0.00","50.00",700,"1.2","100.00","300.00"
32,2025/11/12,10:13:07,3583,33,8,"0.086",8,936,"138.26","129.92","1.0","-136.22","+101.49",33388,"9828.57","0.00","50.00",700,"1.2","100.00","300.00"
33,2025/11/12,10:13:09,3584,34,1,"0.086",8,871,"135.26","140.93","1.0","-136.89","+61.43",33388,"9827.39","0.00","50.00",700,"1.2","100.00","300.00"
34,2025/11/12,10:13:12,3591,35,1,"0.086",1,996,"97.20","102.87","1.0","-29.04","+174.61",33388,"10244.26","0.00","50.00",700,"1.2","100.00","300.00"
35,2025/11/12,10:13:14,3593,36,2,"0.087",3,775,"117.90","80.83","1.4","-26.37","-142.23",33388,"10244.68","0.00","50.00",700,"1.2","100.00","300.00"
36,2025/11/12,10:13:17,3605,37,6,"0.087",6,970,"46.78","59.47","1.2","-63.77","+109.84",33388,"10971.43","0.00","50.00",700,"1.2","100.00","300.00"
37,2025/11/12,10:13:20,3610,38,4,"0.086",5,900,"38.10","60.80","1.5","-58.76","-116.52",33388,"10972.16","0.00","50.00",700,"1.2","100.00","300.00"
38,2025/11/12,10:13:22,3621,39,8,"0.086",6,999,"74.49","66.81","1.1","-67.44","+83.47",33388,"11605.85","0.00","50.00",700,"1.2","100.00","300.00"
39,2025/11/12,10:13:25,3625,40,4,"0.086",6,818,"66.48","58.47","1.1","-65.10","-82.80",33388,"11602.02","0.00","50.00",700,"1.2","100.00","300.00"
40,2025/11/12,10:13:27,3631,41,3,"0.086",1,1000,"122.90","111.55","1.1","-49.74","+63.43",33388,"12014.56","0.00","50.00",700,"1.2","100.00","300.00"
41,2025/11/12,10:13:30,3634,42,3,"0.086",4,634,"61.47","67.48","1.0","-21.03","-188.30",33388,"12040.46","0.00","50.00",700,"1.2","100.00","300.00"
42,2025/11/12,10:13:32,3646,43,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"12705.38","0.00","50.00",700,"1.2","100.00","300.00"
43,2025/11/12,10:13:35,3653,44,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"13014.76","0.00","50.00",700,"1.2","100.00","300.00"
44,2025/11/12,10:13:37,3658,45,5,"0.086",1,997,"130.92","104.87","1.2","-18.36","+168.60",33388,"13389.57","0.00","50.00",700,"1.2","100.00","300.00"
45,2025/11/12,10:13:40,3661,46,3,"0.086",1,988,"107.55","93.19","1.1","-3.67","-70.44",33388,"13368.80","0.00","50.00",700,"1.2","100.00","300.00"
46,2025/11/12,10:13:42,3666,47,5,"0.086",8,745,"133.92","115.22","1.1","-93.48","-19.69",33388,"13803.41","0.00","50.00",700,"1.2","100.00","300.00"
47,2025/11/12,10:13:45,3677,48,8,"0.086",6,971,"56.46","66.14","1.1","-11.68","-82.46",33388,"14182.80","0.00","50.00",700,"1.2","100.00","300.00"
48,2025/11/12,10:13:48,3679,49,2,"0.086",1,996,"110.88","95.86","1.1","-31.71","+180.96",33388,"14553.51","0.00","50.00",700,"1.2","100.00","300.00"
49,2025/11/12,10:13:50,3686,50,7,"0.087",6,873,"51.12","40.77","1.2","+73.11","-16.69",33388,"14861.79","0.00","50.00",700,"1.2","100.00","300.00"
50,2025/11/12,10:13:53,3692,51,5,"0.086",6,902,"41.77","52.46","1.2","+85.47","+118.52",33388,"15236.75","0.00","50.00",700,"1.2","100.00","300.00"
51,2025/11/12,10:13:55,3702,52,8,"0.087",1,1000,"102.54","90.52","1.1","+50.08","+109.51",33388,"15624.08","0.00","50.00",700,"1.2","100.00","300.00"
52,2025/11/12,10:13:58,3708,53,6,"0.086",9,927,"135.26","108.88","1.2","+26.71","+245.06",33388,"15999.92","0.00","50.00",700,"1.2","100.00","300.00"
53,2025/11/12,10:14:00,3710,54,1,"0.083",1,856,"97.86","110.22","1.1","+30.38","+132.55",33388,"15994.08","0.00","50.00",700,"1.2","100.00","300.00"
54,2025/11/12,10:14:03,3713,55,3,"0.086",6,887,"47.78","60.13","1.2","-35.72","+120.86",33388,"16345.77","0.00","50.00",700,"1.2","100.00","300.00"
55,2025/11/12,10:14:05,3721,56,3,"0.087",1,998,"126.91","114.56","1.1","+58.76","+192.98",33388,"16735.95","0.00","50.00",700,"1.2","100.00","300.00"
56,2025/11/12,10:14:08,3722,57,1,"0.086",1,971,"91.85","108.55","1.1","+59.09","-23.37",33388,"16718.99","0.00","50.00",700,"1.2","100.00","300.00"
57,2025/11/12,10:14:10,3730,58,8,"0.087",6,999,"50.45","58.80","1.1","+87.81","+31.71",33388,"17350.11","0.00","50.00",700,"1.2","100.00","300.00"
58,2025/11/12,10:14:13,3735,59,5,"0.086",6,831,"44.78","54.12","1.2","+89.14","-164.60",33388,"17353.38","0.00","50.00",700,"1.2","100.00","300.00"
59,2025/11/12,10:14:15,3744,60,7,"0.086",9,972,"100.87","115.56","1.1","+63.77","+220.02",33388,"18121.57","0.00","50.00",700,"1.2","100.00","300.00"
60,2025/11/12,10:14:18,3745,61,1,"0.086",1,999,"96.19","105.54","1.0","+65.44","+174.95",33388,"18116.42","0.00","50.00",700,"1.2","100.00","300.00"
61,2025/11/12,10:14:20,3749,62,4,"0.086",6,916,"79.50","65.81","1.2","+57.76","-220.02",33388,"18141.24","0.00","50.00",700,"1.2","100.00","300.00"
62,2025/11/12,10:14:23,3760,63,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"18795.06","0.00","50.00",700,"1.2","100.00","300.00"
63,2025/11/12,10:14:25,3767,64,7,"0.083",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"19104.39","0.00","50.00",700,"1.2","100.00","300.00"
64,2025/11/12,10:14:28,3775,65,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"19424.72","0.00","50.00",700,"1.2","100.00","300.00"
65,2025/11/12,10:14:30,3782,66,7,"0.086",1,990,"105.54","105.21","1.0","+105.83","+125.20",33388,"19826.42","0.00","50.00",700,"1.2","100.00","300.00"
66,2025/11/12,10:14:33,3789,67,7,"0.086",5,829,"120.90","86.18","1.4","-16.69","+273.11",33388,"20266.95","0.00","50.00",700,"1.2","100.00","300.00"
67,2025/11/12,10:14:35,3792,68,3,"0.086",1,994,"111.22","136.26","1.2","-17.69","+127.20",33388,"20270.59","0.00","50.00",700,"1.2","100.00","300.00"
68,2025/11/12,10:14:38,3799,69,7,"0.104",5,881,"72.82","49.12","1.4","-22.36","+271.77",33388,"20866.43","0.00","50.00",700,"1.2","100.00","300.00"
69,2025/11/12,10:14:40,3802,70,3,"0.086",6,994,"49.45","41.10","1.2","-23.03","+118.52",33388,"20873.88","0.00","50.00",700,"1.2","100.00","300.00"
70,2025/11/12,10:14:43,3813,71,7,"0.086",6,990,"67.81","86.18","1.2","-48.74","+22.70",33388,"21215.43","0.00","50.00",700,"1.2","100.00","300.00"
71,2025/11/12,10:14:45,3818,72,4,"0.086",9,975,"99.87","105.21","1.0","-7.67","+260.09",33388,"21651.81","0.00","50.00",700,"1.2","100.00","300.00"
72,2025/11/12,10:14:48,3823,73,2,"0.087",1,996,"157.96","127.24","1.2","-9.34","+44.40",33388,"21634.51","0.00","50.00",700,"1.2","100.00","300.00"
73,2025/11/12,10:14:50,3824,74,1,"0.087",1,913,"113.56","126.91","1.1","+41.73","+130.54",33388,"21994.32","0.00","50.00",700,"1.2","100.00","300.00"
74,2025/11/12,10:14:53,3828,75,4,"0.086",6,999,"75.83","82.84","1.0","+50.74","+66.44",33388,"22348.57","0.00","50.00",700,"1.2","100.00","300.00"
75,2025/11/12,10:14:55,3836,76,5,"0.086",1,833,"112.89","88.51","1.2","-69.11","+68.77",33388,"22701.06","0.00","50.00",700,"1.2","100.00","300.00"
76,2025/11/12,10:14:58,3837,77,1,"0.094",3,586,"134.92","53.12","2.5","-86.47","-70.44",33388,"22688.97","0.00","50.00",700,"1.2","100.00","300.00"
77,2025/11/12,10:15:00,3848,78,4,"0.086",6,840,"32.76","31.09","1.0","+53.75","-158.25",33388,"23038.17","0.00","50.00",700,"1.2","100.00","300.00"
78,2025/11/12,10:15:03,3857,79,6,"0.086",1,998,"111.89","104.87","1.0","-28.71","+183.96",33388,"23738.62","0.00","50.00",700,"1.2","100.00","300.00"
79,2025/11/12,10:15:05,3858,80,1,"0.108",1,998,"135.93","113.22","1.2","-27.71","+51.41",33388,"23721.20","0.00","50.00",700,"1.2","100.00","300.00"
80,2025/11/12,10:15:08,3865,81,7,"0.086",5,994,"155.62","104.87","1.4","-33.38","+263.43",33388,"24468.27","0.00","50.00",700,"1.2","100.00","300.00"
81,2025/11/12,10:15:10,3867,82,2,"0.086",1,964,"115.56","106.54","1.0","-34.72","+154.92",33388,"24476.62","0.00","50.00",700,"1.2","100.00","300.00"
82,2025/11/12,10:15:13,3868,83,1,"0.094",1,937,"91.85","107.88","1.1","-28.71","-113.51",33388,"24458.46","0.00","50.00",700,"1.2","100.00","300.00"
83,2025/11/12,10:15:15,3874,84,6,"0.086",6,988,"90.85","91.19","1.0","-71.11","+66.77",33388,"25137.05","0.00","50.00",700,"1.2","100.00","300.00"
