"採用_2条目　判定_1:収穫 2:未検出 3:重複 4:ｽｺｱ 5:縦横比 6_7:ｻｲｽﾞ 8:座標X 9:座標Y"
"DATA No","DATE","TIME","撮像回数","株番号","撮像数","処理時間[s]","判定値","スコア","サイズＸ[mm]","サイズＹ[mm]","縦横比","中心Ｘ[mm]","中心Ｙ[mm]","分解能","積算位置[mm]","車体昇降[mm]","外葉押え[mm]","スコア閾値","縦横比閾値","サイズ閾値(小)[mm]","サイズ閾値(大)[mm]"
0,2025/11/11,14:21:31,4127,1,5,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"121.56","0.00","125.00",800,"1.2","100.00","300.00"
1,2025/11/11,14:21:34,4135,2,8,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"444.14","0.00","125.00",800,"1.2","100.00","300.00"
2,2025/11/11,14:21:36,4141,3,6,"0.086",6,995,"62.47","74.16","1.1","+40.73","+126.20",33388,"811.18","0.00","125.00",800,"1.2","100.00","300.00"
3,2025/11/11,14:21:39,4149,4,6,"0.087",6,1000,"72.49","65.14","1.1","-55.42","+35.39",33388,"1042.07","0.00","125.00",800,"1.2","100.00","300.00"
4,2025/11/11,14:21:41,4154,5,4,"0.085",6,857,"40.44","37.10","1.0","+128.87","+163.93",33388,"1400.89","0.00","125.00",800,"1.2","100.00","300.00"
5,2025/11/11,14:21:44,4161,6,4,"0.086",6,809,"32.76","40.77","1.2","+128.54","-111.51",33388,"1431.38","0.00","125.00",800,"1.2","100.00","300.00"
6,2025/11/11,14:21:46,4171,7,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"1946.97","0.00","125.00",800,"1.2","100.00","300.00"
7,2025/11/11,14:21:49,4178,8,7,"0.087",6,819,"51.45","55.79","1.0","+36.05","+177.95",33388,"2444.41","0.00","125.00",800,"1.2","100.00","300.00"
8,2025/11/11,14:21:51,4180,9,2,"0.086",5,829,"37.76","49.78","1.3","+36.72","+106.84",33388,"2451.77","0.00","125.00",800,"1.2","100.00","300.00"
9,2025/11/11,14:21:54,4189,10,3,"0.086",4,398,"41.10","30.09","1.3","+35.39","-191.31",33388,"2490.05","0.00","125.00",800,"1.2","100.00","300.00"
10,2025/11/11,14:21:56,4200,11,7,"0.086",2,0,"630.36","630.36","1.0","+0.00","+0.00",0,"3136.33","0.00","125.00",800,"1.2","100.00","300.00"
11,2025/11/11,14:21:59,4208,12,8,"0.086",5,999,"41.77","71.49","1.7","-2.00","+37.72",33388,"3481.03","0.00","125.00",800,"1.2","100.00","300.00"
12,2025/11/11,14:22:01,4215,13,7,"0.086",6,999,"85.18","89.18","1.0","+26.04","+126.87",33388,"3846.78","0.00","125.00",800,"1.2","100.00","300.00"
