"検出 左"
"DATA No","DATE","TIME","検出情報 左 撮像回数","検出情報 左 株番号","検出情報 左 撮像数","検出情報 左 処理時間[s]","検出情報 左 判定値","検出情報 左 スコア","検出情報 左 サイズＸ[mm]","検出情報 左 サイズＹ[mm]","検出情報 左 縦横比","検出情報 左 中心Ｘ[mm]","検出情報 左 中心Ｙ[mm]","検出情報 左 分解能","検出情報 左 積算位置[mm]","検出情報 左 車体昇降[mm]","検出情報 左 外葉押え[mm]","検出情報 左 スコア閾値","検出情報 左 サイズ閾値(小)[mm]","検出情報 左 サイズ閾値(大)[mm]","検出情報 左 縦横比閾値"
36,2025/12/17,13:27:06,41,11,3,1.110000E+02,1,999,1.362200E+04,1.262000E+04,1.000000E+01,5.972700E+04,6.420100E+04,3.338800E+04,3.151300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
37,2025/12/17,13:27:08,42,12,1,1.280000E+02,9,920,1.575900E+04,1.392200E+04,1.100000E+01,6.136300E+04,1.909700E+04,3.338800E+04,7.277000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
38,2025/12/17,13:27:09,43,12,2,1.180000E+02,9,872,1.335500E+04,1.449000E+04,1.000000E+01,6.072900E+04,1.646000E+04,3.338800E+04,8.960000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
39,2025/12/17,13:27:09,44,12,3,1.240000E+02,1,818,2.116700E+04,1.692700E+04,1.200000E+01,6.153000E+04,1.328800E+04,3.338800E+04,1.000000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
40,2025/12/17,13:27:11,45,13,1,1.440000E+02,3,990,1.609300E+04,1.502400E+04,1.000000E+01,6.139600E+04,5.715600E+04,3.338800E+04,9.380000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
41,2025/12/17,13:27:11,46,13,2,1.220000E+02,3,977,1.502400E+04,1.565800E+04,1.000000E+01,6.136300E+04,5.461900E+04,3.338800E+04,1.097100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
42,2025/12/17,13:27:11,47,13,3,1.220000E+02,3,822,1.509100E+04,1.525800E+04,1.000000E+01,6.136300E+04,5.064500E+04,3.338800E+04,1.119500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
43,2025/12/17,13:27:12,48,13,4,1.220000E+02,3,892,1.385600E+04,1.622600E+04,1.100000E+01,6.126300E+04,4.697300E+04,3.338800E+04,1.170300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
44,2025/12/17,13:27:12,49,13,5,1.230000E+02,3,768,1.365500E+04,1.278700E+04,1.000000E+01,6.062800E+04,4.159700E+04,3.338800E+04,1.029800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
45,2025/12/17,13:27:12,50,13,6,1.170000E+02,3,921,1.265400E+04,9.916000E+03,1.200000E+01,6.046200E+04,3.929400E+04,3.338800E+04,1.183500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
46,2025/12/17,13:27:13,51,13,7,1.020000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.191600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,13:27:13,52,13,8,1.060000E+02,6,958,7.645000E+03,9.415000E+03,1.200000E+01,5.905900E+04,1.302100E+04,3.338800E+04,5.878800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,13:27:13,53,14,1,1.100000E+02,6,983,8.680000E+03,9.415000E+03,1.000000E+01,5.885900E+04,1.108400E+04,3.338800E+04,6.066900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,13:27:14,54,14,2,1.100000E+02,6,984,8.847000E+03,9.749000E+03,1.100000E+01,5.889200E+04,8.714000E+03,3.338800E+04,6.216100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,13:27:14,55,14,3,1.070000E+02,6,993,8.914000E+03,9.916000E+03,1.100000E+01,5.879200E+04,5.876000E+03,3.338800E+04,6.316500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,13:27:14,56,14,4,1.030000E+02,6,940,7.579000E+03,8.046000E+03,1.000000E+01,5.976000E+04,2.671000E+03,3.338800E+04,6.372700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,13:27:15,57,14,5,1.080000E+02,6,979,7.946000E+03,9.882000E+03,1.200000E+01,6.009400E+04,6.506900E+04,3.338800E+04,6.439300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,13:27:15,58,14,6,1.130000E+02,6,974,8.213000E+03,9.048000E+03,1.100000E+01,6.012800E+04,6.219800E+04,3.338800E+04,6.542300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,13:27:15,59,14,7,1.130000E+02,6,950,8.180000E+03,9.048000E+03,1.100000E+01,6.036100E+04,5.926000E+04,3.338800E+04,8.130000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,13:27:16,60,15,1,1.120000E+02,4,438,1.051700E+04,7.612000E+03,1.300000E+01,6.036100E+04,5.148000E+04,3.338800E+04,6.522700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,13:27:16,61,15,2,1.010000E+02,9,985,1.228600E+04,1.439000E+04,1.100000E+01,5.849200E+04,4.593800E+04,3.338800E+04,6.352600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,13:27:16,62,15,3,1.080000E+02,9,998,1.232000E+04,1.572500E+04,1.200000E+01,5.872500E+04,4.136400E+04,3.338800E+04,6.273400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,13:27:17,63,15,4,1.090000E+02,4,629,1.205300E+04,9.482000E+03,1.200000E+01,5.859200E+04,3.902600E+04,3.338800E+04,6.424600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,13:27:17,64,15,5,1.090000E+02,1,962,1.405600E+04,1.242000E+04,1.100000E+01,6.112900E+04,6.440100E+04,3.338800E+04,2.792400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,13:27:18,65,16,1,1.320000E+02,3,683,1.679400E+04,1.629300E+04,1.000000E+01,6.116300E+04,5.044500E+04,3.338800E+04,2.756700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,13:27:19,66,16,2,1.260000E+02,3,904,1.776200E+04,1.425600E+04,1.200000E+01,6.022800E+04,4.790800E+04,3.338800E+04,2.921600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,13:27:19,67,16,3,1.190000E+02,3,400,1.145200E+04,1.899700E+04,1.600000E+01,6.136300E+04,4.403500E+04,3.338800E+04,2.921900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,13:27:19,68,16,4,1.150000E+02,3,842,1.245300E+04,1.262000E+04,1.000000E+01,6.032800E+04,4.206500E+04,3.338800E+04,3.110000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,13:27:19,69,16,5,1.020000E+02,9,873,1.565800E+04,1.275400E+04,1.200000E+01,6.049500E+04,1.959800E+04,3.338800E+04,1.248500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,13:27:20,70,16,6,1.060000E+02,1,822,1.425600E+04,1.729400E+04,1.200000E+01,6.039500E+04,1.572500E+04,3.338800E+04,1.246400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,13:27:21,71,17,1,1.290000E+02,3,457,1.552500E+04,1.752800E+04,1.100000E+01,6.079500E+04,4.540000E+03,3.338800E+04,1.121600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,13:27:21,72,17,2,1.070000E+02,3,424,1.515800E+04,1.893000E+04,1.200000E+01,6.076200E+04,2.671000E+03,3.338800E+04,1.321100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,13:27:21,73,17,3,1.110000E+02,3,902,1.515800E+04,1.335500E+04,1.100000E+01,6.042800E+04,4.000000E+02,3.338800E+04,1.483000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,13:27:22,74,17,4,1.180000E+02,3,973,1.739500E+04,1.746100E+04,1.000000E+01,6.122900E+04,6.146300E+04,3.338800E+04,1.421700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,13:27:22,75,17,5,1.020000E+02,3,772,1.348800E+04,1.405600E+04,1.000000E+01,6.016100E+04,5.775700E+04,3.338800E+04,1.438900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,13:27:22,76,17,6,1.020000E+02,3,791,1.572500E+04,1.629300E+04,1.000000E+01,6.012800E+04,5.375100E+04,3.338800E+04,1.421100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,13:27:23,77,17,7,1.060000E+02,3,791,1.455700E+04,1.595900E+04,1.000000E+01,6.006100E+04,4.971100E+04,3.338800E+04,1.404800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,13:27:23,78,17,8,1.120000E+02,3,642,1.639300E+04,2.100100E+04,1.200000E+01,6.079500E+04,4.510300E+04,3.338800E+04,1.330400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,13:27:23,79,18,1,1.130000E+02,3,511,1.375500E+04,1.482400E+04,1.000000E+01,6.116300E+04,4.186400E+04,3.338800E+04,1.393000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,13:27:24,80,18,2,1.160000E+02,9,843,1.392200E+04,1.282000E+04,1.000000E+01,6.279900E+04,1.853000E+04,3.338800E+04,5.998200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,13:27:24,81,18,3,1.050000E+02,1,890,1.302100E+04,1.418900E+04,1.000000E+01,6.333300E+04,1.535800E+04,3.338800E+04,6.067500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,13:27:26,82,19,1,1.330000E+02,3,897,1.595900E+04,1.388900E+04,1.100000E+01,6.283200E+04,1.035000E+03,3.338800E+04,2.953000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,13:27:26,83,19,2,1.200000E+02,3,854,1.636000E+04,1.449000E+04,1.100000E+01,6.276500E+04,6.440100E+04,3.338800E+04,5.225000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,13:27:26,84,19,3,1.060000E+02,3,920,1.589200E+04,1.502400E+04,1.000000E+01,6.336600E+04,6.076200E+04,3.338800E+04,5.655000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,13:27:27,85,19,4,1.230000E+02,3,983,1.465700E+04,1.348800E+04,1.000000E+01,6.313300E+04,5.705600E+04,3.338800E+04,6.149000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,13:27:27,86,19,5,1.300000E+02,3,963,1.509100E+04,1.429000E+04,1.000000E+01,6.326600E+04,5.254900E+04,3.338800E+04,5.482000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,13:27:27,87,19,6,1.040000E+02,3,763,1.312100E+04,1.398900E+04,1.000000E+01,6.299900E+04,4.867600E+04,3.338800E+04,5.472000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,13:27:28,88,19,7,1.060000E+02,3,677,1.255300E+04,1.482400E+04,1.100000E+01,6.333300E+04,4.423500E+04,3.338800E+04,4.907000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,13:27:28,89,20,1,1.020000E+02,3,787,1.055000E+04,1.101800E+04,1.000000E+01,6.500200E+04,3.916000E+04,3.338800E+04,6.575000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,13:27:29,90,20,2,1.060000E+02,4,307,6.477000E+03,4.941000E+03,1.300000E+01,6.453500E+04,5.943000E+03,3.338800E+04,4.275900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,13:27:29,91,20,3,1.120000E+02,4,771,1.078400E+04,1.308800E+04,1.200000E+01,1.035000E+03,6.396700E+04,3.338800E+04,3.909900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,13:27:29,92,20,4,1.020000E+02,4,774,1.105100E+04,1.285400E+04,1.100000E+01,9.680000E+02,5.982700E+04,3.338800E+04,3.881000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,13:27:30,93,20,5,1.070000E+02,1,896,1.238600E+04,1.552500E+04,1.200000E+01,7.670000E+02,5.615400E+04,3.338800E+04,3.899100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,13:27:31,94,21,1,1.260000E+02,4,567,1.469000E+04,1.328800E+04,1.100000E+01,2.403000E+03,2.106700E+04,3.338800E+04,1.752300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,13:27:31,95,21,2,1.290000E+02,4,661,1.275400E+04,1.252000E+04,1.000000E+01,2.003000E+03,1.833000E+04,3.338800E+04,1.899900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,13:27:31,96,21,3,1.370000E+02,4,649,1.285400E+04,1.168500E+04,1.100000E+01,2.203000E+03,1.539100E+04,3.338800E+04,1.996000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,13:27:32,97,21,4,1.110000E+02,4,582,1.302100E+04,2.046600E+04,1.500000E+01,3.004000E+03,1.392200E+04,3.338800E+04,2.234200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,13:27:32,98,21,5,1.100000E+02,4,437,1.472400E+04,1.996600E+04,1.300000E+01,3.004000E+03,9.649000E+03,3.338800E+04,2.193300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
94,2025/12/17,13:27:32,99,21,6,1.140000E+02,4,589,1.258700E+04,1.843000E+04,1.400000E+01,2.938000E+03,5.475000E+03,3.338800E+04,2.161300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
95,2025/12/17,13:27:33,100,21,7,1.040000E+02,5,914,1.706100E+04,2.370500E+04,1.300000E+01,1.201000E+03,2.270000E+03,3.338800E+04,2.228300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
96,2025/12/17,13:27:33,101,22,1,1.150000E+02,1,991,1.492400E+04,1.826300E+04,1.200000E+01,1.235000E+03,6.263200E+04,3.338800E+04,2.482500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
97,2025/12/17,13:27:36,102,23,1,1.350000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.594200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
98,2025/12/17,13:27:36,103,23,2,1.230000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.016400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
99,2025/12/17,13:27:36,104,23,3,1.210000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,6.430400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
100,2025/12/17,13:27:37,105,23,4,1.170000E+02,5,976,1.692700E+04,8.714000E+03,1.900000E+01,5.535300E+04,6.516900E+04,3.338800E+04,2.638000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
101,2025/12/17,13:27:37,106,23,5,1.320000E+02,5,911,1.772900E+04,1.075000E+04,1.600000E+01,5.548700E+04,6.116300E+04,3.338800E+04,2.904000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
