"検出 左"
"DATA No","DATE","TIME","検出情報 左 撮像回数","検出情報 左 株番号","検出情報 左 撮像数","検出情報 左 処理時間[s]","検出情報 左 判定値","検出情報 左 スコア","検出情報 左 サイズＸ[mm]","検出情報 左 サイズＹ[mm]","検出情報 左 縦横比","検出情報 左 中心Ｘ[mm]","検出情報 左 中心Ｙ[mm]","検出情報 左 分解能","検出情報 左 積算位置[mm]","検出情報 左 車体昇降[mm]","検出情報 左 外葉押え[mm]","検出情報 左 スコア閾値","検出情報 左 サイズ閾値(小)[mm]","検出情報 左 サイズ閾値(大)[mm]","検出情報 左 縦横比閾値"
46,2025/12/17,11:16:10,77,7,7,1.030000E+02,6,992,9.816000E+03,8.180000E+03,1.200000E+01,3.238000E+03,6.423400E+04,3.338800E+04,5.775100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
47,2025/12/17,11:16:11,78,8,1,1.150000E+02,6,991,9.114000E+03,9.749000E+03,1.000000E+01,3.706000E+03,5.852500E+04,3.338800E+04,5.880900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
48,2025/12/17,11:16:11,79,8,2,1.050000E+02,6,973,9.148000E+03,7.746000E+03,1.100000E+01,3.438000E+03,5.471900E+04,3.338800E+04,5.885500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
49,2025/12/17,11:16:12,80,8,3,1.070000E+02,6,982,8.714000E+03,7.145000E+03,1.200000E+01,3.438000E+03,5.128000E+04,3.338800E+04,5.931500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
50,2025/12/17,11:16:12,81,8,4,1.070000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.190000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
51,2025/12/17,11:16:12,82,8,5,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.574100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
52,2025/12/17,11:16:13,83,8,6,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.957900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
53,2025/12/17,11:16:13,84,8,7,1.120000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.344500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
54,2025/12/17,11:16:14,85,9,1,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.027400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
55,2025/12/17,11:16:14,86,9,2,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.399200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
56,2025/12/17,11:16:14,87,9,3,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.783200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
57,2025/12/17,11:16:14,88,9,4,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.167300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
58,2025/12/17,11:16:15,89,9,5,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.554700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
59,2025/12/17,11:16:15,90,9,6,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.200000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.940000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
60,2025/12/17,11:16:15,91,9,7,1.110000E+02,1,1000,1.004900E+04,1.108400E+04,1.100000E+01,5.408000E+03,3.438000E+03,3.338800E+04,5.667700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
61,2025/12/17,11:16:16,92,10,1,1.070000E+02,3,999,1.131800E+04,1.165200E+04,1.000000E+01,5.442000E+03,6.283200E+04,3.338800E+04,5.683600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
62,2025/12/17,11:16:16,93,10,2,1.090000E+02,3,1000,1.108400E+04,1.068400E+04,1.000000E+01,5.375000E+03,5.982700E+04,3.338800E+04,5.769300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
63,2025/12/17,11:16:17,94,10,3,1.150000E+02,3,1000,1.041700E+04,1.181900E+04,1.100000E+01,5.375000E+03,5.685600E+04,3.338800E+04,5.857700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
64,2025/12/17,11:16:17,95,10,4,1.020000E+02,3,1000,9.882000E+03,1.045000E+04,1.000000E+01,5.342000E+03,5.348300E+04,3.338800E+04,5.907900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
65,2025/12/17,11:16:17,96,10,5,1.080000E+02,3,999,1.115100E+04,1.105100E+04,1.000000E+01,5.308000E+03,5.017800E+04,3.338800E+04,5.961200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
66,2025/12/17,11:16:18,97,10,6,1.150000E+02,4,589,1.088400E+04,1.021600E+04,1.000000E+01,9.340000E+02,6.544000E+03,3.338800E+04,1.985500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
67,2025/12/17,11:16:18,98,10,7,1.060000E+02,3,989,1.118400E+04,9.215000E+03,1.200000E+01,4.941000E+03,4.283300E+04,3.338800E+04,5.997100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
68,2025/12/17,11:16:18,99,10,8,1.100000E+02,3,902,9.615000E+03,7.946000E+03,1.200000E+01,5.175000E+03,3.942700E+04,3.338800E+04,6.040800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
69,2025/12/17,11:16:19,100,11,1,1.090000E+02,4,594,1.225300E+04,1.105100E+04,1.100000E+01,1.068000E+03,6.189700E+04,3.338800E+04,2.121700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
70,2025/12/17,11:16:19,101,11,2,1.160000E+02,4,301,1.208600E+04,1.141800E+04,1.000000E+01,1.135000E+03,5.762400E+04,3.338800E+04,2.083300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
71,2025/12/17,11:16:19,102,11,3,1.040000E+02,4,702,1.151800E+04,1.211900E+04,1.000000E+01,1.101000E+03,5.495300E+04,3.338800E+04,2.202500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
72,2025/12/17,11:16:20,103,11,4,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.000000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.650600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
73,2025/12/17,11:16:20,104,11,5,1.060000E+02,6,1000,1.001600E+04,1.058300E+04,1.000000E+01,6.156300E+04,1.001600E+04,3.338800E+04,5.040100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
74,2025/12/17,11:16:20,105,11,6,1.110000E+02,6,1000,1.088400E+04,1.078400E+04,1.000000E+01,6.176400E+04,6.744000E+03,3.338800E+04,5.099200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
75,2025/12/17,11:16:20,106,11,7,1.020000E+02,6,1000,9.749000E+03,1.041700E+04,1.000000E+01,6.166300E+04,3.205000E+03,3.338800E+04,5.132700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
76,2025/12/17,11:16:21,107,12,1,1.060000E+02,6,1000,1.051700E+04,9.515000E+03,1.100000E+01,6.153000E+04,6.383400E+04,3.338800E+04,5.312900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
77,2025/12/17,11:16:21,108,12,2,1.090000E+02,1,999,1.111800E+04,9.482000E+03,1.100000E+01,6.163000E+04,5.992700E+04,3.338800E+04,5.306400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
78,2025/12/17,11:16:23,109,13,1,1.270000E+02,6,981,7.178000E+03,9.281000E+03,1.200000E+01,6.377000E+03,9.949000E+03,3.338800E+04,2.757700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
79,2025/12/17,11:16:24,110,13,2,1.090000E+02,6,997,7.211000E+03,9.315000E+03,1.200000E+01,6.343000E+03,7.679000E+03,3.338800E+04,2.956700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
80,2025/12/17,11:16:24,111,13,3,1.180000E+02,6,993,8.046000E+03,9.048000E+03,1.100000E+01,6.377000E+03,4.607000E+03,3.338800E+04,3.077800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
81,2025/12/17,11:16:25,112,13,4,1.230000E+02,6,996,7.245000E+03,8.580000E+03,1.100000E+01,6.377000E+03,1.068000E+03,3.338800E+04,3.152300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
82,2025/12/17,11:16:25,113,13,5,1.130000E+02,6,986,7.612000E+03,8.513000E+03,1.100000E+01,6.377000E+03,6.293200E+04,3.338800E+04,3.175300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
83,2025/12/17,11:16:25,114,13,6,1.000000E+02,5,995,7.111000E+03,9.348000E+03,1.300000E+01,6.310000E+03,5.899200E+04,3.338800E+04,3.152000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
84,2025/12/17,11:16:25,115,13,7,1.080000E+02,6,974,8.280000E+03,8.881000E+03,1.000000E+01,6.410000E+03,5.578700E+04,3.338800E+04,3.208300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
85,2025/12/17,11:16:26,116,13,8,1.090000E+02,6,991,6.844000E+03,8.847000E+03,1.200000E+01,6.343000E+03,5.288200E+04,3.338800E+04,3.301800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
86,2025/12/17,11:16:26,117,14,1,1.090000E+02,6,991,7.545000E+03,9.148000E+03,1.200000E+01,6.043000E+03,4.997800E+04,3.338800E+04,3.394200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
87,2025/12/17,11:16:26,118,14,2,1.040000E+02,6,990,7.445000E+03,8.680000E+03,1.100000E+01,6.009000E+03,4.657200E+04,3.338800E+04,3.437700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
88,2025/12/17,11:16:27,119,14,3,1.120000E+02,6,933,7.712000E+03,9.749000E+03,1.200000E+01,5.943000E+03,4.323300E+04,3.338800E+04,3.489900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
89,2025/12/17,11:16:27,120,14,4,1.150000E+02,5,965,7.445000E+03,9.983000E+03,1.300000E+01,6.009000E+03,4.032900E+04,3.338800E+04,3.586000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
90,2025/12/17,11:16:27,121,14,5,1.010000E+02,4,769,7.545000E+03,8.714000E+03,1.100000E+01,5.809000E+03,3.749100E+04,3.338800E+04,3.686300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
91,2025/12/17,11:16:28,122,14,6,1.060000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.220000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
92,2025/12/17,11:16:28,123,14,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,7.065000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
93,2025/12/17,11:16:29,124,15,1,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.390300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
94,2025/12/17,11:16:29,125,15,2,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.779200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
95,2025/12/17,11:16:29,126,15,3,1.110000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.163100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
96,2025/12/17,11:16:30,127,15,4,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.548300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
97,2025/12/17,11:16:30,128,15,5,1.010000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.933700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
98,2025/12/17,11:16:30,129,15,6,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.318900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
99,2025/12/17,11:16:31,130,15,7,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.706600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
100,2025/12/17,11:16:31,131,16,1,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.389300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
101,2025/12/17,11:16:31,132,16,2,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.100000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.775800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
