"検出 左"
"DATA No","DATE","TIME","検出情報 左 撮像回数","検出情報 左 株番号","検出情報 左 撮像数","検出情報 左 処理時間[s]","検出情報 左 判定値","検出情報 左 スコア","検出情報 左 サイズＸ[mm]","検出情報 左 サイズＹ[mm]","検出情報 左 縦横比","検出情報 左 中心Ｘ[mm]","検出情報 左 中心Ｙ[mm]","検出情報 左 分解能","検出情報 左 積算位置[mm]","検出情報 左 車体昇降[mm]","検出情報 左 外葉押え[mm]","検出情報 左 スコア閾値","検出情報 左 サイズ閾値(小)[mm]","検出情報 左 サイズ閾値(大)[mm]","検出情報 左 縦横比閾値"
0,2025/12/17,13:31:49,124,1,1,1.280000E+02,4,599,1.425600E+04,1.222000E+04,1.100000E+01,6.289900E+04,5.708900E+04,3.338800E+04,5.708800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
1,2025/12/17,13:31:49,125,1,2,1.170000E+02,4,587,1.459000E+04,1.228600E+04,1.100000E+01,6.289900E+04,5.708900E+04,3.338800E+04,5.788100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
2,2025/12/17,13:31:50,126,1,3,1.260000E+02,4,455,1.365500E+04,1.425600E+04,1.000000E+01,6.293200E+04,5.672200E+04,3.338800E+04,6.076700E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
3,2025/12/17,13:31:50,127,1,4,1.150000E+02,4,442,1.368900E+04,1.138500E+04,1.200000E+01,6.316600E+04,5.375100E+04,3.338800E+04,6.205200E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
4,2025/12/17,13:31:51,128,1,5,1.280000E+02,4,630,1.355500E+04,1.081700E+04,1.200000E+01,6.333300E+04,4.934300E+04,3.338800E+04,6.172400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
5,2025/12/17,13:31:51,129,2,1,1.290000E+02,4,443,9.148000E+03,1.158500E+04,1.200000E+01,6.463500E+04,4.480300E+04,3.338800E+04,6.128600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
6,2025/12/17,13:31:51,130,2,2,1.200000E+02,4,429,1.225300E+04,9.882000E+03,1.200000E+01,6.343300E+04,4.186400E+04,3.338800E+04,6.220000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
7,2025/12/17,13:31:51,131,2,3,1.050000E+02,4,520,1.439000E+04,8.647000E+03,1.600000E+01,6.453500E+04,3.906000E+04,3.338800E+04,6.326000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
8,2025/12/17,13:31:52,132,2,4,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.806500E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
9,2025/12/17,13:31:52,133,2,5,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.600000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.194100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
