"検出 左"
"DATA No","DATE","TIME","検出情報 左 撮像回数","検出情報 左 株番号","検出情報 左 撮像数","検出情報 左 処理時間[s]","検出情報 左 判定値","検出情報 左 スコア","検出情報 左 サイズＸ[mm]","検出情報 左 サイズＹ[mm]","検出情報 左 縦横比","検出情報 左 中心Ｘ[mm]","検出情報 左 中心Ｙ[mm]","検出情報 左 分解能","検出情報 左 積算位置[mm]","検出情報 左 車体昇降[mm]","検出情報 左 外葉押え[mm]","検出情報 左 スコア閾値","検出情報 左 サイズ閾値(小)[mm]","検出情報 左 サイズ閾値(大)[mm]","検出情報 左 縦横比閾値"
0,2025/12/17,11:48:16,1856,1,1,1.280000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
1,2025/12/17,11:48:16,1857,1,2,1.260000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.940000E+02,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
2,2025/12/17,11:48:17,1858,1,3,1.270000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.354000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
3,2025/12/17,11:48:17,1859,1,4,1.100000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,8.372000E+03,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
4,2025/12/17,11:48:17,1860,1,5,1.150000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.235600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
5,2025/12/17,11:48:18,1861,2,1,1.270000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,1.627800E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
6,2025/12/17,11:48:18,1862,2,2,1.090000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.010900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
7,2025/12/17,11:48:18,1863,2,3,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.396000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
8,2025/12/17,11:48:19,1864,2,4,1.140000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,2.780000E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
9,2025/12/17,11:48:19,1865,2,5,1.130000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.173600E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
10,2025/12/17,11:48:19,1866,2,6,1.170000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.557400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
11,2025/12/17,11:48:20,1867,2,7,1.080000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,3.946400E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
12,2025/12/17,11:48:20,1868,2,8,1.170000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.332900E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
13,2025/12/17,11:48:20,1869,3,1,1.000000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,4.719300E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
14,2025/12/17,11:48:21,1870,3,2,1.050000E+02,2,0,0.000000E+00,0.000000E+00,1.400000E+01,0.000000E+00,0.000000E+00,0.000000E+00,5.102100E+04,0.000000E+00,0.000000E+00,800,1.100000E+04,5.000000E+04,1.200000E+01
