"クローラ_ロギングデータ"
"DATA No","DATE","TIME","軸1_ｸﾛｰﾗ補正後座標","軸1 帰還ﾄﾙｸﾓﾆﾀ","軸1_ｱﾝﾌﾟ内温度","軸2_ｸﾛｰﾗ補正後座標","軸2 帰還ﾄﾙｸﾓﾆﾀ","軸2_ｱﾝﾌﾟ内温度"
31,2025/12/15,13:16:08,0,0,31,10,0,0
32,2025/12/15,13:16:08,0,0,31,10,0,0
33,2025/12/15,13:16:08,0,0,31,10,0,0
34,2025/12/15,13:16:09,0,0,31,10,0,0
35,2025/12/15,13:16:09,0,0,31,10,0,0
36,2025/12/15,13:16:09,0,0,31,10,0,0
37,2025/12/15,13:16:09,0,0,31,10,0,0
38,2025/12/15,13:16:09,0,0,31,10,0,0
39,2025/12/15,13:16:10,0,0,31,10,0,0
40,2025/12/15,13:16:10,0,0,31,10,0,0
41,2025/12/15,13:16:10,0,0,31,10,0,0
42,2025/12/15,13:16:10,0,0,31,10,0,0
43,2025/12/15,13:16:10,0,0,31,10,0,0
44,2025/12/15,13:16:11,0,0,31,10,0,0
45,2025/12/15,13:16:11,0,0,31,10,0,0
46,2025/12/15,13:16:11,0,0,31,10,0,0
47,2025/12/15,13:16:11,0,0,31,10,0,0
48,2025/12/15,13:16:11,0,0,31,10,0,0
49,2025/12/15,13:16:12,0,0,31,10,0,0
50,2025/12/15,13:16:12,0,0,31,10,0,0
51,2025/12/15,13:16:12,0,0,31,10,0,0
52,2025/12/15,13:16:12,0,0,31,10,0,0
53,2025/12/15,13:16:12,0,0,31,10,0,0
54,2025/12/15,13:16:13,0,0,31,10,0,0
55,2025/12/15,13:16:13,0,0,31,10,0,0
56,2025/12/15,13:16:13,0,0,31,10,0,0
57,2025/12/15,13:16:13,0,0,31,10,0,0
58,2025/12/15,13:16:13,0,0,31,10,0,0
59,2025/12/15,13:16:14,0,0,31,10,0,0
60,2025/12/15,13:16:14,0,0,31,10,0,0
61,2025/12/15,13:16:14,0,0,31,10,0,0
62,2025/12/15,13:16:14,0,0,31,10,0,0
63,2025/12/15,13:16:14,0,0,31,10,0,0
64,2025/12/15,13:16:15,0,0,31,10,0,0
65,2025/12/15,13:16:15,0,0,31,10,0,0
66,2025/12/15,13:16:15,0,0,31,10,0,0
67,2025/12/15,13:16:15,0,0,31,10,0,0
68,2025/12/15,13:16:15,0,0,31,10,0,0
69,2025/12/15,13:16:16,0,0,31,10,0,0
70,2025/12/15,13:16:16,0,0,31,10,0,0
71,2025/12/15,13:16:16,0,0,31,10,0,0
72,2025/12/15,13:16:16,0,0,31,10,0,0
73,2025/12/15,13:16:16,0,0,31,10,0,0
74,2025/12/15,13:16:17,0,0,31,10,0,0
75,2025/12/15,13:16:17,0,0,31,10,0,0
76,2025/12/15,13:16:17,0,0,31,10,0,0
77,2025/12/15,13:16:17,0,0,31,10,0,0
78,2025/12/15,13:16:17,0,0,31,10,0,0
79,2025/12/15,13:16:18,0,0,31,10,0,0
80,2025/12/15,13:16:18,0,0,31,10,0,0
81,2025/12/15,13:16:18,0,0,31,10,0,0
82,2025/12/15,13:16:18,0,0,31,10,0,0
83,2025/12/15,13:16:18,0,0,31,10,0,0
84,2025/12/15,13:16:19,0,0,31,10,0,0
85,2025/12/15,13:16:19,0,0,31,10,0,0
86,2025/12/15,13:16:19,0,0,31,10,0,0
87,2025/12/15,13:16:19,0,0,31,10,0,0
88,2025/12/15,13:16:19,0,0,31,10,0,0
89,2025/12/15,13:16:20,0,0,31,10,0,0
90,2025/12/15,13:16:20,0,0,31,10,0,0
91,2025/12/15,13:16:20,0,0,31,10,0,0
92,2025/12/15,13:16:20,0,0,31,10,0,0
93,2025/12/15,13:16:20,0,0,31,10,0,0
94,2025/12/15,13:16:21,0,0,31,10,0,0
95,2025/12/15,13:16:21,0,0,31,10,0,0
96,2025/12/15,13:16:21,0,0,31,10,0,0
97,2025/12/15,13:16:21,0,0,31,11,0,0
98,2025/12/15,13:16:21,0,0,31,11,0,0
99,2025/12/15,13:16:22,0,0,31,11,0,0
100,2025/12/15,13:16:22,0,0,31,11,0,0
101,2025/12/15,13:16:22,0,0,31,11,0,0
102,2025/12/15,13:16:22,0,0,31,11,0,0
103,2025/12/15,13:16:22,0,0,31,11,0,0
104,2025/12/15,13:16:23,0,0,31,11,0,0
105,2025/12/15,13:16:23,0,0,31,11,0,0
106,2025/12/15,13:16:23,0,0,31,11,0,0
107,2025/12/15,13:16:23,0,0,31,11,0,0
108,2025/12/15,13:16:23,0,0,31,11,0,0
109,2025/12/15,13:16:24,0,0,31,11,-10,0
110,2025/12/15,13:16:24,0,0,31,11,-10,0
111,2025/12/15,13:16:24,0,0,31,11,0,0
112,2025/12/15,13:16:24,0,0,31,11,-10,0
113,2025/12/15,13:16:24,0,0,31,11,-10,0
114,2025/12/15,13:16:25,0,0,31,11,-10,0
115,2025/12/15,13:16:25,0,0,31,11,-10,0
116,2025/12/15,13:16:25,0,0,31,11,-10,0
117,2025/12/15,13:16:25,0,0,31,11,-10,0
118,2025/12/15,13:16:25,0,0,31,11,-10,0
119,2025/12/15,13:16:26,0,0,31,11,-10,0
120,2025/12/15,13:16:26,0,0,31,11,-10,0
121,2025/12/15,13:16:26,0,0,31,11,-10,0
122,2025/12/15,13:16:26,0,0,31,11,-20,0
123,2025/12/15,13:16:26,0,0,31,11,-10,0
124,2025/12/15,13:16:27,0,0,31,11,-10,0
125,2025/12/15,13:16:27,0,0,31,11,-10,0
126,2025/12/15,13:16:27,0,0,31,11,-20,0
127,2025/12/15,13:16:27,0,0,31,11,-10,0
128,2025/12/15,13:16:27,0,0,31,11,-10,0
129,2025/12/15,13:16:28,0,0,31,11,-20,0
130,2025/12/15,13:16:28,0,0,31,11,-20,0
131,2025/12/15,13:16:28,0,0,31,11,-20,0
132,2025/12/15,13:16:28,0,0,31,11,-20,0
133,2025/12/15,13:16:28,0,0,31,11,-20,0
134,2025/12/15,13:16:29,0,0,31,11,-20,0
135,2025/12/15,13:16:29,0,0,31,11,-20,0
136,2025/12/15,13:16:29,0,0,31,11,-20,0
137,2025/12/15,13:16:29,0,0,31,11,-20,0
138,2025/12/15,13:16:29,0,0,31,11,-20,0
139,2025/12/15,13:16:30,0,0,31,11,-30,0
140,2025/12/15,13:16:30,0,0,31,11,-20,0
141,2025/12/15,13:16:30,0,0,31,11,-30,0
142,2025/12/15,13:16:30,0,0,31,11,-30,0
143,2025/12/15,13:16:30,0,0,31,11,-30,0
144,2025/12/15,13:16:31,0,0,31,11,-20,0
145,2025/12/15,13:16:31,0,0,31,11,-30,0
146,2025/12/15,13:16:31,0,0,31,11,-20,0
147,2025/12/15,13:16:31,0,0,31,11,-30,0
148,2025/12/15,13:16:31,0,0,31,11,-30,0
149,2025/12/15,13:16:32,0,0,31,11,-30,0
150,2025/12/15,13:16:32,0,0,31,11,-30,0
151,2025/12/15,13:16:32,0,0,31,11,-30,0
152,2025/12/15,13:16:32,0,0,31,11,-40,0
153,2025/12/15,13:16:32,0,0,31,11,-30,0
154,2025/12/15,13:16:33,0,0,31,11,-30,0
155,2025/12/15,13:16:33,0,0,31,11,-40,0
156,2025/12/15,13:16:33,0,0,31,11,-30,0
157,2025/12/15,13:16:33,0,0,31,11,-40,0
158,2025/12/15,13:16:33,0,0,31,11,-30,0
159,2025/12/15,13:16:34,0,0,31,11,-30,0
160,2025/12/15,13:16:34,0,0,31,11,-40,0
161,2025/12/15,13:16:34,0,0,31,11,-40,0
162,2025/12/15,13:16:34,0,0,31,11,-40,0
163,2025/12/15,13:16:34,0,0,31,11,-40,0
164,2025/12/15,13:16:35,0,0,31,11,-40,0
165,2025/12/15,13:16:35,0,0,31,11,-40,0
166,2025/12/15,13:16:35,0,0,31,11,-40,0
167,2025/12/15,13:16:35,0,0,31,11,-40,0
168,2025/12/15,13:16:35,0,0,31,11,-40,0
169,2025/12/15,13:16:36,0,0,31,11,-40,0
170,2025/12/15,13:16:36,0,0,31,11,-40,0
171,2025/12/15,13:16:36,0,0,31,11,-50,0
172,2025/12/15,13:16:36,0,0,31,11,-50,0
173,2025/12/15,13:16:36,0,0,31,11,-40,0
174,2025/12/15,13:16:37,0,0,31,11,-50,0
175,2025/12/15,13:16:37,0,0,31,11,-50,0
176,2025/12/15,13:16:37,0,0,31,11,-40,0
177,2025/12/15,13:16:37,0,0,31,11,-50,0
178,2025/12/15,13:16:37,0,0,31,11,-50,0
179,2025/12/15,13:16:38,0,0,31,11,-50,0
180,2025/12/15,13:16:38,0,0,31,11,-50,0
181,2025/12/15,13:16:38,0,0,31,11,-50,0
182,2025/12/15,13:16:38,0,0,31,11,-50,0
183,2025/12/15,13:16:38,0,0,31,11,-50,0
184,2025/12/15,13:16:39,0,0,31,11,-60,0
185,2025/12/15,13:16:39,0,0,31,11,-50,0
186,2025/12/15,13:16:39,0,0,31,11,-50,0
187,2025/12/15,13:16:39,0,0,31,11,-50,0
188,2025/12/15,13:16:39,0,0,31,11,-50,0
189,2025/12/15,13:16:40,0,0,31,11,-60,0
190,2025/12/15,13:16:40,0,0,31,11,-60,0
191,2025/12/15,13:16:40,0,0,31,11,-60,0
192,2025/12/15,13:16:40,0,0,31,11,-60,0
193,2025/12/15,13:16:40,0,0,31,11,-50,0
194,2025/12/15,13:16:41,0,0,31,11,-60,0
195,2025/12/15,13:16:41,0,0,31,11,-60,0
196,2025/12/15,13:16:41,0,0,31,11,-60,0
197,2025/12/15,13:16:41,0,0,31,11,-60,0
198,2025/12/15,13:16:41,0,0,31,11,-60,0
199,2025/12/15,13:16:42,0,0,31,11,-60,0
200,2025/12/15,13:16:42,0,0,31,11,-70,0
201,2025/12/15,13:16:42,0,0,31,11,-60,0
202,2025/12/15,13:16:42,0,0,31,11,-70,0
203,2025/12/15,13:16:42,0,0,31,11,-60,0
204,2025/12/15,13:16:43,0,0,31,11,-70,0
205,2025/12/15,13:16:43,0,0,31,11,-80,0
206,2025/12/15,13:16:43,0,0,31,11,-70,0
207,2025/12/15,13:16:43,0,0,31,11,-70,0
208,2025/12/15,13:16:43,0,0,31,11,-70,0
209,2025/12/15,13:16:44,0,0,31,11,-70,0
210,2025/12/15,13:16:44,0,0,31,11,-70,0
211,2025/12/15,13:16:44,0,0,31,11,-70,0
212,2025/12/15,13:16:44,0,0,31,11,-70,0
213,2025/12/15,13:16:44,0,0,31,11,-70,0
214,2025/12/15,13:16:45,0,0,31,11,-70,0
215,2025/12/15,13:16:45,0,0,31,11,-70,0
216,2025/12/15,13:16:45,0,0,31,11,-80,0
217,2025/12/15,13:16:45,0,0,31,11,-80,0
218,2025/12/15,13:16:45,0,0,31,11,-80,0
219,2025/12/15,13:16:46,0,0,31,11,-70,0
220,2025/12/15,13:16:46,0,0,31,11,-70,0
221,2025/12/15,13:16:46,0,0,31,11,-80,0
222,2025/12/15,13:16:46,0,0,31,11,-80,0
223,2025/12/15,13:16:46,0,0,31,11,-80,0
224,2025/12/15,13:16:47,0,0,31,11,-80,0
225,2025/12/15,13:16:47,0,0,31,11,-80,0
226,2025/12/15,13:16:47,0,0,31,11,-80,0
227,2025/12/15,13:16:47,0,0,31,11,-90,0
228,2025/12/15,13:16:47,0,0,31,11,-80,0
229,2025/12/15,13:16:48,0,0,31,11,-80,0
230,2025/12/15,13:16:48,0,0,31,11,-80,0
231,2025/12/15,13:16:48,0,0,31,11,-80,0
232,2025/12/15,13:16:48,0,0,31,11,-80,0
233,2025/12/15,13:16:48,0,0,31,11,-90,0
234,2025/12/15,13:16:49,0,0,31,11,-90,0
235,2025/12/15,13:16:49,0,0,31,11,-90,0
236,2025/12/15,13:16:49,0,0,31,11,-90,0
237,2025/12/15,13:16:49,0,0,31,11,-90,0
238,2025/12/15,13:16:49,0,0,31,11,-90,0
239,2025/12/15,13:16:50,0,0,31,11,-90,0
240,2025/12/15,13:16:50,0,0,31,11,-90,0
241,2025/12/15,13:16:50,0,0,31,11,-90,0
242,2025/12/15,13:16:50,0,0,31,11,-100,0
243,2025/12/15,13:16:50,0,0,31,11,-90,0
244,2025/12/15,13:16:51,0,0,31,11,-90,0
245,2025/12/15,13:16:51,0,0,31,11,-90,0
246,2025/12/15,13:16:51,0,0,31,11,-100,0
247,2025/12/15,13:16:51,0,0,31,11,-90,0
248,2025/12/15,13:16:51,0,0,31,11,-100,0
249,2025/12/15,13:16:52,0,0,31,11,-100,0
250,2025/12/15,13:16:52,0,0,31,11,-100,0
251,2025/12/15,13:16:52,0,0,31,11,-100,0
252,2025/12/15,13:16:52,0,0,31,11,-100,0
253,2025/12/15,13:16:52,0,0,31,11,-100,0
254,2025/12/15,13:16:53,0,0,31,11,-100,0
255,2025/12/15,13:16:53,0,0,31,11,-100,0
256,2025/12/15,13:16:53,0,0,31,11,-100,0
257,2025/12/15,13:16:53,0,0,31,11,-100,0
258,2025/12/15,13:16:53,0,0,31,11,-100,0
259,2025/12/15,13:16:54,0,0,31,11,-100,0
260,2025/12/15,13:16:54,0,0,31,11,-100,0
261,2025/12/15,13:16:54,0,0,31,11,-100,0
262,2025/12/15,13:16:54,0,0,31,11,-110,0
263,2025/12/15,13:16:54,0,0,31,11,-110,0
264,2025/12/15,13:16:55,0,0,31,11,-110,0
265,2025/12/15,13:16:55,0,0,31,11,-100,0
266,2025/12/15,13:16:55,0,0,31,11,-110,0
267,2025/12/15,13:16:55,0,0,31,11,-110,0
268,2025/12/15,13:16:55,0,0,31,11,-110,0
269,2025/12/15,13:16:56,0,0,31,11,-110,0
270,2025/12/15,13:16:56,0,0,31,11,-110,0
271,2025/12/15,13:16:56,0,0,31,11,-110,0
272,2025/12/15,13:16:56,0,0,31,11,-110,0
273,2025/12/15,13:16:56,0,0,31,11,-110,0
274,2025/12/15,13:16:57,0,0,31,11,-110,0
275,2025/12/15,13:16:57,0,0,31,11,-110,0
276,2025/12/15,13:16:57,0,0,31,11,-110,0
277,2025/12/15,13:16:57,0,0,31,11,-120,0
278,2025/12/15,13:16:57,0,-10,31,11,-120,0
279,2025/12/15,13:16:58,0,0,31,11,-110,0
280,2025/12/15,13:16:58,0,0,31,11,-120,0
281,2025/12/15,13:16:58,0,0,31,11,-120,0
282,2025/12/15,13:16:58,0,0,31,11,-120,0
283,2025/12/15,13:16:58,0,0,31,11,-120,0
284,2025/12/15,13:16:59,0,0,31,11,-120,0
285,2025/12/15,13:16:59,0,0,31,11,-120,0
286,2025/12/15,13:16:59,0,0,31,11,-120,0
287,2025/12/15,13:16:59,0,0,31,11,-120,0
288,2025/12/15,13:16:59,0,0,31,11,-120,0
289,2025/12/15,13:17:00,0,0,31,11,-120,0
