"クローラ_ロギングデータ"
"DATA No","DATE","TIME","軸1_ｸﾛｰﾗ補正後座標","軸1 帰還ﾄﾙｸﾓﾆﾀ","軸1_ｱﾝﾌﾟ内温度","軸2_ｸﾛｰﾗ補正後座標","軸2 帰還ﾄﾙｸﾓﾆﾀ","軸2_ｱﾝﾌﾟ内温度"
0,2025/12/15,18:04:04,0,0,40,0,0,41
1,2025/12/15,18:04:04,0,0,40,0,0,41
2,2025/12/15,18:04:05,0,0,40,0,0,41
3,2025/12/15,18:04:05,0,0,40,0,0,41
4,2025/12/15,18:04:05,0,0,40,0,0,41
5,2025/12/15,18:04:05,0,0,40,0,0,41
6,2025/12/15,18:04:05,0,0,40,0,0,41
7,2025/12/15,18:04:06,0,0,40,0,0,41
8,2025/12/15,18:04:06,0,0,40,0,0,41
9,2025/12/15,18:04:06,0,0,40,0,0,41
10,2025/12/15,18:04:06,0,0,40,0,0,41
11,2025/12/15,18:04:06,0,0,40,0,0,41
12,2025/12/15,18:04:07,0,0,40,0,0,41
13,2025/12/15,18:04:07,0,0,40,0,0,41
14,2025/12/15,18:04:07,0,0,40,0,0,41
15,2025/12/15,18:04:07,0,0,40,0,0,41
16,2025/12/15,18:04:07,0,0,40,0,0,41
17,2025/12/15,18:04:08,0,0,40,0,0,41
18,2025/12/15,18:04:08,0,0,40,0,0,41
19,2025/12/15,18:04:08,0,0,40,0,0,41
20,2025/12/15,18:04:08,0,0,40,0,0,41
21,2025/12/15,18:04:08,0,0,40,0,0,41
22,2025/12/15,18:04:09,0,0,40,0,0,41
23,2025/12/15,18:04:09,0,0,40,0,0,41
24,2025/12/15,18:04:09,0,0,40,0,0,41
25,2025/12/15,18:04:09,0,0,40,0,0,41
26,2025/12/15,18:04:09,0,0,40,0,0,41
27,2025/12/15,18:04:10,0,0,40,0,0,41
28,2025/12/15,18:04:10,0,0,40,0,0,41
29,2025/12/15,18:04:10,0,0,40,0,0,41
30,2025/12/15,18:04:10,0,0,40,0,0,41
31,2025/12/15,18:04:10,0,0,40,0,0,41
32,2025/12/15,18:04:11,0,0,40,0,0,41
33,2025/12/15,18:04:11,0,0,40,0,0,41
34,2025/12/15,18:04:11,0,0,40,0,0,41
35,2025/12/15,18:04:11,0,0,40,0,0,41
36,2025/12/15,18:04:11,0,0,40,0,0,41
37,2025/12/15,18:04:12,0,0,40,0,0,41
38,2025/12/15,18:04:12,0,0,40,0,0,41
39,2025/12/15,18:04:12,0,0,40,0,0,41
40,2025/12/15,18:04:12,0,0,40,0,0,41
41,2025/12/15,18:04:12,0,0,40,0,0,41
42,2025/12/15,18:04:13,0,0,40,0,0,41
43,2025/12/15,18:04:13,0,0,40,0,0,41
44,2025/12/15,18:04:13,0,0,40,0,0,41
45,2025/12/15,18:04:13,0,0,40,0,0,41
46,2025/12/15,18:04:13,0,0,40,0,0,41
47,2025/12/15,18:04:14,0,0,40,0,0,41
48,2025/12/15,18:04:14,0,0,40,0,0,41
49,2025/12/15,18:04:14,0,0,40,0,0,41
50,2025/12/15,18:04:14,0,0,40,0,0,41
51,2025/12/15,18:04:14,0,0,40,0,0,41
52,2025/12/15,18:04:15,0,0,40,0,0,41
53,2025/12/15,18:04:15,0,0,40,0,0,41
54,2025/12/15,18:04:15,0,0,40,0,0,41
55,2025/12/15,18:04:15,0,0,40,0,0,41
56,2025/12/15,18:04:15,0,0,40,0,0,41
57,2025/12/15,18:04:16,0,0,40,0,0,41
58,2025/12/15,18:04:16,0,0,40,0,0,41
59,2025/12/15,18:04:16,0,0,40,0,0,41
60,2025/12/15,18:04:16,0,0,40,0,0,41
61,2025/12/15,18:04:16,0,0,40,0,0,41
62,2025/12/15,18:04:17,0,0,40,0,0,41
63,2025/12/15,18:04:17,0,0,40,0,0,41
64,2025/12/15,18:04:17,0,0,40,0,0,41
65,2025/12/15,18:04:17,0,0,40,0,0,41
66,2025/12/15,18:04:17,0,0,40,0,0,41
67,2025/12/15,18:04:18,0,0,40,0,0,41
68,2025/12/15,18:04:18,0,0,40,0,0,41
69,2025/12/15,18:04:18,0,0,40,0,0,41
70,2025/12/15,18:04:18,0,0,40,0,0,41
71,2025/12/15,18:04:18,0,0,40,0,0,41
72,2025/12/15,18:04:19,0,0,40,0,0,41
73,2025/12/15,18:04:19,0,0,40,0,0,41
74,2025/12/15,18:04:19,0,0,40,0,0,41
75,2025/12/15,18:04:19,0,0,40,0,0,41
76,2025/12/15,18:04:19,0,0,40,0,0,41
77,2025/12/15,18:04:20,0,0,40,0,0,41
78,2025/12/15,18:04:20,0,0,40,0,0,41
79,2025/12/15,18:04:20,0,0,40,0,0,41
80,2025/12/15,18:04:20,0,0,40,0,0,41
81,2025/12/15,18:04:20,0,0,40,0,0,41
