"クローラ_ロギングデータ"
"DATA No","DATE","TIME","軸1_ｸﾛｰﾗ補正後座標","軸1 帰還ﾄﾙｸﾓﾆﾀ","軸1_ｱﾝﾌﾟ内温度","軸2_ｸﾛｰﾗ補正後座標","軸2 帰還ﾄﾙｸﾓﾆﾀ","軸2_ｱﾝﾌﾟ内温度"
0,2025/12/15,17:39:16,0,0,40,0,0,41
1,2025/12/15,17:39:16,0,0,40,0,0,41
2,2025/12/15,17:39:16,0,0,40,0,0,41
3,2025/12/15,17:39:16,0,0,40,0,0,41
4,2025/12/15,17:39:17,0,0,40,0,0,41
5,2025/12/15,17:39:17,0,0,40,0,0,41
6,2025/12/15,17:39:17,0,0,40,0,0,41
7,2025/12/15,17:39:17,0,0,40,0,0,41
8,2025/12/15,17:39:17,0,0,40,0,0,41
9,2025/12/15,17:39:18,0,0,40,0,0,41
10,2025/12/15,17:39:18,0,0,40,0,0,41
11,2025/12/15,17:39:18,0,0,40,0,0,41
12,2025/12/15,17:39:18,0,0,40,0,0,41
13,2025/12/15,17:39:18,0,0,40,0,0,41
14,2025/12/15,17:39:19,0,0,40,0,0,41
15,2025/12/15,17:39:19,0,0,40,0,0,41
16,2025/12/15,17:39:19,0,0,40,0,0,41
17,2025/12/15,17:39:19,0,0,40,0,0,41
18,2025/12/15,17:39:19,0,0,40,0,0,41
19,2025/12/15,17:39:20,0,0,40,0,0,41
20,2025/12/15,17:39:20,0,0,40,0,0,41
21,2025/12/15,17:39:20,0,0,40,0,0,41
22,2025/12/15,17:39:20,0,0,40,0,0,41
23,2025/12/15,17:39:20,0,0,40,0,0,41
24,2025/12/15,17:39:21,0,0,40,0,0,41
25,2025/12/15,17:39:21,0,0,40,0,0,41
26,2025/12/15,17:39:21,0,0,40,0,0,41
27,2025/12/15,17:39:21,0,0,40,0,0,41
28,2025/12/15,17:39:21,0,0,40,0,0,41
29,2025/12/15,17:39:22,0,0,40,0,0,41
30,2025/12/15,17:39:22,0,0,40,0,0,41
31,2025/12/15,17:39:22,0,0,40,0,0,41
32,2025/12/15,17:39:22,0,0,40,0,0,41
33,2025/12/15,17:39:22,0,0,40,0,0,41
34,2025/12/15,17:39:23,0,0,40,0,0,41
35,2025/12/15,17:39:23,0,0,40,0,0,41
36,2025/12/15,17:39:23,0,0,40,0,0,41
37,2025/12/15,17:39:23,0,0,40,0,0,41
38,2025/12/15,17:39:23,0,0,40,0,0,41
39,2025/12/15,17:39:24,0,0,40,0,0,41
40,2025/12/15,17:39:24,0,0,40,0,0,41
41,2025/12/15,17:39:24,0,0,40,0,0,41
42,2025/12/15,17:39:24,0,0,40,0,0,41
43,2025/12/15,17:39:24,0,0,40,0,0,41
44,2025/12/15,17:39:25,0,0,40,0,0,41
45,2025/12/15,17:39:25,0,0,40,0,0,41
46,2025/12/15,17:39:25,0,0,40,0,0,41
47,2025/12/15,17:39:25,0,0,40,0,0,41
48,2025/12/15,17:39:25,0,0,40,0,0,41
49,2025/12/15,17:39:26,0,0,40,0,0,41
50,2025/12/15,17:39:26,0,0,40,0,0,41
51,2025/12/15,17:39:26,0,0,40,0,0,41
52,2025/12/15,17:39:26,0,0,40,0,0,41
53,2025/12/15,17:39:26,0,0,40,0,0,41
54,2025/12/15,17:39:27,0,0,40,0,0,41
55,2025/12/15,17:39:27,0,0,40,0,0,41
56,2025/12/15,17:39:27,0,0,40,0,0,41
57,2025/12/15,17:39:27,0,0,40,0,0,41
58,2025/12/15,17:39:27,0,0,40,0,0,41
59,2025/12/15,17:39:28,0,0,40,0,0,41
60,2025/12/15,17:39:28,0,0,40,0,0,41
61,2025/12/15,17:39:28,0,0,40,0,0,41
62,2025/12/15,17:39:28,0,0,40,0,0,41
63,2025/12/15,17:39:28,0,0,40,0,0,41
64,2025/12/15,17:39:29,0,0,40,0,0,41
65,2025/12/15,17:39:29,0,0,40,0,0,41
66,2025/12/15,17:39:29,0,0,40,0,0,41
67,2025/12/15,17:39:29,0,0,40,0,0,41
68,2025/12/15,17:39:29,0,0,40,0,0,41
69,2025/12/15,17:39:30,0,0,40,0,0,41
70,2025/12/15,17:39:30,0,0,40,0,0,41
71,2025/12/15,17:39:30,0,0,40,0,0,41
72,2025/12/15,17:39:30,0,0,40,0,0,41
73,2025/12/15,17:39:30,0,0,40,0,0,41
74,2025/12/15,17:39:31,0,0,40,0,0,41
75,2025/12/15,17:39:31,0,0,40,0,0,41
76,2025/12/15,17:39:31,0,0,40,0,0,41
77,2025/12/15,17:39:31,0,0,40,0,0,41
78,2025/12/15,17:39:31,0,0,40,0,0,41
79,2025/12/15,17:39:32,0,0,40,0,0,41
80,2025/12/15,17:39:32,0,0,40,0,0,41
81,2025/12/15,17:39:32,0,0,40,0,0,41
82,2025/12/15,17:39:32,0,0,40,0,0,41
83,2025/12/15,17:39:32,0,0,40,0,0,41
84,2025/12/15,17:39:33,0,0,40,0,0,41
85,2025/12/15,17:39:33,0,0,40,0,0,41
86,2025/12/15,17:39:33,0,0,40,0,0,41
87,2025/12/15,17:39:33,0,0,40,0,0,41
88,2025/12/15,17:39:33,0,0,40,0,0,41
89,2025/12/15,17:39:34,0,0,40,0,0,41
90,2025/12/15,17:39:34,0,0,40,0,0,41
91,2025/12/15,17:39:34,0,0,40,0,0,41
92,2025/12/15,17:39:34,0,0,40,0,0,41
93,2025/12/15,17:39:34,0,0,40,0,0,41
94,2025/12/15,17:39:35,0,0,40,0,0,41
95,2025/12/15,17:39:35,0,0,40,0,0,41
96,2025/12/15,17:39:35,0,0,40,0,0,41
97,2025/12/15,17:39:35,0,0,40,0,0,41
98,2025/12/15,17:39:35,0,0,40,0,0,41
99,2025/12/15,17:39:36,0,0,40,0,0,41
100,2025/12/15,17:39:36,0,0,40,0,0,41
101,2025/12/15,17:39:36,0,0,40,0,0,41
102,2025/12/15,17:39:36,0,0,40,0,0,41
103,2025/12/15,17:39:36,0,0,40,0,0,41
104,2025/12/15,17:39:37,0,0,40,0,0,41
105,2025/12/15,17:39:37,0,0,40,0,0,41
106,2025/12/15,17:39:37,0,0,40,0,0,41
107,2025/12/15,17:39:37,0,0,40,0,0,41
108,2025/12/15,17:39:37,0,0,40,0,0,41
109,2025/12/15,17:39:38,0,0,40,0,0,41
110,2025/12/15,17:39:38,0,0,40,0,0,41
111,2025/12/15,17:39:38,0,0,40,0,0,41
112,2025/12/15,17:39:38,0,0,40,0,0,41
113,2025/12/15,17:39:38,0,0,40,0,0,41
114,2025/12/15,17:39:39,0,0,40,0,0,41
115,2025/12/15,17:39:39,0,0,40,0,0,41
116,2025/12/15,17:39:39,0,0,40,0,0,41
117,2025/12/15,17:39:39,0,0,40,0,0,41
118,2025/12/15,17:39:39,0,0,40,0,0,41
119,2025/12/15,17:39:40,0,0,40,0,0,41
120,2025/12/15,17:39:40,0,0,40,0,0,41
121,2025/12/15,17:39:40,0,0,40,0,0,41
122,2025/12/15,17:39:40,0,0,40,0,0,41
123,2025/12/15,17:39:40,0,0,40,0,0,41
124,2025/12/15,17:39:41,0,0,40,0,0,41
125,2025/12/15,17:39:41,0,0,40,0,0,41
126,2025/12/15,17:39:41,0,0,40,0,0,41
127,2025/12/15,17:39:41,0,0,40,0,0,41
128,2025/12/15,17:39:41,0,0,40,0,0,41
129,2025/12/15,17:39:42,0,0,40,0,0,41
130,2025/12/15,17:39:42,0,0,40,0,0,41
131,2025/12/15,17:39:42,0,0,40,0,0,41
132,2025/12/15,17:39:42,0,0,40,0,0,41
133,2025/12/15,17:39:42,0,0,40,0,0,41
134,2025/12/15,17:39:43,0,0,40,0,0,41
135,2025/12/15,17:39:43,0,0,40,0,0,41
136,2025/12/15,17:39:43,0,0,40,0,0,41
137,2025/12/15,17:39:43,0,0,40,0,0,41
138,2025/12/15,17:39:43,0,0,40,0,0,41
139,2025/12/15,17:39:44,0,0,40,0,0,41
140,2025/12/15,17:39:44,0,0,40,0,0,41
141,2025/12/15,17:39:44,0,0,40,0,0,41
142,2025/12/15,17:39:44,0,0,40,0,0,41
143,2025/12/15,17:39:44,0,0,40,0,0,41
144,2025/12/15,17:39:45,0,0,40,0,0,41
145,2025/12/15,17:39:45,0,0,40,0,0,41
146,2025/12/15,17:39:45,0,0,40,0,0,41
147,2025/12/15,17:39:45,0,0,40,0,0,41
148,2025/12/15,17:39:45,0,0,40,0,0,41
149,2025/12/15,17:39:46,0,0,40,0,0,41
150,2025/12/15,17:39:46,0,0,40,0,0,41
151,2025/12/15,17:39:46,0,0,40,0,0,41
152,2025/12/15,17:39:46,0,0,40,0,0,41
153,2025/12/15,17:39:46,0,0,40,0,0,41
154,2025/12/15,17:39:47,0,0,40,0,0,41
155,2025/12/15,17:39:47,0,0,40,0,0,41
156,2025/12/15,17:39:47,0,0,40,0,0,41
157,2025/12/15,17:39:47,0,0,40,0,0,41
158,2025/12/15,17:39:47,0,0,40,0,0,41
159,2025/12/15,17:39:48,0,0,40,0,0,41
160,2025/12/15,17:39:48,0,0,40,0,0,41
161,2025/12/15,17:39:48,0,0,40,0,0,41
162,2025/12/15,17:39:48,0,0,40,0,0,41
163,2025/12/15,17:39:48,0,0,40,0,0,41
164,2025/12/15,17:39:49,0,0,40,0,0,41
165,2025/12/15,17:39:49,0,0,40,0,0,41
166,2025/12/15,17:39:49,0,0,40,0,0,41
167,2025/12/15,17:39:49,0,0,40,0,0,41
168,2025/12/15,17:39:49,0,0,40,0,0,41
169,2025/12/15,17:39:50,0,0,40,0,0,41
170,2025/12/15,17:39:50,0,0,40,0,0,41
171,2025/12/15,17:39:50,0,0,40,0,0,41
172,2025/12/15,17:39:50,0,0,40,0,0,41
173,2025/12/15,17:39:50,0,0,40,0,0,41
174,2025/12/15,17:39:51,0,0,40,0,0,41
175,2025/12/15,17:39:51,0,0,40,0,0,41
176,2025/12/15,17:39:51,0,0,40,0,0,41
177,2025/12/15,17:39:51,0,0,40,0,0,41
178,2025/12/15,17:39:51,0,0,40,0,0,41
179,2025/12/15,17:39:52,0,0,40,0,0,41
180,2025/12/15,17:39:52,0,0,40,0,0,41
181,2025/12/15,17:39:52,0,0,40,0,0,41
182,2025/12/15,17:39:52,0,0,40,0,0,41
183,2025/12/15,17:39:52,0,0,40,0,0,41
184,2025/12/15,17:39:53,0,0,40,0,0,41
185,2025/12/15,17:39:53,0,0,40,0,0,41
186,2025/12/15,17:39:53,0,0,40,0,0,41
187,2025/12/15,17:39:53,0,0,40,0,0,41
188,2025/12/15,17:39:53,0,0,40,0,0,41
189,2025/12/15,17:39:54,0,0,40,0,0,41
190,2025/12/15,17:39:54,0,0,40,0,0,41
191,2025/12/15,17:39:54,0,0,40,0,0,41
192,2025/12/15,17:39:54,0,0,40,0,0,41
193,2025/12/15,17:39:54,0,0,40,0,0,41
194,2025/12/15,17:39:55,0,0,40,0,0,41
195,2025/12/15,17:39:55,0,0,40,0,0,41
196,2025/12/15,17:39:55,0,0,40,0,0,41
197,2025/12/15,17:39:55,0,0,40,0,0,41
198,2025/12/15,17:39:55,0,0,40,0,0,41
199,2025/12/15,17:39:56,0,0,40,0,0,41
200,2025/12/15,17:39:56,0,0,40,0,0,41
201,2025/12/15,17:39:56,0,0,40,0,0,41
202,2025/12/15,17:39:56,0,0,40,0,0,41
203,2025/12/15,17:39:56,0,0,40,0,0,41
204,2025/12/15,17:39:57,0,0,40,0,0,41
205,2025/12/15,17:39:57,0,0,40,0,0,41
206,2025/12/15,17:39:57,0,0,40,0,0,41
207,2025/12/15,17:39:57,0,0,40,0,0,41
208,2025/12/15,17:39:57,0,0,40,0,0,41
209,2025/12/15,17:39:58,0,0,40,0,0,41
210,2025/12/15,17:39:58,0,0,40,0,0,41
211,2025/12/15,17:39:58,0,0,40,0,0,41
212,2025/12/15,17:39:58,0,0,40,0,0,41
213,2025/12/15,17:39:58,0,0,40,0,0,41
214,2025/12/15,17:39:59,0,0,40,0,0,41
215,2025/12/15,17:39:59,0,0,40,0,0,41
216,2025/12/15,17:39:59,0,0,40,0,0,41
217,2025/12/15,17:39:59,0,0,40,0,0,41
218,2025/12/15,17:39:59,0,0,40,0,0,41
219,2025/12/15,17:40:00,0,0,40,0,0,41
220,2025/12/15,17:40:00,0,0,40,0,0,41
221,2025/12/15,17:40:00,0,0,40,0,0,41
222,2025/12/15,17:40:00,0,0,40,0,0,41
223,2025/12/15,17:40:00,0,0,40,0,0,41
224,2025/12/15,17:40:01,0,0,40,0,0,41
225,2025/12/15,17:40:01,0,0,40,0,0,41
226,2025/12/15,17:40:01,0,0,40,0,0,41
227,2025/12/15,17:40:01,0,0,40,0,0,41
228,2025/12/15,17:40:01,0,0,40,0,0,41
229,2025/12/15,17:40:02,0,0,40,0,0,41
230,2025/12/15,17:40:02,0,0,40,0,0,41
231,2025/12/15,17:40:02,0,0,40,0,0,41
232,2025/12/15,17:40:02,0,0,40,0,0,41
233,2025/12/15,17:40:02,0,0,40,0,0,41
234,2025/12/15,17:40:03,0,0,40,0,0,41
235,2025/12/15,17:40:03,0,0,40,0,0,41
236,2025/12/15,17:40:03,0,0,40,0,0,41
237,2025/12/15,17:40:03,0,0,40,0,0,41
238,2025/12/15,17:40:03,0,0,40,0,0,41
239,2025/12/15,17:40:04,0,0,40,0,0,41
240,2025/12/15,17:40:04,0,0,40,0,0,41
241,2025/12/15,17:40:04,0,0,40,0,0,41
242,2025/12/15,17:40:04,0,0,40,0,0,41
243,2025/12/15,17:40:04,0,0,40,0,0,41
244,2025/12/15,17:40:05,0,0,40,0,0,41
245,2025/12/15,17:40:05,0,0,40,0,0,41
246,2025/12/15,17:40:05,0,0,40,0,0,41
247,2025/12/15,17:40:05,0,0,40,0,0,41
248,2025/12/15,17:40:05,0,0,40,0,0,41
249,2025/12/15,17:40:06,0,0,40,0,0,41
250,2025/12/15,17:40:06,0,0,40,0,0,41
251,2025/12/15,17:40:06,0,0,40,0,0,41
252,2025/12/15,17:40:06,0,0,40,0,0,41
253,2025/12/15,17:40:06,0,0,40,0,0,41
254,2025/12/15,17:40:07,0,0,40,0,0,41
255,2025/12/15,17:40:07,0,0,40,0,0,41
256,2025/12/15,17:40:07,0,0,40,0,0,41
257,2025/12/15,17:40:07,0,0,40,0,0,41
258,2025/12/15,17:40:07,0,0,40,0,0,41
259,2025/12/15,17:40:08,0,0,40,0,0,41
260,2025/12/15,17:40:08,0,0,40,0,0,41
261,2025/12/15,17:40:08,0,0,40,0,0,41
262,2025/12/15,17:40:08,0,0,40,0,0,41
263,2025/12/15,17:40:08,0,0,40,0,0,41
264,2025/12/15,17:40:09,0,0,40,0,0,41
